Febre de Chikungunya - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Todos os casos por Município de residência
Período:2019
"Município de residência";"Todos_os_casos"
"160070 TARTARUGALZINHO";2
"170025 ABREULANDIA";1
"170030 AGUIARNOPOLIS";29
"170040 ALMAS";2
"170070 ALVORADA";3
"170100 ANANAS";8
"170130 ARAGOMINAS";45
"170190 ARAGUACEMA";1
"170200 ARAGUACU";1
"170210 ARAGUAINA";208
"170215 ARAGUANA";1
"170220 ARAGUATINS";89
"170240 ARRAIAS";1
"170255 AUGUSTINOPOLIS";5
"170270 AURORA DO TOCANTINS";3
"170300 BABACULANDIA";18
"170305 BANDEIRANTES DO TOCANTINS";4
"170307 BARRA DO OURO";1
"170310 BARROLANDIA";1
"170370 BREJINHO DE NAZARE";2
"170380 BURITI DO TOCANTINS";1
"170388 CARMOLANDIA";1
"170390 CASEARA";2
"170550 COLINAS DO TOCANTINS";59
"170600 COUTO MAGALHAES";1
"170610 CRISTALANDIA";2
"170700 DIANOPOLIS";13
"170710 DIVINOPOLIS DO TOCANTINS";7
"170720 DOIS IRMAOS DO TOCANTINS";1
"170730 DUERE";1
"170740 ESPERANTINA";2
"170765 FIGUEIROPOLIS";3
"170770 FILADELFIA";5
"170820 FORMOSO DO ARAGUAIA";2
"170825 FORTALEZA DO TABOCAO";10
"170900 GOIATINS";9
"170930 GUARAI";44
"170950 GURUPI";41
"170980 IPUEIRAS";1
"171050 ITACAJA";1
"171110 ITAPORA DO TOCANTINS";1
"171190 LAGOA DA CONFUSAO";7
"171200 LAJEADO";1
"171245 LUZINOPOLIS";1
"171270 MATEIROS";1
"171280 MAURILANDIA DO TOCANTINS";1
"171320 MIRACEMA DO TOCANTINS";27
"171330 MIRANORTE";4
"171360 MONTE DO CARMO";1
"171370 MONTE SANTO DO TOCANTINS";3
"171430 NAZARE";1
"171488 NOVA OLINDA";7
"171500 NOVA ROSALANDIA";5
"171510 NOVO ACORDO";3
"171550 OLIVEIRA DE FATIMA";1
"171570 PALMEIRANTE";3
"171610 PARAISO DO TOCANTINS";187
"171650 PEDRO AFONSO";5
"171660 PEIXE";2
"171665 PEQUIZEIRO";4
"171670 COLMEIA";4
"171700 PINDORAMA DO TOCANTINS";2
"171750 PIUM";1
"171790 PONTE ALTA DO TOCANTINS";1
"171800 PORTO ALEGRE DO TOCANTINS";1
"171820 PORTO NACIONAL";39
"171830 PRAIA NORTE";1
"171840 PRESIDENTE KENNEDY";2
"171845 PUGMIL";2
"171865 RIO DA CONCEICAO";2
"171875 RIO SONO";3
"171880 SAMPAIO";1
"171884 SANDOLANDIA";4
"171886 SANTA FE DO ARAGUAIA";1
"171890 SANTA ROSA DO TOCANTINS";1
"171900 SANTA TEREZA DO TOCANTINS";2
"172010 SAO BENTO DO TOCANTINS";2
"172015 SAO FELIX DO TOCANTINS";1
"172030 SAO SEBASTIAO DO TOCANTINS";7
"172049 SAO VALERIO";1
"172065 SILVANOPOLIS";3
"172080 SITIO NOVO DO TOCANTINS";1
"172085 SUCUPIRA";4
"172090 TAGUATINGA";10
"172093 TAIPAS DO TOCANTINS";2
"172100 PALMAS";591
"172110 TOCANTINIA";10
"172120 TOCANTINOPOLIS";59
"172130 TUPIRATINS";1
"172208 WANDERLANDIA";30
"172210 XAMBIOA";2
"210005 ACAILANDIA";34
"210010 AFONSO CUNHA";1
"210015 AGUA DOCE DO MARANHAO";5
"210043 ALTO ALEGRE DO MARANHAO";148
"210047 ALTO ALEGRE DO PINDARE";3
"210060 AMARANTE DO MARANHAO";5
"210090 ARAIOSES";1
"210100 ARARI";5
"210110 AXIXA";2
"210120 BACABAL";6
"210125 BACABEIRA";36
"210135 BACURITUBA";1
"210140 BALSAS";65
"210160 BARRA DO CORDA";24
"210170 BARREIRINHAS";2
"210180 BENEDITO LEITE";1
"210190 BEQUIMAO";1
"210200 BOM JARDIM";1
"210210 BREJO";1
"210235 BURITIRANA";1
"210255 CAMPESTRE DO MARANHAO";5
"210260 CANDIDO MENDES";1
"210280 CAROLINA";1
"210300 CAXIAS";9
"210320 CHAPADINHA";4
"210325 CIDELANDIA";29
"210330 CODO";6
"210340 COELHO NETO";5
"210350 COLINAS";2
"210360 COROATA";3
"210370 CURURUPU";16
"210380 DOM PEDRO";4
"210405 ESTREITO";6
"210407 FEIRA NOVA DO MARANHAO";4
"210408 FERNANDO FALCAO";1
"210409 FORMOSA DA SERRA NEGRA";2
"210420 FORTUNA";5
"210450 GOVERNADOR ARCHER";1
"210455 GOVERNADOR EDISON LOBAO";2
"210462 GOVERNADOR LUIZ ROCHA";4
"210480 GRAJAU";8
"210500 HUMBERTO DE CAMPOS";2
"210510 ICATU";1
"210515 IGARAPE DO MEIO";1
"210520 IGARAPE GRANDE";1
"210530 IMPERATRIZ";21
"210540 ITAPECURU MIRIM";19
"210542 ITINGA DO MARANHAO";4
"210547 JENIPAPO DOS VIEIRAS";4
"210550 JOAO LISBOA";3
"210560 JOSELANDIA";3
"210570 LAGO DA PEDRA";3
"210592 LAGOA DO MATO";1
"210598 LAJEADO NOVO";5
"210630 MAGALHAES DE ALMEIDA";1
"210632 MARACACUME";2
"210640 MATA ROMA";3
"210663 MATOES DO NORTE";1
"210675 MIRANDA DO NORTE";2
"210700 MONTES ALTOS";3
"210745 OLINDA NOVA DO MARANHAO";1
"210750 PACO DO LUMIAR";8
"210770 PARAIBANO";4
"210820 PEDREIRAS";5
"210845 PERITORO";1
"210850 PINDARE-MIRIM";1
"210860 PINHEIRO";5
"210870 PIO XII";1
"210880 PIRAPEMAS";2
"210890 POCAO DE PEDRAS";2
"210900 PORTO FRANCO";3
"210910 PRESIDENTE DUTRA";1
"210920 PRESIDENTE JUSCELINO";1
"210927 PRESIDENTE SARNEY";45
"210930 PRESIDENTE VARGAS";1
"210940 PRIMEIRA CRUZ";1
"210960 ROSARIO";6
"210970 SAMBAIBA";3
"210975 SANTA FILOMENA DO MARANHAO";1
"210980 SANTA HELENA";2
"210990 SANTA INES";55
"211000 SANTA LUZIA";4
"211020 SANTA RITA";2
"211040 SAO BENEDITO DO RIO PRETO";2
"211050 SAO BENTO";1
"211070 SAO DOMINGOS DO MARANHAO";1
"211085 SAO FRANCISCO DO BREJAO";1
"211090 SAO FRANCISCO DO MARANHAO";2
"211110 SAO JOAO DOS PATOS";1
"211120 SAO JOSE DE RIBAMAR";22
"211130 SAO LUIS";190
"211140 SAO LUIS GONZAGA DO MARANHAO";5
"211150 SAO MATEUS DO MARANHAO";5
"211153 SAO PEDRO DA AGUA BRANCA";1
"211157 SAO PEDRO DOS CRENTES";1
"211160 SAO RAIMUNDO DAS MANGABEIRAS";11
"211163 SAO RAIMUNDO DO DOCA BEZERRA";1
"211176 SENADOR LA ROCQUE";15
"211180 SITIO NOVO";3
"211200 TASSO FRAGOSO";2
"211210 TIMBIRAS";1
"211220 TIMON";3
"211230 TUNTUM";2
"211250 TUTOIA";2
"211260 URBANO SANTOS";4
"211280 VIANA";11
"211285 VILA NOVA DOS MARTIRIOS";1
"211290 VITORIA DO MEARIM";1
"211400 ZE DOCA";4
"220020 AGUA BRANCA";1
"220025 ALAGOINHA DO PIAUI";2
"220030 ALTO LONGA";1
"220040 ALTOS";9
"220045 ALVORADA DO GURGUEIA";1
"220050 AMARANTE";1
"220100 ARRAIAL";5
"220115 BAIXA GRANDE DO RIBEIRO";1
"220160 BENEDITINOS";1
"220170 BERTOLINIA";7
"220190 BOM JESUS";2
"220200 BURITI DOS LOPES";1
"220202 BURITI DOS MONTES";1
"220211 CAMPO ALEGRE DO FIDALGO";1
"220213 CAMPO GRANDE DO PIAUI";12
"220230 CANTO DO BURITI";4
"220270 COCAL";1
"220273 COIVARAS";1
"220277 COLONIA DO PIAUI";3
"220330 DEMERVAL LOBAO";4
"220335 DIRCEU ARCOVERDE";1
"220390 FLORIANO";5
"220435 GEMINIANO";2
"220450 GUADALUPE";1
"220465 ILHA GRANDE";1
"220520 JAICOS";2
"220558 LAGOA DO PIAUI";1
"220570 LUIS CORREIA";12
"220600 MARCOS PARENTE";1
"220672 NAZARIA";2
"220695 NOVO SANTO ANTONIO";1
"220700 OEIRAS";22
"220770 PARNAIBA";138
"220779 PAU D'ARCO DO PIAUI";1
"220785 PAVUSSU";3
"220790 PEDRO II";2
"220800 PICOS";188
"220830 PIRACURUCA";2
"220840 PIRIPIRI";6
"220880 REGENERACAO";3
"220910 SANTA CRUZ DO PIAUI";1
"220980 SAO GONCALO DO PIAUI";1
"220990 SAO JOAO DA SERRA";2
"220995 SAO JOAO DA VARJOTA";1
"220997 SAO JOAO DO ARRAIAL";1
"221020 SAO JOSE DO PIAUI";1
"221030 SAO JULIAO";1
"221035 SAO LOURENCO DO PIAUI";1
"221040 SAO MIGUEL DO TAPUIO";1
"221060 SAO RAIMUNDO NONATO";7
"221070 SIMOES";2
"221097 TANQUE DO PIAUI";1
"221100 TERESINA";748
"221110 UNIAO";1
"230020 ACARAU";28
"230030 ACOPIARA";486
"230040 AIUABA";1
"230050 ALCANTARAS";17
"230075 AMONTADA";3
"230090 APUIARES";7
"230100 AQUIRAZ";17
"230110 ARACATI";96
"230120 ARACOIABA";7
"230125 ARARENDA";8
"230130 ARARIPE";5
"230140 ARATUBA";19
"230150 ARNEIROZ";2
"230170 AURORA";1
"230180 BAIXIO";1
"230185 BANABUIU";15
"230190 BARBALHA";32
"230195 BARREIRA";1
"230205 BARROQUINHA";21
"230210 BATURITE";20
"230220 BEBERIBE";9
"230230 BELA CRUZ";4
"230240 BOA VIAGEM";13
"230250 BREJO SANTO";135
"230260 CAMOCIM";15
"230270 CAMPOS SALES";21
"230280 CANINDE";58
"230290 CAPISTRANO";9
"230300 CARIDADE";6
"230310 CARIRE";14
"230330 CARIUS";4
"230340 CARNAUBAL";2
"230350 CASCAVEL";187
"230360 CATARINA";16
"230365 CATUNDA";3
"230370 CAUCAIA";177
"230393 CHORO";41
"230395 CHOROZINHO";4
"230400 COREAU";11
"230410 CRATEUS";9
"230420 CRATO";31
"230423 CROATA";1
"230425 CRUZ";16
"230427 ERERE";1
"230428 EUSEBIO";16
"230430 FARIAS BRITO";3
"230435 FORQUILHA";2
"230440 FORTALEZA";936
"230445 FORTIM";35
"230450 FRECHEIRINHA";10
"230460 GENERAL SAMPAIO";1
"230465 GRACA";4
"230470 GRANJA";10
"230480 GRANJEIRO";1
"230495 GUAIUBA";4
"230500 GUARACIABA DO NORTE";1
"230510 GUARAMIRANGA";2
"230520 HIDROLANDIA";20
"230523 HORIZONTE";45
"230526 IBARETAMA";7
"230530 IBIAPINA";4
"230533 IBICUITINGA";2
"230535 ICAPUI";62
"230540 ICO";9
"230550 IGUATU";14
"230560 INDEPENDENCIA";5
"230580 IPU";27
"230590 IPUEIRAS";22
"230600 IRACEMA";4
"230610 IRAUCUBA";22
"230620 ITAICABA";17
"230625 ITAITINGA";29
"230630 ITAPAGE";7
"230640 ITAPIPOCA";32
"230650 ITAPIUNA";9
"230655 ITAREMA";13
"230660 ITATIRA";8
"230670 JAGUARETAMA";16
"230680 JAGUARIBARA";21
"230690 JAGUARIBE";27
"230700 JAGUARUANA";130
"230720 JATI";18
"230725 JIJOCA DE JERICOACOARA";7
"230730 JUAZEIRO DO NORTE";18
"230740 JUCAS";2
"230760 LIMOEIRO DO NORTE";33
"230763 MADALENA";2
"230765 MARACANAU";32
"230770 MARANGUAPE";126
"230780 MARCO";19
"230790 MARTINOPOLE";1
"230800 MASSAPE";62
"230810 MAURITI";63
"230820 MERUOCA";12
"230830 MILAGRES";64
"230835 MILHA";3
"230837 MIRAIMA";5
"230840 MISSAO VELHA";2
"230850 MOMBACA";3
"230860 MONSENHOR TABOSA";2
"230870 MORADA NOVA";11
"230880 MORAUJO";3
"230890 MORRINHOS";8
"230900 MUCAMBO";9
"230910 MULUNGU";4
"230920 NOVA OLINDA";1
"230930 NOVA RUSSAS";14
"230945 OCARA";161
"230950 OROS";12
"230960 PACAJUS";3
"230970 PACATUBA";45
"230980 PACOTI";23
"230990 PACUJA";1
"231000 PALHANO";53
"231020 PARACURU";48
"231025 PARAIPABA";4
"231030 PARAMBU";3
"231040 PARAMOTI";8
"231050 PEDRA BRANCA";131
"231070 PENTECOSTE";5
"231080 PEREIRO";13
"231085 PINDORETAMA";59
"231090 PIQUET CARNEIRO";48
"231095 PIRES FERREIRA";2
"231100 PORANGA";3
"231120 POTENGI";17
"231130 QUIXADA";519
"231135 QUIXELO";1
"231140 QUIXERAMOBIM";20
"231150 QUIXERE";513
"231160 REDENCAO";7
"231170 RERIUTABA";8
"231180 RUSSAS";70
"231190 SABOEIRO";3
"231195 SALITRE";6
"231200 SANTANA DO ACARAU";5
"231210 SANTANA DO CARIRI";4
"231220 SANTA QUITERIA";24
"231230 SAO BENEDITO";1
"231240 SAO GONCALO DO AMARANTE";51
"231250 SAO JOAO DO JAGUARIBE";4
"231270 SENADOR POMPEU";11
"231290 SOBRAL";73
"231300 SOLONOPOLE";1
"231310 TABULEIRO DO NORTE";2
"231320 TAMBORIL";5
"231330 TAUA";5
"231335 TEJUCUOCA";7
"231340 TIANGUA";9
"231350 TRAIRI";10
"231355 TURURU";3
"231360 UBAJARA";2
"231370 UMARI";2
"231375 UMIRIM";2
"231380 URUBURETAMA";6
"231390 URUOCA";26
"231395 VARJOTA";15
"231400 VARZEA ALEGRE";22
"231410 VICOSA DO CEARA";31
"240010 ACARI";21
"240020 ACU";872
"240030 AFONSO BEZERRA";9
"240040 AGUA NOVA";3
"240050 ALEXANDRIA";2
"240070 ALTO DO RODRIGUES";9
"240080 ANGICOS";52
"240100 APODI";1
"240110 AREIA BRANCA";4
"240120 ARES";27
"240130 AUGUSTO SEVERO";1
"240140 BAIA FORMOSA";9
"240145 BARAUNA";2
"240150 BARCELONA";28
"240165 BODO";1
"240170 BOM JESUS";28
"240180 BREJINHO";35
"240185 CAICARA DO NORTE";2
"240190 CAICARA DO RIO DO VENTO";5
"240200 CAICO";64
"240210 CAMPO REDONDO";3
"240220 CANGUARETAMA";113
"240230 CARAUBAS";1
"240240 CARNAUBA DOS DANTAS";2
"240250 CARNAUBAIS";8
"240260 CEARA-MIRIM";35
"240280 CORONEL EZEQUIEL";3
"240300 CRUZETA";1
"240310 CURRAIS NOVOS";11
"240320 DOUTOR SEVERIANO";37
"240325 PARNAMIRIM";728
"240330 ENCANTO";2
"240350 ESPIRITO SANTO";5
"240360 EXTREMOZ";74
"240375 FERNANDO PEDROZA";133
"240380 FLORANIA";1
"240390 FRANCISCO DANTAS";32
"240410 GALINHOS";15
"240420 GOIANINHA";14
"240430 GOVERNADOR DIX-SEPT ROSADO";2
"240440 GROSSOS";3
"240450 GUAMARE";9
"240460 IELMO MARINHO";10
"240470 IPANGUACU";54
"240485 ITAJA";1
"240510 JANDAIRA";36
"240520 JANDUIS";1
"240530 JANUARIO CICCO";86
"240540 JAPI";29
"240560 JARDIM DE PIRANHAS";1
"240570 JARDIM DO SERIDO";11
"240580 JOAO CAMARA";11
"240600 JOSE DA PENHA";1
"240610 JUCURUTU";1
"240615 JUNDIA";3
"240620 LAGOA D'ANTA";33
"240630 LAGOA DE PEDRAS";10
"240640 LAGOA DE VELHOS";82
"240650 LAGOA NOVA";56
"240660 LAGOA SALGADA";235
"240670 LAJES";5
"240680 LAJES PINTADAS";16
"240690 LUCRECIA";1
"240700 LUIS GOMES";1
"240710 MACAIBA";614
"240720 MACAU";6
"240730 MARCELINO VIEIRA";2
"240750 MAXARANGUAPE";13
"240770 MONTANHAS";53
"240780 MONTE ALEGRE";7
"240790 MONTE DAS GAMELEIRAS";2
"240800 MOSSORO";519
"240810 NATAL";8656
"240820 NISIA FLORESTA";58
"240830 NOVA CRUZ";8
"240880 PARAZINHO";29
"240890 PARELHAS";6
"240895 RIO DO FOGO";5
"240910 PASSA E FICA";31
"240920 PASSAGEM";3
"240933 SANTA MARIA";11
"240940 PAU DOS FERROS";469
"240950 PEDRA GRANDE";3
"240970 PEDRO AVELINO";16
"240980 PEDRO VELHO";5
"240990 PENDENCIAS";1
"241000 PILOES";1
"241010 POCO BRANCO";2
"241020 PORTALEGRE";6
"241030 SERRA CAIADA";66
"241040 PUREZA";3
"241050 RAFAEL FERNANDES";34
"241070 RIACHO DA CRUZ";1
"241080 RIACHO DE SANTANA";1
"241090 RIACHUELO";8
"241105 TIBAU";7
"241110 RUY BARBOSA";104
"241120 SANTA CRUZ";44
"241140 SANTANA DO MATOS";15
"241150 SANTO ANTONIO";75
"241160 SAO BENTO DO NORTE";16
"241170 SAO BENTO DO TRAIRI";2
"241180 SAO FERNANDO";1
"241190 SAO FRANCISCO DO OESTE";3
"241200 SAO GONCALO DO AMARANTE";193
"241210 SAO JOAO DO SABUGI";2
"241220 SAO JOSE DE MIPIBU";177
"241230 SAO JOSE DO CAMPESTRE";242
"241240 SAO JOSE DO SERIDO";1
"241255 SAO MIGUEL DO GOSTOSO";15
"241260 SAO PAULO DO POTENGI";546
"241270 SAO PEDRO";5
"241280 SAO RAFAEL";12
"241290 SAO TOME";9
"241300 SAO VICENTE";3
"241310 SENADOR ELOI DE SOUZA";15
"241320 SENADOR GEORGINO AVELINO";28
"241330 SERRA DE SAO BENTO";11
"241335 SERRA DO MEL";1
"241350 SERRINHA";15
"241355 SERRINHA DOS PINTOS";3
"241370 SITIO NOVO";17
"241380 TABOLEIRO GRANDE";7
"241390 TAIPU";44
"241400 TANGARA";21
"241410 TENENTE ANANIAS";1
"241415 TENENTE LAURENTINO CRUZ";2
"241420 TIBAU DO SUL";11
"241430 TIMBAUBA DOS BATISTAS";3
"241440 TOUROS";46
"241445 TRIUNFO POTIGUAR";1
"241450 UMARIZAL";27
"241480 VERA CRUZ";9
"241490 VICOSA";1
"241500 VILA FLOR";2
"250010 AGUA BRANCA";1
"250030 ALAGOA GRANDE";26
"250040 ALAGOA NOVA";68
"250050 ALAGOINHA";2
"250060 ALHANDRA";5
"250077 APARECIDA";2
"250080 ARACAGI";2
"250090 ARARA";1
"250100 ARARUNA";32
"250110 AREIA";7
"250115 AREIA DE BARAUNAS";2
"250120 AREIAL";1
"250150 BANANEIRAS";14
"250153 BARAUNA";6
"250157 BARRA DE SANTANA";2
"250160 BARRA DE SANTA ROSA";3
"250170 BARRA DE SAO MIGUEL";1
"250180 BAYEUX";22
"250190 BELEM";11
"250200 BELEM DO BREJO DO CRUZ";1
"250205 BERNARDINO BATISTA";2
"250210 BOA VENTURA";1
"250250 BOQUEIRAO";2
"250280 BREJO DO CRUZ";5
"250300 CAAPORA";17
"250310 CABACEIRAS";1
"250320 CABEDELO";37
"250330 CACHOEIRA DOS INDIOS";1
"250350 CACIMBA DE DENTRO";9
"250355 CACIMBAS";7
"250370 CAJAZEIRAS";7
"250380 CALDAS BRANDAO";5
"250400 CAMPINA GRANDE";139
"250403 CAPIM";1
"250415 CASSERENGUE";8
"250430 CATOLE DO ROCHA";7
"250435 CATURITE";3
"250440 CONCEICAO";1
"250460 CONDE";11
"250470 CONGO";1
"250480 COREMAS";1
"250490 CRUZ DO ESPIRITO SANTO";1
"250500 CUBATI";2
"250510 CUITE";4
"250520 CUITEGI";1
"250527 CURRAL DE CIMA";1
"250540 DESTERRO";1
"250570 DONA INES";5
"250600 ESPERANCA";5
"250610 FAGUNDES";2
"250625 GADO BRAVO";1
"250630 GUARABIRA";172
"250640 GURINHEM";1
"250650 GURJAO";2
"250680 INGA";1
"250690 ITABAIANA";14
"250700 ITAPORANGA";3
"250710 ITAPOROROCA";5
"250720 ITATUBA";1
"250730 JACARAU";2
"250740 JERICO";1
"250750 JOAO PESSOA";798
"250760 JUAREZ TAVORA";1
"250770 JUAZEIRINHO";11
"250780 JUNCO DO SERIDO";1
"250790 JURIPIRANGA";3
"250800 JURU";2
"250810 LAGOA";1
"250830 LAGOA SECA";9
"250840 LASTRO";1
"250850 LIVRAMENTO";18
"250855 LOGRADOURO";13
"250860 LUCENA";137
"250890 MAMANGUAPE";6
"250900 MANAIRA";9
"250905 MARCACAO";1
"250910 MARI";5
"250920 MASSARANDUBA";5
"250930 MATARACA";1
"250933 MATINHAS";1
"250939 MATUREIA";1
"250940 MOGEIRO";4
"250950 MONTADAS";1
"250960 MONTE HOREBE";1
"250970 MONTEIRO";34
"250980 MULUNGU";2
"250990 NATUBA";1
"251010 NOVA FLORESTA";1
"251020 NOVA OLINDA";3
"251040 OLHO D'AGUA";2
"251050 OLIVEDOS";2
"251070 PASSAGEM";1
"251080 PATOS";8
"251110 PEDRA LAVRADA";4
"251120 PEDRAS DE FOGO";2
"251130 PIANCO";4
"251140 PICUI";4
"251150 PILAR";3
"251160 PILOES";1
"251170 PILOEZINHOS";3
"251180 PIRPIRITUBA";7
"251190 PITIMBU";3
"251200 POCINHOS";1
"251220 PRATA";15
"251240 PUXINANA";1
"251250 QUEIMADAS";10
"251270 REMIGIO";4
"251272 PEDRO REGIS";29
"251274 RIACHAO";1
"251275 RIACHAO DO BACAMARTE";1
"251278 RIACHO DE SANTO ANTONIO";18
"251290 RIO TINTO";2
"251300 SALGADINHO";1
"251310 SALGADO DE SAO FELIX";1
"251315 SANTA CECILIA";1
"251340 SANTA LUZIA";1
"251360 SANTANA DOS GARROTES";2
"251370 SANTA RITA";25
"251380 SANTA TERESINHA";3
"251400 SAO JOAO DO CARIRI";1
"251420 SAO JOSE DA LAGOA TAPADA";1
"251445 SAO JOSE DOS RAMOS";1
