DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Período:2020
"Município de residência";"Casos_Prováveis"
"150506 NOVO REPARTIMENTO";38
"150510 OBIDOS";3
"150520 OEIRAS DO PARA";1
"150540 OUREM";1
"150543 OURILANDIA DO NORTE";43
"150548 PACAJA";44
"150549 PALESTINA DO PARA";7
"150550 PARAGOMINAS";1
"150553 PARAUAPEBAS";480
"150555 PAU D'ARCO";17
"150560 PEIXE-BOI";4
"150563 PICARRA";1
"150570 PONTA DE PEDRAS";4
"150590 PORTO DE MOZ";4
"150613 REDENCAO";52
"150616 RIO MARIA";48
"150618 RONDON DO PARA";3
"150619 RUROPOLIS";20
"150620 SALINOPOLIS";4
"150630 SALVATERRA";7
"150635 SANTA BARBARA DO PARA";10
"150650 SANTA IZABEL DO PARA";11
"150655 SANTA LUZIA DO PARA";3
"150658 SANTA MARIA DAS BARREIRAS";30
"150660 SANTA MARIA DO PARA";8
"150670 SANTANA DO ARAGUAIA";134
"150680 SANTAREM";88
"150690 SANTAREM NOVO";12
"150700 SANTO ANTONIO DO TAUA";7
"150715 SAO DOMINGOS DO ARAGUAIA";17
"150720 SAO DOMINGOS DO CAPIM";6
"150730 SAO FELIX DO XINGU";133
"150740 SAO FRANCISCO DO PARA";2
"150745 SAO GERALDO DO ARAGUAIA";4
"150746 SAO JOAO DA PONTA";3
"150747 SAO JOAO DE PIRABAS";20
"150750 SAO JOAO DO ARAGUAIA";56
"150760 SAO MIGUEL DO GUAMA";3
"150775 SAPUCAIA";8
"150780 SENADOR JOSE PORFIRIO";15
"150790 SOURE";6
"150795 TAILANDIA";1
"150796 TERRA ALTA";1
"150800 TOME-ACU";7
"150803 TRACUATEUA";11
"150805 TRAIRAO";25
"150808 TUCUMA";15
"150810 TUCURUI";14
"150812 ULIANOPOLIS";4
"150815 URUARA";37
"150820 VIGIA";5
"150830 VISEU";1
"150835 VITORIA DO XINGU";139
"150840 XINGUARA";224
"160015 PEDRA BRANCA DO AMAPARI";1
"160023 FERREIRA GOMES";4
"160027 LARANJAL DO JARI";11
"160030 MACAPA";36
"160040 MAZAGAO";6
"160050 OIAPOQUE";2
"160053 PORTO GRANDE";3
"160060 SANTANA";5
"170025 ABREULANDIA";1
"170030 AGUIARNOPOLIS";4
"170035 ALIANCA DO TOCANTINS";4
"170040 ALMAS";1
"170070 ALVORADA";6
"170100 ANANAS";27
"170110 APARECIDA DO RIO NEGRO";10
"170130 ARAGOMINAS";7
"170190 ARAGUACEMA";2
"170200 ARAGUACU";11
"170210 ARAGUAINA";341
"170215 ARAGUANA";5
"170220 ARAGUATINS";12
"170230 ARAPOEMA";28
"170240 ARRAIAS";50
"170255 AUGUSTINOPOLIS";4
"170270 AURORA DO TOCANTINS";2
"170290 AXIXA DO TOCANTINS";1
"170300 BABACULANDIA";6
"170305 BANDEIRANTES DO TOCANTINS";2
"170307 BARRA DO OURO";1
"170310 BARROLANDIA";3
"170320 BERNARDO SAYAO";2
"170330 BOM JESUS DO TOCANTINS";1
"170370 BREJINHO DE NAZARE";10
"170380 BURITI DO TOCANTINS";2
"170382 CACHOEIRINHA";11
"170386 CARIRI DO TOCANTINS";35
"170388 CARMOLANDIA";2
"170389 CARRASCO BONITO";12
"170390 CASEARA";7
"170460 CHAPADA DE AREIA";1
"170510 CHAPADA DA NATIVIDADE";3
"170550 COLINAS DO TOCANTINS";5
"170555 COMBINADO";23
"170560 CONCEICAO DO TOCANTINS";30
"170600 COUTO MAGALHAES";10
"170610 CRISTALANDIA";6
"170625 CRIXAS DO TOCANTINS";5
"170650 DARCINOPOLIS";4
"170700 DIANOPOLIS";15
"170710 DIVINOPOLIS DO TOCANTINS";8
"170720 DOIS IRMAOS DO TOCANTINS";1
"170730 DUERE";7
"170755 FATIMA";2
"170765 FIGUEIROPOLIS";1
"170770 FILADELFIA";1
"170820 FORMOSO DO ARAGUAIA";18
"170825 FORTALEZA DO TABOCAO";6
"170830 GOIANORTE";1
"170930 GUARAI";2
"170950 GURUPI";208
"171050 ITACAJA";1
"171070 ITAGUATINS";6
"171090 ITAPIRATINS";1
"171110 ITAPORA DO TOCANTINS";9
"171150 JAU DO TOCANTINS";4
"171180 JUARINA";10
"171190 LAGOA DA CONFUSAO";24
"171195 LAGOA DO TOCANTINS";1
"171200 LAJEADO";7
"171215 LAVANDEIRA";3
"171240 LIZARDA";1
"171245 LUZINOPOLIS";1
"171250 MARIANOPOLIS DO TOCANTINS";12
"171320 MIRACEMA DO TOCANTINS";4
"171330 MIRANORTE";3
"171360 MONTE DO CARMO";13
"171380 PALMEIRAS DO TOCANTINS";3
"171420 NATIVIDADE";26
"171488 NOVA OLINDA";15
"171500 NOVA ROSALANDIA";2
"171510 NOVO ACORDO";3
"171515 NOVO ALEGRE";1
"171550 OLIVEIRA DE FATIMA";1
"171575 PALMEIROPOLIS";1
"171610 PARAISO DO TOCANTINS";106
"171620 PARANA";5
"171650 PEDRO AFONSO";3
"171660 PEIXE";4
"171665 PEQUIZEIRO";1
"171670 COLMEIA";1
"171700 PINDORAMA DO TOCANTINS";2
"171720 PIRAQUE";2
"171750 PIUM";3
"171790 PONTE ALTA DO TOCANTINS";4
"171820 PORTO NACIONAL";33
"171830 PRAIA NORTE";1
"171840 PRESIDENTE KENNEDY";3
"171845 PUGMIL";2
"171855 RIACHINHO";3
"171865 RIO DA CONCEICAO";1
"171870 RIO DOS BOIS";9
"171875 RIO SONO";5
"171880 SAMPAIO";3
"171884 SANDOLANDIA";1
"171886 SANTA FE DO ARAGUAIA";13
"171888 SANTA MARIA DO TOCANTINS";1
"171889 SANTA RITA DO TOCANTINS";1
"171890 SANTA ROSA DO TOCANTINS";6
"171900 SANTA TEREZA DO TOCANTINS";1
"172000 SANTA TEREZINHA DO TOCANTINS";7
"172010 SAO BENTO DO TOCANTINS";4
"172020 SAO MIGUEL DO TOCANTINS";4
"172025 SAO SALVADOR DO TOCANTINS";1
"172065 SILVANOPOLIS";2
"172080 SITIO NOVO DO TOCANTINS";6
"172090 TAGUATINGA";8
"172093 TAIPAS DO TOCANTINS";8
"172097 TALISMA";2
"172100 PALMAS";515
"172110 TOCANTINIA";10
"172120 TOCANTINOPOLIS";22
"172208 WANDERLANDIA";2
"172210 XAMBIOA";8
"210020 ALCANTARA";3
"210030 ALDEIAS ALTAS";1
"210043 ALTO ALEGRE DO MARANHAO";2
"210047 ALTO ALEGRE DO PINDARE";4
"210050 ALTO PARNAIBA";31
"210055 AMAPA DO MARANHAO";3
"210060 AMARANTE DO MARANHAO";11
"210070 ANAJATUBA";1
"210080 ANAPURUS";7
"210087 ARAGUANA";1
"210095 ARAME";6
"210120 BACABAL";7
"210125 BACABEIRA";28
"210130 BACURI";1
"210140 BALSAS";164
"210150 BARAO DE GRAJAU";1
"210160 BARRA DO CORDA";442
"210193 BERNARDO DO MEARIM";3
"210197 BOA VISTA DO GURUPI";1
"210200 BOM JARDIM";2
"210203 BOM JESUS DAS SELVAS";2
"210207 BOM LUGAR";7
"210210 BREJO";2
"210230 BURITI BRAVO";1
"210232 BURITICUPU";6
"210235 BURITIRANA";9
"210237 CACHOEIRA GRANDE";1
"210240 CAJAPIO";2
"210255 CAMPESTRE DO MARANHAO";7
"210270 CANTANHEDE";1
"210275 CAPINZAL DO NORTE";1
"210280 CAROLINA";17
"210290 CARUTAPERA";2
"210300 CAXIAS";7
"210315 CENTRO DO GUILHERME";2
"210317 CENTRO NOVO DO MARANHAO";1
"210320 CHAPADINHA";17
"210330 CODO";2
"210350 COLINAS";18
"210370 CURURUPU";12
"210390 DUQUE BACELAR";1
"210405 ESTREITO";12
"210407 FEIRA NOVA DO MARANHAO";20
"210409 FORMOSA DA SERRA NEGRA";86
"210410 FORTALEZA DOS NOGUEIRAS";144
"210420 FORTUNA";1
"210455 GOVERNADOR EDISON LOBAO";16
"210462 GOVERNADOR LUIZ ROCHA";1
"210467 GOVERNADOR NUNES FREIRE";3
"210500 HUMBERTO DE CAMPOS";2
"210520 IGARAPE GRANDE";1
"210530 IMPERATRIZ";30
"210540 ITAPECURU MIRIM";17
"210542 ITINGA DO MARANHAO";16
"210545 JATOBA";1
"210547 JENIPAPO DOS VIEIRAS";1
"210550 JOAO LISBOA";1
"210560 JOSELANDIA";2
"210570 LAGO DA PEDRA";22
"210590 LAGO VERDE";1
"210592 LAGOA DO MATO";2
"210596 LAGOA GRANDE DO MARANHAO";3
"210598 LAJEADO NOVO";14
"210610 LORETO";4
"210630 MAGALHAES DE ALMEIDA";1
"210632 MARACACUME";1
"210640 MATA ROMA";1
"210650 MATINHA";1
"210660 MATOES";4
"210670 MIRADOR";3
"210675 MIRANDA DO NORTE";3
"210700 MONTES ALTOS";4
"210725 NOVA COLINAS";34
"210740 OLHO D'AGUA DAS CUNHAS";1
"210745 OLINDA NOVA DO MARANHAO";1
"210750 PACO DO LUMIAR";3
"210770 PARAIBANO";3
"210790 PASSAGEM FRANCA";1
"210800 PASTOS BONS";38
"210810 PAULO RAMOS";1
"210820 PEDREIRAS";3
"210845 PERITORO";1
"210850 PINDARE-MIRIM";1
"210860 PINHEIRO";3
"210870 PIO XII";1
"210880 PIRAPEMAS";2
"210890 POCAO DE PEDRAS";2
"210900 PORTO FRANCO";2
"210910 PRESIDENTE DUTRA";1
"210920 PRESIDENTE JUSCELINO";1
"210923 PRESIDENTE MEDICI";1
"210927 PRESIDENTE SARNEY";26
"210945 RAPOSA";3
"210950 RIACHAO";15
"210960 ROSARIO";41
"210970 SAMBAIBA";2
"210990 SANTA INES";3
"211000 SANTA LUZIA";2
"211003 SANTA LUZIA DO PARUA";1
"211010 SANTA QUITERIA DO MARANHAO";2
"211020 SANTA RITA";5
"211027 SANTO AMARO DO MARANHAO";1
"211040 SAO BENEDITO DO RIO PRETO";2
"211050 SAO BENTO";1
"211070 SAO DOMINGOS DO MARANHAO";6
"211085 SAO FRANCISCO DO BREJAO";2
"211090 SAO FRANCISCO DO MARANHAO";10
"211100 SAO JOAO BATISTA";1
"211102 SAO JOAO DO CARU";2
"211105 SAO JOAO DO PARAISO";8
"211110 SAO JOAO DOS PATOS";3
"211120 SAO JOSE DE RIBAMAR";44
"211130 SAO LUIS";736
"211140 SAO LUIS GONZAGA DO MARANHAO";3
"211150 SAO MATEUS DO MARANHAO";8
"211153 SAO PEDRO DA AGUA BRANCA";1
"211157 SAO PEDRO DOS CRENTES";115
"211160 SAO RAIMUNDO DAS MANGABEIRAS";9
"211172 SATUBINHA";7
"211176 SENADOR LA ROCQUE";5
"211180 SITIO NOVO";36
"211190 SUCUPIRA DO NORTE";1
"211200 TASSO FRAGOSO";93
"211210 TIMBIRAS";1
"211220 TIMON";18
"211223 TRIZIDELA DO VALE";6
"211230 TUNTUM";1
"211240 TURIACU";1
"211245 TURILANDIA";6
"211250 TUTOIA";6
"211260 URBANO SANTOS";1
"211280 VIANA";1
"211400 ZE DOCA";22
"220005 ACAUA";16
"220010 AGRICOLANDIA";1
"220020 AGUA BRANCA";11
"220025 ALAGOINHA DO PIAUI";84
"220027 ALEGRETE DO PIAUI";39
"220030 ALTO LONGA";6
"220040 ALTOS";3
"220045 ALVORADA DO GURGUEIA";1
"220080 ANTONIO ALMEIDA";1
"220100 ARRAIAL";4
"220110 AVELINO LOPES";1
"220115 BAIXA GRANDE DO RIBEIRO";41
"220120 BARRAS";12
"220130 BARREIRAS DO PIAUI";5
"220157 BELEM DO PIAUI";29
"220160 BENEDITINOS";3
"220170 BERTOLINIA";1
"220173 BETANIA DO PIAUI";2
"220190 BOM JESUS";41
"220192 BONFIM DO PIAUI";1
"220200 BURITI DOS LOPES";2
"220202 BURITI DOS MONTES";37
"220208 CAJUEIRO DA PRAIA";1
"220210 CAMPINAS DO PIAUI";1
"220213 CAMPO GRANDE DO PIAUI";2
"220220 CAMPO MAIOR";7
"220230 CANTO DO BURITI";1
"220240 CAPITAO DE CAMPOS";2
"220260 CASTELO DO PIAUI";3
"220271 COCAL DE TELHA";5
"220272 COCAL DOS ALVES";2
"220273 COIVARAS";6
"220280 CONCEICAO DO CANINDE";1
"220290 CORRENTE";17
"220300 CRISTALANDIA DO PIAUI";1
"220310 CRISTINO CASTRO";1
"220320 CURIMATA";9
"220327 CURRAL NOVO DO PIAUI";7
"220330 DEMERVAL LOBAO";3
"220350 ELESBAO VELOSO";1
"220370 ESPERANTINA";3
"220390 FLORIANO";6
"220410 FRANCISCO AYRES";1
"220415 FRANCISCO MACEDO";6
"220430 FRONTEIRAS";18
"220435 GEMINIANO";3
"220440 GILBUES";11
"220450 GUADALUPE";3
"220465 ILHA GRANDE";1
"220490 ISAIAS COELHO";2
"220500 ITAINOPOLIS";1
"220515 JACOBINA DO PIAUI";2
"220520 JAICOS";2
"220535 JOAO COSTA";2
"220540 JOAQUIM PIRES";1
"220550 JOSE DE FREITAS";2
"220552 JULIO BORGES";13
"220554 LAGOINHA DO PIAUI";1
"220555 LAGOA ALEGRE";1
"220556 LAGOA DO BARRO DO PIAUI";40
"220557 LAGOA DE SAO FRANCISCO";4
"220570 LUIS CORREIA";1
"220580 LUZILANDIA";1
"220590 MANOEL EMIDIO";3
"220595 MARCOLANDIA";8
"220600 MARCOS PARENTE";4
"220610 MATIAS OLIMPIO";4
"220630 MIGUEL LEAO";1
"220635 MILTON BRANDAO";2
"220640 MONSENHOR GIL";32
"220650 MONSENHOR HIPOLITO";1
"220660 MONTE ALEGRE DO PIAUI";6
"220667 MORRO DO CHAPEU DO PIAUI";3
"220672 NAZARIA";1
"220680 NOSSA SENHORA DOS REMEDIOS";3
"220690 NOVO ORIENTE DO PIAUI";2
"220695 NOVO SANTO ANTONIO";4
"220700 OEIRAS";35
"220720 PADRE MARCOS";1
"220730 PAES LANDIM";1
"220740 PALMEIRA DO PIAUI";1
"220760 PARNAGUA";11
"220770 PARNAIBA";40
"220777 PATOS DO PIAUI";16
"220780 PAULISTANA";43
"220790 PEDRO II";50
"220800 PICOS";16
"220820 PIO IX";4
"220830 PIRACURUCA";3
"220840 PIRIPIRI";7
"220865 QUEIMADA NOVA";46
"220870 REDENCAO DO GURGUEIA";4
"220880 REGENERACAO";7
"220890 RIBEIRO GONCALVES";73
"220920 SANTA FILOMENA";37
"220930 SANTA LUZ";2
"220940 SANTO ANTONIO DE LISBOA";24
"220950 SANTO INACIO DO PIAUI";2
"220955 SAO BRAZ DO PIAUI";1
"220970 SAO FRANCISCO DO PIAUI";1
"220975 SAO GONCALO DO GURGUEIA";1
"220995 SAO JOAO DA VARJOTA";2
"220997 SAO JOAO DO ARRAIAL";3
"221000 SAO JOAO DO PIAUI";1
"221005 SAO JOSE DO DIVINO";1
"221030 SAO JULIAO";19
"221035 SAO LOURENCO DO PIAUI";3
"221050 SAO PEDRO DO PIAUI";2
"221060 SAO RAIMUNDO NONATO";3
"221063 SEBASTIAO LEAL";3
"221070 SIMOES";35
"221080 SIMPLICIO MENDES";13
"221100 TERESINA";1064
"221110 UNIAO";10
"221120 URUCUI";24
"221130 VALENCA DO PIAUI";1
"221135 VARZEA BRANCA";1
"221140 VARZEA GRANDE";1
"221160 VILA NOVA DO PIAUI";13
"230010 ABAIARA";100
"230015 ACARAPE";1
"230020 ACARAU";5
"230030 ACOPIARA";35
"230040 AIUABA";7
"230050 ALCANTARAS";10
"230060 ALTANEIRA";7
"230070 ALTO SANTO";11
"230075 AMONTADA";2
"230080 ANTONINA DO NORTE";34
"230090 APUIARES";2
"230100 AQUIRAZ";6
"230110 ARACATI";416
"230120 ARACOIABA";9
"230125 ARARENDA";13
"230130 ARARIPE";97
"230140 ARATUBA";17
"230150 ARNEIROZ";6
"230160 ASSARE";7
"230170 AURORA";5
"230180 BAIXIO";3
"230185 BANABUIU";32
"230190 BARBALHA";594
"230200 BARRO";21
"230205 BARROQUINHA";6
"230210 BATURITE";2
"230220 BEBERIBE";80
"230230 BELA CRUZ";4
"230240 BOA VIAGEM";13
"230250 BREJO SANTO";278
"230260 CAMOCIM";2
"230270 CAMPOS SALES";21
"230280 CANINDE";66
"230290 CAPISTRANO";38
"230300 CARIDADE";2
"230310 CARIRE";16
"230320 CARIRIACU";205
"230330 CARIUS";1
"230340 CARNAUBAL";4
"230350 CASCAVEL";63
"230360 CATARINA";174
"230370 CAUCAIA";214
"230380 CEDRO";79
"230390 CHAVAL";2
"230393 CHORO";29
"230395 CHOROZINHO";9
"230400 COREAU";3
"230410 CRATEUS";42
"230420 CRATO";1559
"230423 CROATA";1
"230425 CRUZ";1
"230428 EUSEBIO";9
"230430 FARIAS BRITO";117
"230435 FORQUILHA";14
"230440 FORTALEZA";9873
"230445 FORTIM";12
"230470 GRANJA";2
"230480 GRANJEIRO";147
"230490 GROAIRAS";1
"230495 GUAIUBA";6
"230500 GUARACIABA DO NORTE";1
"230510 GUARAMIRANGA";29
"230523 HORIZONTE";45
"230526 IBARETAMA";19
"230533 IBICUITINGA";161
"230535 ICAPUI";60
"230540 ICO";1125
"230550 IGUATU";659
"230560 INDEPENDENCIA";2
"230565 IPAPORANGA";315
"230570 IPAUMIRIM";26
"230580 IPU";17
"230590 IPUEIRAS";6
"230600 IRACEMA";3
"230610 IRAUCUBA";40
"230620 ITAICABA";9
"230625 ITAITINGA";10
"230630 ITAPAGE";2
"230640 ITAPIPOCA";7
"230650 ITAPIUNA";4
"230655 ITAREMA";18
"230660 ITATIRA";3
"230670 JAGUARETAMA";7
"230680 JAGUARIBARA";14
"230690 JAGUARIBE";26
"230700 JAGUARUANA";89
"230710 JARDIM";206
"230720 JATI";17
"230725 JIJOCA DE JERICOACOARA";32
"230730 JUAZEIRO DO NORTE";1273
"230740 JUCAS";1
"230750 LAVRAS DA MANGABEIRA";27
"230760 LIMOEIRO DO NORTE";1464
"230763 MADALENA";31
"230765 MARACANAU";83
"230770 MARANGUAPE";49
"230780 MARCO";1
"230800 MASSAPE";10
"230810 MAURITI";159
"230820 MERUOCA";49
"230830 MILAGRES";557
"230835 MILHA";5
"230840 MISSAO VELHA";82
"230850 MOMBACA";152
"230860 MONSENHOR TABOSA";1
"230870 MORADA NOVA";53
"230880 MORAUJO";3
"230890 MORRINHOS";4
"230900 MUCAMBO";3
"230910 MULUNGU";24
"230920 NOVA OLINDA";5
"230930 NOVA RUSSAS";6
"230940 NOVO ORIENTE";7
"230945 OCARA";9
"230950 OROS";51
"230960 PACAJUS";26
"230970 PACATUBA";35
"230980 PACOTI";185
"230990 PACUJA";5
"231000 PALHANO";35
"231020 PARACURU";31
"231025 PARAIPABA";2
"231030 PARAMBU";11
"231040 PARAMOTI";14
"231050 PEDRA BRANCA";122
"231060 PENAFORTE";63
"231070 PENTECOSTE";8
"231080 PEREIRO";59
"231085 PINDORETAMA";5
"231090 PIQUET CARNEIRO";18
"231095 PIRES FERREIRA";5
"231100 PORANGA";7
"231110 PORTEIRAS";13
"231120 POTENGI";35
"231123 POTIRETAMA";1
"231126 QUITERIANOPOLIS";3
"231130 QUIXADA";95
"231135 QUIXELO";2
"231140 QUIXERAMOBIM";648
"231150 QUIXERE";203
"231160 REDENCAO";4
"231170 RERIUTABA";16
"231180 RUSSAS";118
"231190 SABOEIRO";6
"231195 SALITRE";9
"231200 SANTANA DO ACARAU";4
"231210 SANTANA DO CARIRI";17
"231220 SANTA QUITERIA";1
"231230 SAO BENEDITO";1
"231240 SAO GONCALO DO AMARANTE";13
"231250 SAO JOAO DO JAGUARIBE";28
"231260 SAO LUIS DO CURU";19
"231270 SENADOR POMPEU";30
"231280 SENADOR SA";8
"231290 SOBRAL";46
"231300 SOLONOPOLE";29
"231310 TABULEIRO DO NORTE";67
"231320 TAMBORIL";3
"231325 TARRAFAS";1
"231330 TAUA";68
"231335 TEJUCUOCA";7
"231340 TIANGUA";7
"231355 TURURU";6
"231370 UMARI";119
"231375 UMIRIM";10
"231380 URUBURETAMA";4
"231395 VARJOTA";1
"231400 VARZEA ALEGRE";211
"231410 VICOSA DO CEARA";59
"240010 ACARI";12
"240020 ACU";564
"240030 AFONSO BEZERRA";7
"240040 AGUA NOVA";1
"240050 ALEXANDRIA";10
"240060 ALMINO AFONSO";2
"240070 ALTO DO RODRIGUES";55
"240080 ANGICOS";7
"240100 APODI";85
"240110 AREIA BRANCA";112
"240120 ARES";36
"240130 AUGUSTO SEVERO";6
"240140 BAIA FORMOSA";22
"240145 BARAUNA";40
"240150 BARCELONA";2
"240160 BENTO FERNANDES";6
"240165 BODO";4
"240170 BOM JESUS";5
"240180 BREJINHO";7
"240185 CAICARA DO NORTE";21
"240190 CAICARA DO RIO DO VENTO";2
"240200 CAICO";179
"240210 CAMPO REDONDO";1
"240220 CANGUARETAMA";9
"240230 CARAUBAS";43
"240240 CARNAUBA DOS DANTAS";45
"240250 CARNAUBAIS";52
"240260 CEARA-MIRIM";211
"240270 CERRO CORA";9
"240280 CORONEL EZEQUIEL";13
"240290 CORONEL JOAO PESSOA";14
"240300 CRUZETA";14
"240310 CURRAIS NOVOS";104
"240320 DOUTOR SEVERIANO";3
"240325 PARNAMIRIM";669
"240330 ENCANTO";1
"240340 EQUADOR";6
"240360 EXTREMOZ";26
"240375 FERNANDO PEDROZA";28
"240380 FLORANIA";15
"240390 FRANCISCO DANTAS";4
"240410 GALINHOS";7
"240420 GOIANINHA";29
"240430 GOVERNADOR DIX-SEPT ROSADO";18
"240440 GROSSOS";16
"240450 GUAMARE";98
"240460 IELMO MARINHO";12
"240470 IPANGUACU";8
