DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Evolução: Óbito pelo agravo notificado
Período:2022
"Município de residência";"Casos_Prováveis"
"110004 CACOAL";5
"110010 GUAJARA-MIRIM";1
"110011 JARU";2
"110012 JI-PARANA";1
"110014 NOVA BRASILANDIA D'OESTE";3
"110020 PORTO VELHO";2
"110032 SAO MIGUEL DO GUAPORE";1
"110034 ALVORADA D'OESTE";1
"110149 SAO FRANCISCO DO GUAPORE";1
"120005 ASSIS BRASIL";1
"120020 CRUZEIRO DO SUL";1
"130060 BENJAMIN CONSTANT";3
"130170 HUMAITA";1
"130180 IPIXUNA";1
"130260 MANAUS";3
"130390 SAO PAULO DE OLIVENCA";1
"130410 TAPAUA";3
"140010 BOA VISTA";1
"150140 BELEM";1
"150730 SAO FELIX DO XINGU";1
"150805 TRAIRAO";1
"150808 TUCUMA";2
"170388 CARMOLANDIA";1
"170720 DOIS IRMAOS DO TOCANTINS";1
"170730 DUERE";1
"170950 GURUPI";1
"171650 PEDRO AFONSO";1
"171820 PORTO NACIONAL";1
"171850 RECURSOLANDIA";1
"172120 TOCANTINOPOLIS";1
"210100 ARARI";2
"210300 CAXIAS";1
"210325 CIDELANDIA";1
"210380 DOM PEDRO";1
"210530 IMPERATRIZ";1
"210900 PORTO FRANCO";2
"210945 RAPOSA";1
"211130 SAO LUIS";4
"220700 OEIRAS";1
"220790 PEDRO II";1
"220820 PIO IX";1
"221038 SAO MIGUEL DA BAIXA GRANDE";1
"221100 TERESINA";11
"230030 ACOPIARA";1
"230090 APUIARES";1
"230140 ARATUBA";1
"230240 BOA VIAGEM";1
"230350 CASCAVEL";1
"230410 CRATEUS";1
"230440 FORTALEZA";5
"230460 GENERAL SAMPAIO";1
"230640 ITAPIPOCA";1
"230760 LIMOEIRO DO NORTE";1
"230800 MASSAPE";1
"230810 MAURITI";1
"231130 QUIXADA";3
"231180 RUSSAS";1
"231290 SOBRAL";1
"240200 CAICO";1
"240240 CARNAUBA DOS DANTAS";1
"240325 PARNAMIRIM";1
"240360 EXTREMOZ";2
"240450 GUAMARE";1
"240510 JANDAIRA";1
"240580 JOAO CAMARA";1
"240610 JUCURUTU";1
"240710 MACAIBA";1
"240720 MACAU";1
"240750 MAXARANGUAPE";1
"240810 NATAL";4
"240830 NOVA CRUZ";1
"240960 PEDRA PRETA";1
"240990 PENDENCIAS";1
"241140 SANTANA DO MATOS";1
"241460 UPANEMA";1
"250150 BANANEIRAS";1
"250400 CAMPINA GRANDE";1
"250630 GUARABIRA";1
"250750 JOAO PESSOA";1
"251080 PATOS";1
"251340 SANTA LUZIA";1
"251370 SANTA RITA";1
"251550 SERRA BRANCA";1
"251620 SOUSA";1
"260640 GRAVATA";1
"261130 POMBOS";1
"261150 QUIPAPA";1
"270235 CRAIBAS";1
"270380 JOAQUIM GOMES";1
"270430 MACEIO";3
"270450 MARAGOGI";1
"270690 PILAR";1
"270900 TANQUE D'ARCA";1
"280030 ARACAJU";3
"280040 ARAUA";1
"280050 AREIA BRANCA";1
"280120 CANINDE DE SAO FRANCISCO";1
"280130 CAPELA";1
"280140 CARIRA";1
"280300 ITABAIANINHA";1
"280480 NOSSA SENHORA DO SOCORRO";1
"280590 RIACHUELO";1
"280670 SAO CRISTOVAO";1
"290195 APUAREMA";1
"290210 ARACI";1
"290320 BARREIRAS";1
"290570 CAMACARI";3
"291080 FEIRA DE SANTANA";1
"291310 IBITITA";1
"291460 IRECE";2
"291465 ITABELA";1
"291915 LAPAO";1
"291920 LAURO DE FREITAS";1
"291955 LUIS EDUARDO MAGALHAES";4
"291970 MACARANI";1
"292530 PORTO SEGURO";6
"292550 PRADO";2
"292870 SANTO ANTONIO DE JESUS";1
"293070 SIMOES FILHO";2
"310030 ABRE CAMPO";1
"310350 ARAGUARI";1
"310400 ARAXA";6
"310450 ARINOS";1
"310490 BAEPENDI";2
"310620 BELO HORIZONTE";1
"310800 BOM SUCESSO";1
"310810 BONFIM";1
"310940 BURITIZEIRO";2
"311180 CANAPOLIS";1
"311450 CARMOPOLIS DE MINAS";3
"311600 CHALE";1
"311830 CONSELHEIRO LAFAIETE";1
"312430 ESPINOSA";2
"312710 FRUTAL";3
"313420 ITUIUTABA";2
"313440 ITURAMA";1
"313670 JUIZ DE FORA";2
"313862 LIMEIRA DO OESTE";1
"313940 MANHUACU";1
"314330 MONTES CLAROS";2
"314430 NANUQUE";1
"314520 NOVA SERRANA";1
"314560 OLIVEIRA";1
"314640 PAINEIRAS";1
"314655 PAI PEDRO";1
"314700 PARACATU";2
"314720 PARAGUACU";1
"315110 PIRAPETINGA";1
"315150 PIUMHI";1
