DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Evolução: Óbito pelo agravo notificado
Período:2016
"Município de residência";"Casos_Prováveis"
"110020 PORTO VELHO";1
"110028 ROLIM DE MOURA";1
"110050 NOVO HORIZONTE DO OESTE";1
"130260 MANAUS";1
"160060 SANTANA";1
"210160 BARRA DO CORDA";5
"210530 IMPERATRIZ";2
"210550 JOAO LISBOA";1
"210660 MATOES";1
"211120 SAO JOSE DE RIBAMAR";1
"211130 SAO LUIS";1
"221100 TERESINA";1
"230070 ALTO SANTO";1
"230110 ARACATI";1
"230160 ASSARE";1
"230290 CAPISTRANO";1
"230360 CATARINA";1
"230370 CAUCAIA";1
"230440 FORTALEZA";9
"230445 FORTIM";1
"230523 HORIZONTE";1
"230540 ICO";1
"230600 IRACEMA";2
"230750 LAVRAS DA MANGABEIRA";1
"230760 LIMOEIRO DO NORTE";1
"230765 MARACANAU";4
"230770 MARANGUAPE";2
"230810 MAURITI";1
"230970 PACATUBA";1
"231070 PENTECOSTE";1
"231130 QUIXADA";1
"231180 RUSSAS";1
"231330 TAUA";1
"240010 ACARI";1
"240080 ANGICOS";1
"240185 CAICARA DO NORTE";1
"240240 CARNAUBA DOS DANTAS";1
"240310 CURRAIS NOVOS";4
"240325 PARNAMIRIM";1
"240340 EQUADOR";1
"240570 JARDIM DO SERIDO";2
"240800 MOSSORO";2
"240810 NATAL";3
"240840 OLHO-D'AGUA DO BORGES";1
"240890 PARELHAS";1
"241120 SANTA CRUZ";1
"241190 SAO FRANCISCO DO OESTE";1
"241200 SAO GONCALO DO AMARANTE";1
"241210 SAO JOAO DO SABUGI";1
"241330 SERRA DE SAO BENTO";1
"250040 ALAGOA NOVA";1
"250370 CAJAZEIRAS";1
"250680 INGA";1
"250690 ITABAIANA";1
"250970 MONTEIRO";1
"251290 RIO TINTO";1
"251370 SANTA RITA";1
"251620 SOUSA";2
"260345 CAMARAGIBE";1
"260790 JABOATAO DOS GUARARAPES";2
"260890 LIMOEIRO";1
"260960 OLINDA";1
"261160 RECIFE";20
"270030 ARAPIRACA";1
"270250 DOIS RIACHOS";1
"270310 IGACI";1
"270430 MACEIO";6
"270630 PALMEIRA DOS INDIOS";1
"280030 ARACAJU";1
"290470 BUERAREMA";1
"290650 CANDEIAS";1
"291360 ILHEUS";1
"291480 ITABUNA";1
"292740 SALVADOR";1
"292870 SANTO ANTONIO DE JESUS";1
"293135 TEIXEIRA DE FREITAS";1
"310020 ABAETE";2
"310150 ALEM PARAIBA";5
"310230 ALVINOPOLIS";1
"310340 ARACUAI";2
"310350 ARAGUARI";2
"310400 ARAXA";5
"310500 BALDIM";1
"310620 BELO HORIZONTE";62
"310670 BETIM";2
"310690 BICAS";4
"311000 CAETE";1
"311340 CARATINGA";1
"311530 CATAGUASES";2
"311660 CLAUDIO";1
"311790 CONGONHAL";1
"311830 CONSELHEIRO LAFAIETE";1
