DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Evolução: Óbito pelo agravo notificado
Período:2020
"Município de residência";"Casos_Prováveis"
"110020 PORTO VELHO";2
"110030 VILHENA";1
"120020 CRUZEIRO DO SUL";4
"130230 JUTAI";2
"130240 LABREA";1
"130250 MANACAPURU";1
"130380 SAO GABRIEL DA CACHOEIRA";3
"140010 BOA VISTA";1
"150157 BOM JESUS DO TOCANTINS";1
"150815 URUARA";1
"210320 CHAPADINHA";1
"211070 SAO DOMINGOS DO MARANHAO";1
"211130 SAO LUIS";1
"211140 SAO LUIS GONZAGA DO MARANHAO";1
"211223 TRIZIDELA DO VALE";1
"230190 BARBALHA";1
"230440 FORTALEZA";5
"230730 JUAZEIRO DO NORTE";2
"230840 MISSAO VELHA";1
"231080 PEREIRO";1
"231140 QUIXERAMOBIM";1
"240325 PARNAMIRIM";1
"240720 MACAU";1
"240810 NATAL";5
"240890 PARELHAS";1
"250130 AROEIRAS";1
"250750 JOAO PESSOA";1
"251370 SANTA RITA";1
"251530 SAPE";1
"261400 SERRITA";1
"270030 ARAPIRACA";1
"290070 ALAGOINHAS";1
"290570 CAMACARI";1
"290650 CANDEIAS";1
"290980 CRUZ DAS ALMAS";1
"291072 EUNAPOLIS";1
"291490 ITACARE";1
"291640 ITAPETINGA";1
"292740 SALVADOR";2
"293135 TEIXEIRA DE FREITAS";1
"293240 UIBAI";1
"293330 VITORIA DA CONQUISTA";2
"310160 ALFENAS";1
"310620 BELO HORIZONTE";1
"311110 CAMPINA VERDE";2
"311180 CANAPOLIS";1
"311455 CARNEIRINHO";1
"311860 CONTAGEM";1
"312870 GUAXUPE";1
"313250 ITAMARANDIBA";1
"313400 ITINGA";1
"314140 MEDINA";1
"314700 PARACATU";1
"315390 RAPOSOS";1
"315780 SANTA LUZIA";1
"316805 TAPARUBA";1
"316870 TIMOTEO";2
"320530 VITORIA";1
"330010 ANGRA DOS REIS";1
"330023 ARMACAO DOS BUZIOS";1
"330240 MACAE";1
"330285 MESQUITA";1
"330320 NILOPOLIS";1
"330610 VALENCA";1
"330630 VOLTA REDONDA";1
"350010 ADAMANTINA";1
"350180 AMERICO DE CAMPOS";1
"350210 ANDRADINA";2
"350275 ARACARIGUAMA";1
"350330 ARARAS";1
"350400 ASSIS";1
"350510 BARBOSA";1
"350580 BASTOS";2
"350925 CAJATI";1
"350950 CAMPINAS";1
"351015 CANITAR";1
"351050 CARAGUATATUBA";1
"351060 CARAPICUIBA";1
"351100 CASTILHO";1
"351110 CATANDUVA";12
"351340 CRUZEIRO";3
"351440 DRACENA";4
"351490 ELIAS FAUSTO";1
"351550 FERNANDOPOLIS";2
"351680 GASTAO VIDIGAL";1
"351690 GENERAL SALGADO";2
"351740 GUAIRA";1
"351820 GUARARAPES";1
"351840 GUARATINGUETA";1
"351907 HORTOLANDIA";1
"351920 IACRI";1
"351940 IBIRA";1
"352040 ILHABELA";1
"352090 IPAUSSU";1
"352150 IRAPUA";1
"352210 ITANHAEM";1
"352270 ITAPOLIS";1
"352430 JABOTICABAL";3
"352520 JARINU";1
"352680 LENCOIS PAULISTA";1
"352690 LIMEIRA";1
"352740 LUCELIA";2
"352880 MARACAI";1
"352900 MARILIA";2
"353040 MIRASSOLANDIA";1
"353050 MOCOCA";5
"353080 MOGI MIRIM";3
"353140 MONTE APRAZIVEL";1
"353290 NOVA EUROPA";1
"353310 NOVA GUATAPORANGA";1
"353350 NOVO HORIZONTE";1
"353460 OSVALDO CRUZ";3
"353470 OURINHOS";1
"353540 PANORAMA";2
"353590 PARANAPUA";1
"353600 PARAPUA";1
"353625 PARISI";1
"353640 PAULICEIA";2
"353730 PENAPOLIS";1
"353920 PIRAPOZINHO";1
"354130 PRESIDENTE EPITACIO";3
"354140 PRESIDENTE PRUDENTE";3
"354150 PRESIDENTE VENCESLAU";2
"354200 QUINTANA";1
"354220 RANCHARIA";1
"354240 REGENTE FEIJO";1
"354260 REGISTRO";1
"354340 RIBEIRAO PRETO";10
"354390 RIO CLARO";1
"354480 SALES";1
"354490 SALES OLIVEIRA";1
"354510 SALMOURAO";1
"354560 SANTA ADELIA";1
"354750 SANTA RITA DO PASSA QUATRO";1
"354890 SAO CARLOS";1
"354980 SAO JOSE DO RIO PRETO";4
"355030 SAO PAULO";1
"355040 SAO PEDRO";1
"355170 SERTAOZINHO";3
"355220 SOROCABA";1
"355260 TABAPUA";1
"355330 TAMBAU";1
"355340 TANABI";1
"355370 TAQUARITINGA";1
"355410 TAUBATE";6
"355500 TUPA";2
"355510 TUPI PAULISTA";1
"355600 URUPES";1
"355710 VOTUPORANGA";4
"410060 ALTO PARANA";4
"410070 ALTO PIQUIRI";1
"410080 ALVORADA DO SUL";3
"410140 APUCARANA";1
"410190 ASSAI";1
"410200 ASSIS CHATEAUBRIAND";1
"410210 ASTORGA";1
"410220 ATALAIA";1
"410240 BANDEIRANTES";3
"410250 BARBOSA FERRAZ";7
"410360 CAMBARA";2
"410370 CAMBE";4
"410480 CASCAVEL";7
"410510 CENTENARIO DO SUL";1
"410550 CIANORTE";3
