Febre de Chikungunya - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Todos os casos por Município de residência
Período:2024
"Município de residência";"Todos_os_casos"
"150655 SANTA LUZIA DO PARA";10
"150658 SANTA MARIA DAS BARREIRAS";1
"150660 SANTA MARIA DO PARA";10
"150670 SANTANA DO ARAGUAIA";24
"150680 SANTAREM";186
"150700 SANTO ANTONIO DO TAUA";2
"150710 SAO CAETANO DE ODIVELAS";18
"150715 SAO DOMINGOS DO ARAGUAIA";4
"150720 SAO DOMINGOS DO CAPIM";468
"150730 SAO FELIX DO XINGU";3
"150740 SAO FRANCISCO DO PARA";84
"150746 SAO JOAO DA PONTA";13
"150750 SAO JOAO DO ARAGUAIA";3
"150760 SAO MIGUEL DO GUAMA";99
"150770 SAO SEBASTIAO DA BOA VISTA";1
"150780 SENADOR JOSE PORFIRIO";1
"150795 TAILANDIA";3
"150796 TERRA ALTA";78
"150797 TERRA SANTA";2
"150800 TOME-ACU";1
"150805 TRAIRAO";8
"150810 TUCURUI";14
"150815 URUARA";6
"150820 VIGIA";19
"150830 VISEU";3
"150840 XINGUARA";1
"160010 AMAPA";5
"160015 PEDRA BRANCA DO AMAPARI";2
"160020 CALCOENE";31
"160021 CUTIAS";4
"160023 FERREIRA GOMES";4
"160027 LARANJAL DO JARI";114
"160030 MACAPA";298
"160040 MAZAGAO";247
"160050 OIAPOQUE";69
"160053 PORTO GRANDE";15
"160060 SANTANA";43
"160070 TARTARUGALZINHO";11
"170025 ABREULANDIA";1
"170030 AGUIARNOPOLIS";77
"170035 ALIANCA DO TOCANTINS";4
"170105 ANGICO";1
"170110 APARECIDA DO RIO NEGRO";3
"170130 ARAGOMINAS";4
"170190 ARAGUACEMA";3
"170200 ARAGUACU";3
"170210 ARAGUAINA";145
"170220 ARAGUATINS";15
"170230 ARAPOEMA";5
"170240 ARRAIAS";5
"170255 AUGUSTINOPOLIS";3
"170270 AURORA DO TOCANTINS";6
"170290 AXIXA DO TOCANTINS";1
"170300 BABACULANDIA";3
"170305 BANDEIRANTES DO TOCANTINS";5
"170307 BARRA DO OURO";1
"170310 BARROLANDIA";4
"170370 BREJINHO DE NAZARE";7
"170388 CARMOLANDIA";81
"170410 CENTENARIO";20
"170460 CHAPADA DE AREIA";2
"170510 CHAPADA DA NATIVIDADE";3
"170550 COLINAS DO TOCANTINS";1241
"170555 COMBINADO";2
"170560 CONCEICAO DO TOCANTINS";2
"170600 COUTO MAGALHAES";1
"170610 CRISTALANDIA";1
"170625 CRIXAS DO TOCANTINS";1
"170700 DIANOPOLIS";6
"170710 DIVINOPOLIS DO TOCANTINS";23
"170720 DOIS IRMAOS DO TOCANTINS";1
"170740 ESPERANTINA";1
"170765 FIGUEIROPOLIS";1
"170770 FILADELFIA";1
"170820 FORMOSO DO ARAGUAIA";3
"170830 GOIANORTE";1
"170930 GUARAI";29
"170950 GURUPI";62
"171050 ITACAJA";7
"171110 ITAPORA DO TOCANTINS";14
"171180 JUARINA";18
"171190 LAGOA DA CONFUSAO";2
"171320 MIRACEMA DO TOCANTINS";3
"171330 MIRANORTE";2
"171360 MONTE DO CARMO";1
"171380 PALMEIRAS DO TOCANTINS";2
"171395 MURICILANDIA";1
"171420 NATIVIDADE";7
"171430 NAZARE";1
"171488 NOVA OLINDA";41
"171500 NOVA ROSALANDIA";2
"171510 NOVO ACORDO";2
"171515 NOVO ALEGRE";1
"171550 OLIVEIRA DE FATIMA";1
"171570 PALMEIRANTE";2
"171575 PALMEIROPOLIS";3
"171610 PARAISO DO TOCANTINS";222
"171620 PARANA";1
"171660 PEIXE";91
"171665 PEQUIZEIRO";2
"171700 PINDORAMA DO TOCANTINS";4
"171750 PIUM";1
"171790 PONTE ALTA DO TOCANTINS";4
"171820 PORTO NACIONAL";215
"171840 PRESIDENTE KENNEDY";8
"171845 PUGMIL";5
"171855 RIACHINHO";3
"171865 RIO DA CONCEICAO";1
"171870 RIO DOS BOIS";7
"171880 SAMPAIO";32
"171886 SANTA FE DO ARAGUAIA";11
"171889 SANTA RITA DO TOCANTINS";3
"171890 SANTA ROSA DO TOCANTINS";1
"172000 SANTA TEREZINHA DO TOCANTINS";2
"172010 SAO BENTO DO TOCANTINS";3
"172015 SAO FELIX DO TOCANTINS";2
"172025 SAO SALVADOR DO TOCANTINS";5
"172065 SILVANOPOLIS";2
"172080 SITIO NOVO DO TOCANTINS";1
"172085 SUCUPIRA";1
"172090 TAGUATINGA";50
"172100 PALMAS";1243
"172110 TOCANTINIA";3
"172120 TOCANTINOPOLIS";10
"172125 TUPIRAMA";1
"172130 TUPIRATINS";3
"172208 WANDERLANDIA";25
"210005 ACAILANDIA";30
"210010 AFONSO CUNHA";1
"210020 ALCANTARA";1
"210030 ALDEIAS ALTAS";2
"210040 ALTAMIRA DO MARANHAO";1
"210043 ALTO ALEGRE DO MARANHAO";2
"210047 ALTO ALEGRE DO PINDARE";8
"210050 ALTO PARNAIBA";1
"210055 AMAPA DO MARANHAO";2
"210080 ANAPURUS";1
"210083 APICUM-ACU";1
"210087 ARAGUANA";1
"210095 ARAME";1
"210100 ARARI";15
"210110 AXIXA";21
"210120 BACABAL";3
"210125 BACABEIRA";38
"210130 BACURI";2
"210140 BALSAS";55
"210160 BARRA DO CORDA";15
"210170 BARREIRINHAS";4
"210173 BELAGUA";2
"210177 BELA VISTA DO MARANHAO";2
"210200 BOM JARDIM";2
"210203 BOM JESUS DAS SELVAS";2
"210210 BREJO";2
"210215 BREJO DE AREIA";2
"210220 BURITI";1
"210230 BURITI BRAVO";159
"210232 BURITICUPU";10
"210235 BURITIRANA";4
"210237 CACHOEIRA GRANDE";2
"210255 CAMPESTRE DO MARANHAO";3
"210270 CANTANHEDE";6
"210300 CAXIAS";73
"210320 CHAPADINHA";84
"210330 CODO";2
"210340 COELHO NETO";15
"210350 COLINAS";5
"210360 COROATA";1
"210370 CURURUPU";42
"210390 DUQUE BACELAR";1
"210420 FORTUNA";2
"210450 GOVERNADOR ARCHER";2
"210465 GOVERNADOR NEWTON BELLO";1
"210467 GOVERNADOR NUNES FREIRE";1
"210480 GRAJAU";1
"210500 HUMBERTO DE CAMPOS";2
"210510 ICATU";1
"210515 IGARAPE DO MEIO";1
"210530 IMPERATRIZ";155
"210540 ITAPECURU MIRIM";8
"210542 ITINGA DO MARANHAO";2
"210547 JENIPAPO DOS VIEIRAS";1
"210570 LAGO DA PEDRA";4
"210580 LAGO DO JUNCO";2
"210590 LAGO VERDE";3
"210592 LAGOA DO MATO";1
"210596 LAGOA GRANDE DO MARANHAO";1
"210598 LAJEADO NOVO";1
"210600 LIMA CAMPOS";1
"210610 LORETO";3
"210632 MARACACUME";4
"210650 MATINHA";1
"210660 MATOES";32
"210663 MATOES DO NORTE";1
"210667 MILAGRES DO MARANHAO";2
"210690 MONCAO";2
"210710 MORROS";3
"210735 NOVA OLINDA DO MARANHAO";2
"210745 OLINDA NOVA DO MARANHAO";2
"210750 PACO DO LUMIAR";37
"210760 PALMEIRANDIA";3
"210770 PARAIBANO";21
"210780 PARNARAMA";7
"210790 PASSAGEM FRANCA";1
"210800 PASTOS BONS";11
"210810 PAULO RAMOS";1
"210820 PEDREIRAS";13
"210845 PERITORO";1
"210850 PINDARE-MIRIM";7
"210860 PINHEIRO";7
"210870 PIO XII";6
"210880 PIRAPEMAS";2
"210890 POCAO DE PEDRAS";2
"210910 PRESIDENTE DUTRA";1
"210927 PRESIDENTE SARNEY";1
"210930 PRESIDENTE VARGAS";1
"210940 PRIMEIRA CRUZ";1
"210945 RAPOSA";120
"210960 ROSARIO";11
"210975 SANTA FILOMENA DO MARANHAO";21
"210980 SANTA HELENA";4
"210990 SANTA INES";356
"211000 SANTA LUZIA";4
"211003 SANTA LUZIA DO PARUA";2
"211010 SANTA QUITERIA DO MARANHAO";3
"211020 SANTA RITA";6
"211027 SANTO AMARO DO MARANHAO";1
"211030 SANTO ANTONIO DOS LOPES";4
"211040 SAO BENEDITO DO RIO PRETO";1
"211050 SAO BENTO";6
"211060 SAO BERNARDO";2
"211085 SAO FRANCISCO DO BREJAO";2
"211102 SAO JOAO DO CARU";1
"211105 SAO JOAO DO PARAISO";4
"211107 SAO JOAO DO SOTER";2
"211120 SAO JOSE DE RIBAMAR";282
"211130 SAO LUIS";651
"211140 SAO LUIS GONZAGA DO MARANHAO";2
"211150 SAO MATEUS DO MARANHAO";5
"211153 SAO PEDRO DA AGUA BRANCA";1
"211157 SAO PEDRO DOS CRENTES";2
"211160 SAO RAIMUNDO DAS MANGABEIRAS";4
"211163 SAO RAIMUNDO DO DOCA BEZERRA";2
"211170 SAO VICENTE FERRER";3
"211178 SERRANO DO MARANHAO";4
"211180 SITIO NOVO";2
"211195 SUCUPIRA DO RIACHAO";1
"211200 TASSO FRAGOSO";2
"211210 TIMBIRAS";1
"211220 TIMON";68
"211223 TRIZIDELA DO VALE";23
"211230 TUNTUM";3
"211240 TURIACU";2
"211250 TUTOIA";7
"211260 URBANO SANTOS";3
"211270 VARGEM GRANDE";9
"211280 VIANA";9
"211285 VILA NOVA DOS MARTIRIOS";5
"211290 VITORIA DO MEARIM";3
"211300 VITORINO FREIRE";1
"211400 ZE DOCA";8
"220005 ACAUA";46
"220010 AGRICOLANDIA";2
"220020 AGUA BRANCA";4
"220030 ALTO LONGA";1
"220040 ALTOS";3
"220045 ALVORADA DO GURGUEIA";15
"220050 AMARANTE";126
"220060 ANGICAL DO PIAUI";1
"220090 AROAZES";1
"220100 ARRAIAL";1
"220105 ASSUNCAO DO PIAUI";1
"220115 BAIXA GRANDE DO RIBEIRO";4
"220120 BARRAS";6
"220150 BATALHA";1
"220173 BETANIA DO PIAUI";3
"220177 BOA HORA";1
"220190 BOM JESUS";3
"220194 BOQUEIRAO DO PIAUI";1
"220208 CAJUEIRO DA PRAIA";1
"220209 CALDEIRAO GRANDE DO PIAUI";1
"220210 CAMPINAS DO PIAUI";1
"220211 CAMPO ALEGRE DO FIDALGO";1
"220213 CAMPO GRANDE DO PIAUI";1
"220220 CAMPO MAIOR";4
"220230 CANTO DO BURITI";2
"220240 CAPITAO DE CAMPOS";2
"220260 CASTELO DO PIAUI";2
"220270 COCAL";1
"220290 CORRENTE";2
"220310 CRISTINO CASTRO";6
"220325 CURRALINHOS";9
"220330 DEMERVAL LOBAO";6
"220370 ESPERANTINA";22
"220375 FARTURA DO PIAUI";1
"220390 FLORIANO";10
"220420 FRANCISCO SANTOS";1
"220450 GUADALUPE";1
"220465 ILHA GRANDE";13
"220470 INHUMA";1
"220480 IPIRANGA DO PIAUI";1
"220490 ISAIAS COELHO";4
"220510 ITAUEIRA";2
"220520 JAICOS";4
"220525 JARDIM DO MULATO";11
"220530 JERUMENHA";1
"220540 JOAQUIM PIRES";1
"220550 JOSE DE FREITAS";76
"220553 JUREMA";1
"220556 LAGOA DO BARRO DO PIAUI";3
"220559 LAGOA DO SITIO";1
"220570 LUIS CORREIA";17
"220590 MANOEL EMIDIO";1
"220595 MARCOLANDIA";2
"220600 MARCOS PARENTE";1
"220620 MIGUEL ALVES";3
"220640 MONSENHOR GIL";11
"220660 MONTE ALEGRE DO PIAUI";1
"220672 NAZARIA";1
"220675 NOSSA SENHORA DE NAZARE";1
"220700 OEIRAS";2
"220710 OLHO D'AGUA DO PIAUI";1
"220735 PAJEU DO PIAUI";1
"220740 PALMEIRA DO PIAUI";1
"220750 PALMEIRAIS";1
"220760 PARNAGUA";1
"220770 PARNAIBA";27
"220780 PAULISTANA";4
"220790 PEDRO II";1
"220795 NOVA SANTA RITA";2
"220800 PICOS";7
"220820 PIO IX";16
"220830 PIRACURUCA";1
"220840 PIRIPIRI";11
"220887 RIBEIRA DO PIAUI";1
"220930 SANTA LUZ";2
"220945 SANTO ANTONIO DOS MILAGRES";1
"220980 SAO GONCALO DO PIAUI";1
"221000 SAO JOAO DO PIAUI";2
"221010 SAO JOSE DO PEIXE";2
"221050 SAO PEDRO DO PIAUI";42
"221060 SAO RAIMUNDO NONATO";2
"221065 SIGEFREDO PACHECO";1
"221080 SIMPLICIO MENDES";13
"221090 SOCORRO DO PIAUI";1
"221097 TANQUE DO PIAUI";1
"221100 TERESINA";716
"221110 UNIAO";3
"221120 URUCUI";1
"221130 VALENCA DO PIAUI";1
"221140 VARZEA GRANDE";1
"221150 VERA MENDES";1
"230010 ABAIARA";3
"230015 ACARAPE";4
"230020 ACARAU";104
"230030 ACOPIARA";50
"230040 AIUABA";1
"230050 ALCANTARAS";42
"230060 ALTANEIRA";4
"230070 ALTO SANTO";6
"230075 AMONTADA";20
"230080 ANTONINA DO NORTE";11
"230090 APUIARES";5
"230100 AQUIRAZ";24
"230110 ARACATI";50
"230120 ARACOIABA";24
"230130 ARARIPE";11
"230140 ARATUBA";429
"230150 ARNEIROZ";3
"230160 ASSARE";26
"230180 BAIXIO";5
"230185 BANABUIU";44
"230190 BARBALHA";88
"230195 BARREIRA";16
"230200 BARRO";68
"230205 BARROQUINHA";64
"230210 BATURITE";437
"230220 BEBERIBE";13
"230230 BELA CRUZ";1
"230240 BOA VIAGEM";10
"230250 BREJO SANTO";351
"230260 CAMOCIM";24
"230270 CAMPOS SALES";139
"230280 CANINDE";62
"230290 CAPISTRANO";2
"230300 CARIDADE";7
"230310 CARIRE";28
"230320 CARIRIACU";14
"230330 CARIUS";7
"230340 CARNAUBAL";37
"230350 CASCAVEL";118
"230360 CATARINA";44
"230365 CATUNDA";6
"230370 CAUCAIA";427
"230380 CEDRO";33
"230390 CHAVAL";2
"230393 CHORO";3
"230400 COREAU";103
"230410 CRATEUS";7
"230420 CRATO";101
"230423 CROATA";1
"230425 CRUZ";6
"230427 ERERE";1
"230428 EUSEBIO";4
"230430 FARIAS BRITO";4
"230435 FORQUILHA";1
"230440 FORTALEZA";853
"230445 FORTIM";107
"230450 FRECHEIRINHA";5
"230460 GENERAL SAMPAIO";4
"230465 GRACA";4
"230470 GRANJA";18
"230480 GRANJEIRO";11
"230490 GROAIRAS";3
"230495 GUAIUBA";2
"230500 GUARACIABA DO NORTE";37
"230510 GUARAMIRANGA";7
"230520 HIDROLANDIA";3
"230523 HORIZONTE";6
"230526 IBARETAMA";5
"230530 IBIAPINA";1
"230535 ICAPUI";15
"230540 ICO";104
"230550 IGUATU";78
"230560 INDEPENDENCIA";25
"230570 IPAUMIRIM";8
"230580 IPU";65
"230590 IPUEIRAS";3
"230600 IRACEMA";105
"230610 IRAUCUBA";159
"230620 ITAICABA";16
"230625 ITAITINGA";40
"230630 ITAPAGE";10
"230640 ITAPIPOCA";73
"230650 ITAPIUNA";3
"230655 ITAREMA";4
"230660 ITATIRA";6
"230670 JAGUARETAMA";6
"230680 JAGUARIBARA";125
"230690 JAGUARIBE";6
"230700 JAGUARUANA";12
"230710 JARDIM";172
"230720 JATI";94
"230730 JUAZEIRO DO NORTE";349
"230740 JUCAS";33
"230750 LAVRAS DA MANGABEIRA";12
"230760 LIMOEIRO DO NORTE";31
"230763 MADALENA";1
"230765 MARACANAU";154
"230770 MARANGUAPE";187
"230780 MARCO";30
"230790 MARTINOPOLE";1
"230800 MASSAPE";48
"230810 MAURITI";31
"230820 MERUOCA";139
"230830 MILAGRES";183
"230835 MILHA";7
"230837 MIRAIMA";17
"230850 MOMBACA";6
"230860 MONSENHOR TABOSA";1
"230870 MORADA NOVA";54
"230890 MORRINHOS";6
"230900 MUCAMBO";28
"230910 MULUNGU";4
"230920 NOVA OLINDA";3
"230930 NOVA RUSSAS";130
"230940 NOVO ORIENTE";1
"230945 OCARA";125
"230950 OROS";5
"230960 PACAJUS";2
"230970 PACATUBA";49
"230980 PACOTI";174
"230990 PACUJA";10
"231000 PALHANO";27
"231010 PALMACIA";189
"231020 PARACURU";13
"231025 PARAIPABA";13
"231030 PARAMBU";2
"231040 PARAMOTI";15
"231050 PEDRA BRANCA";7
"231060 PENAFORTE";135
"231070 PENTECOSTE";11
"231080 PEREIRO";29
"231085 PINDORETAMA";76
"231090 PIQUET CARNEIRO";74
"231095 PIRES FERREIRA";2
"231110 PORTEIRAS";562
"231123 POTIRETAMA";42
"231126 QUITERIANOPOLIS";1
"231130 QUIXADA";6
"231135 QUIXELO";5
"231140 QUIXERAMOBIM";17
"231150 QUIXERE";57
"231160 REDENCAO";29
"231170 RERIUTABA";213
"231180 RUSSAS";35
"231190 SABOEIRO";2
"231195 SALITRE";157
"231200 SANTANA DO ACARAU";109
"231210 SANTANA DO CARIRI";27
"231220 SANTA QUITERIA";21
"231230 SAO BENEDITO";39
"231240 SAO GONCALO DO AMARANTE";28
"231250 SAO JOAO DO JAGUARIBE";8
"231270 SENADOR POMPEU";9
"231280 SENADOR SA";33
"231290 SOBRAL";212
"231310 TABULEIRO DO NORTE";3
"231320 TAMBORIL";7
"231330 TAUA";156
"231335 TEJUCUOCA";5
"231340 TIANGUA";2
"231350 TRAIRI";4
"231355 TURURU";4
"231360 UBAJARA";2
"231370 UMARI";1
"231375 UMIRIM";1
"231380 URUBURETAMA";8
"231390 URUOCA";4
"231395 VARJOTA";184
"231400 VARZEA ALEGRE";66
"231410 VICOSA DO CEARA";40
"240010 ACARI";4
"240020 ACU";32
"240030 AFONSO BEZERRA";14
"240040 AGUA NOVA";131
"240050 ALEXANDRIA";1
"240070 ALTO DO RODRIGUES";2
"240080 ANGICOS";19
"240100 APODI";17
"240110 AREIA BRANCA";15
"240120 ARES";115
"240140 BAIA FORMOSA";199
"240145 BARAUNA";1
"240150 BARCELONA";1
"240160 BENTO FERNANDES";3
"240165 BODO";5
"240170 BOM JESUS";3
"240180 BREJINHO";57
"240185 CAICARA DO NORTE";9
"240190 CAICARA DO RIO DO VENTO";24
"240200 CAICO";200
"240210 CAMPO REDONDO";3
"240220 CANGUARETAMA";7
"240230 CARAUBAS";9
"240240 CARNAUBA DOS DANTAS";34
"240250 CARNAUBAIS";1
"240260 CEARA-MIRIM";419
"240270 CERRO CORA";6
"240280 CORONEL EZEQUIEL";4
"240290 CORONEL JOAO PESSOA";13
"240300 CRUZETA";9
"240310 CURRAIS NOVOS";9
"240320 DOUTOR SEVERIANO";18
"240325 PARNAMIRIM";248
"240330 ENCANTO";2
"240340 EQUADOR";25
"240350 ESPIRITO SANTO";9
"240360 EXTREMOZ";125
"240370 FELIPE GUERRA";16
"240380 FLORANIA";24
"240400 FRUTUOSO GOMES";13
"240410 GALINHOS";8
"240420 GOIANINHA";19
"240430 GOVERNADOR DIX-SEPT ROSADO";1
"240440 GROSSOS";4
"240450 GUAMARE";64
"240460 IELMO MARINHO";37
"240470 IPANGUACU";4
"240480 IPUEIRA";11
"240485 ITAJA";1
"240490 ITAU";14
"240500 JACANA";5
"240510 JANDAIRA";101
"240520 JANDUIS";8
"240530 JANUARIO CICCO";8
"240550 JARDIM DE ANGICOS";1
"240560 JARDIM DE PIRANHAS";9
"240570 JARDIM DO SERIDO";28
"240580 JOAO CAMARA";203
"240590 JOAO DIAS";1
"240600 JOSE DA PENHA";18
"240610 JUCURUTU";67
"240620 LAGOA D'ANTA";2
"240630 LAGOA DE PEDRAS";4
"240640 LAGOA DE VELHOS";4
"240650 LAGOA NOVA";47
"240660 LAGOA SALGADA";3
"240670 LAJES";60
"240680 LAJES PINTADAS";7
"240690 LUCRECIA";11
"240700 LUIS GOMES";33
"240710 MACAIBA";216
"240720 MACAU";84
"240725 MAJOR SALES";26
"240730 MARCELINO VIEIRA";6
"240740 MARTINS";3
"240750 MAXARANGUAPE";48
"240760 MESSIAS TARGINO";14
"240770 MONTANHAS";7
"240780 MONTE ALEGRE";13
"240800 MOSSORO";359
"240810 NATAL";573
"240820 NISIA FLORESTA";6
"240830 NOVA CRUZ";117
"240850 OURO BRANCO";9
"240860 PARANA";6
"240870 PARAU";1
"240880 PARAZINHO";83
"240890 PARELHAS";73
"240895 RIO DO FOGO";31
"240910 PASSA E FICA";2
"240920 PASSAGEM";9
"240930 PATU";5
"240933 SANTA MARIA";5
"240940 PAU DOS FERROS";16
"240950 PEDRA GRANDE";89
"240960 PEDRA PRETA";61
"240970 PEDRO AVELINO";54
"240980 PEDRO VELHO";20
"240990 PENDENCIAS";4
"241000 PILOES";3
"241010 POCO BRANCO";109
"241020 PORTALEGRE";1
"241025 PORTO DO MANGUE";1
"241030 SERRA CAIADA";19
"241040 PUREZA";5
"241050 RAFAEL FERNANDES";3
"241090 RIACHUELO";48
"241105 TIBAU";3
"241110 RUY BARBOSA";1
"241120 SANTA CRUZ";56
"241140 SANTANA DO MATOS";6
"241142 SANTANA DO SERIDO";8
"241150 SANTO ANTONIO";45
"241160 SAO BENTO DO NORTE";8
"241170 SAO BENTO DO TRAIRI";5
"241180 SAO FERNANDO";2
"241200 SAO GONCALO DO AMARANTE";23
"241210 SAO JOAO DO SABUGI";22
"241220 SAO JOSE DE MIPIBU";53
"241230 SAO JOSE DO CAMPESTRE";88
"241240 SAO JOSE DO SERIDO";38
"241250 SAO MIGUEL";23
"241255 SAO MIGUEL DO GOSTOSO";69
"241260 SAO PAULO DO POTENGI";86
"241270 SAO PEDRO";3
"241280 SAO RAFAEL";129
"241290 SAO TOME";52
"241300 SAO VICENTE";26
"241310 SENADOR ELOI DE SOUZA";1
"241320 SENADOR GEORGINO AVELINO";8
"241330 SERRA DE SAO BENTO";1
"241335 SERRA DO MEL";8
"241340 SERRA NEGRA DO NORTE";8
"241350 SERRINHA";10
"241355 SERRINHA DOS PINTOS";20
