DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Período:2017
"Município de residência";"Casos_Prováveis"
"150445 MEDICILANDIA";45
"150460 MOCAJUBA";3
"150470 MOJU";1
"150475 MOJUI DOS CAMPOS";13
"150480 MONTE ALEGRE";5
"150490 MUANA";2
"150495 NOVA ESPERANCA DO PIRIA";64
"150497 NOVA IPIXUNA";6
"150500 NOVA TIMBOTEUA";6
"150503 NOVO PROGRESSO";64
"150506 NOVO REPARTIMENTO";145
"150510 OBIDOS";3
"150520 OEIRAS DO PARA";4
"150530 ORIXIMINA";35
"150540 OUREM";1
"150543 OURILANDIA DO NORTE";77
"150548 PACAJA";290
"150549 PALESTINA DO PARA";68
"150550 PARAGOMINAS";44
"150553 PARAUAPEBAS";1119
"150555 PAU D'ARCO";44
"150565 PLACAS";1
"150600 PRAINHA";1
"150610 PRIMAVERA";6
"150611 QUATIPURU";6
"150613 REDENCAO";119
"150616 RIO MARIA";39
"150618 RONDON DO PARA";79
"150619 RUROPOLIS";27
"150620 SALINOPOLIS";2
"150630 SALVATERRA";3
"150640 SANTA CRUZ DO ARARI";1
"150650 SANTA IZABEL DO PARA";2
"150655 SANTA LUZIA DO PARA";13
"150658 SANTA MARIA DAS BARREIRAS";97
"150660 SANTA MARIA DO PARA";3
"150670 SANTANA DO ARAGUAIA";22
"150680 SANTAREM";4
"150690 SANTAREM NOVO";9
"150700 SANTO ANTONIO DO TAUA";7
"150710 SAO CAETANO DE ODIVELAS";5
"150715 SAO DOMINGOS DO ARAGUAIA";12
"150720 SAO DOMINGOS DO CAPIM";2
"150730 SAO FELIX DO XINGU";50
"150740 SAO FRANCISCO DO PARA";20
"150745 SAO GERALDO DO ARAGUAIA";224
"150746 SAO JOAO DA PONTA";1
"150747 SAO JOAO DE PIRABAS";31
"150750 SAO JOAO DO ARAGUAIA";97
"150760 SAO MIGUEL DO GUAMA";2
"150775 SAPUCAIA";4
"150780 SENADOR JOSE PORFIRIO";8
"150790 SOURE";102
"150795 TAILANDIA";7
"150796 TERRA ALTA";2
"150800 TOME-ACU";4
"150803 TRACUATEUA";2
"150805 TRAIRAO";1
"150808 TUCUMA";5
"150810 TUCURUI";421
"150812 ULIANOPOLIS";1
"150820 VIGIA";183
"150830 VISEU";2
"150835 VITORIA DO XINGU";22
"150840 XINGUARA";880
"160005 SERRA DO NAVIO";39
"160010 AMAPA";4
"160015 PEDRA BRANCA DO AMAPARI";44
"160020 CALCOENE";13
"160021 CUTIAS";2
"160023 FERREIRA GOMES";72
"160025 ITAUBAL";2
"160027 LARANJAL DO JARI";29
"160030 MACAPA";351
"160040 MAZAGAO";7
"160050 OIAPOQUE";231
"160053 PORTO GRANDE";34
"160055 PRACUUBA";1
"160060 SANTANA";70
"160070 TARTARUGALZINHO";22
"170025 ABREULANDIA";4
"170030 AGUIARNOPOLIS";61
"170035 ALIANCA DO TOCANTINS";12
"170040 ALMAS";12
"170070 ALVORADA";1
"170100 ANANAS";17
"170105 ANGICO";3
"170110 APARECIDA DO RIO NEGRO";34
"170130 ARAGOMINAS";3
"170190 ARAGUACEMA";4
"170200 ARAGUACU";3
"170210 ARAGUAINA";1360
"170215 ARAGUANA";30
"170220 ARAGUATINS";89
"170230 ARAPOEMA";9
"170240 ARRAIAS";72
"170255 AUGUSTINOPOLIS";37
"170270 AURORA DO TOCANTINS";74
"170290 AXIXA DO TOCANTINS";17
"170300 BABACULANDIA";14
"170305 BANDEIRANTES DO TOCANTINS";3
"170307 BARRA DO OURO";4
"170310 BARROLANDIA";5
"170320 BERNARDO SAYAO";4
"170330 BOM JESUS DO TOCANTINS";8
"170360 BRASILANDIA DO TOCANTINS";1
"170370 BREJINHO DE NAZARE";4
"170380 BURITI DO TOCANTINS";15
"170382 CACHOEIRINHA";2
"170384 CAMPOS LINDOS";1
"170386 CARIRI DO TOCANTINS";6
"170388 CARMOLANDIA";5
"170389 CARRASCO BONITO";2
"170410 CENTENARIO";2
"170460 CHAPADA DE AREIA";1
"170510 CHAPADA DA NATIVIDADE";4
"170550 COLINAS DO TOCANTINS";26
"170555 COMBINADO";98
"170560 CONCEICAO DO TOCANTINS";27
"170600 COUTO MAGALHAES";18
"170610 CRISTALANDIA";6
"170625 CRIXAS DO TOCANTINS";4
"170650 DARCINOPOLIS";5
"170700 DIANOPOLIS";133
"170710 DIVINOPOLIS DO TOCANTINS";17
"170720 DOIS IRMAOS DO TOCANTINS";11
"170730 DUERE";10
"170740 ESPERANTINA";17
"170755 FATIMA";1
"170765 FIGUEIROPOLIS";1
"170770 FILADELFIA";6
"170820 FORMOSO DO ARAGUAIA";6
"170825 FORTALEZA DO TABOCAO";10
"170830 GOIANORTE";3
"170900 GOIATINS";1
"170930 GUARAI";83
"170950 GURUPI";116
"171050 ITACAJA";2
"171070 ITAGUATINS";7
"171090 ITAPIRATINS";1
"171110 ITAPORA DO TOCANTINS";2
"171150 JAU DO TOCANTINS";1
"171180 JUARINA";3
"171190 LAGOA DA CONFUSAO";58
"171195 LAGOA DO TOCANTINS";1
"171200 LAJEADO";20
"171215 LAVANDEIRA";13
"171240 LIZARDA";1
"171250 MARIANOPOLIS DO TOCANTINS";16
"171270 MATEIROS";2
"171280 MAURILANDIA DO TOCANTINS";7
"171320 MIRACEMA DO TOCANTINS";20
"171330 MIRANORTE";53
"171360 MONTE DO CARMO";2
"171370 MONTE SANTO DO TOCANTINS";1
"171380 PALMEIRAS DO TOCANTINS";4
"171395 MURICILANDIA";2
"171420 NATIVIDADE";7
"171430 NAZARE";52
"171488 NOVA OLINDA";65
"171500 NOVA ROSALANDIA";3
"171510 NOVO ACORDO";12
"171515 NOVO ALEGRE";27
"171525 NOVO JARDIM";13
"171570 PALMEIRANTE";9
"171575 PALMEIROPOLIS";2
"171610 PARAISO DO TOCANTINS";76
"171620 PARANA";88
"171630 PAU D'ARCO";3
"171650 PEDRO AFONSO";34
"171660 PEIXE";3
"171665 PEQUIZEIRO";14
"171670 COLMEIA";9
"171700 PINDORAMA DO TOCANTINS";5
"171720 PIRAQUE";4
"171750 PIUM";43
"171780 PONTE ALTA DO BOM JESUS";6
"171790 PONTE ALTA DO TOCANTINS";3
"171800 PORTO ALEGRE DO TOCANTINS";2
"171820 PORTO NACIONAL";54
"171830 PRAIA NORTE";56
"171840 PRESIDENTE KENNEDY";27
"171845 PUGMIL";5
"171855 RIACHINHO";3
"171865 RIO DA CONCEICAO";54
"171870 RIO DOS BOIS";14
"171875 RIO SONO";8
"171880 SAMPAIO";12
"171884 SANDOLANDIA";3
"171886 SANTA FE DO ARAGUAIA";6
"171888 SANTA MARIA DO TOCANTINS";6
"171890 SANTA ROSA DO TOCANTINS";2
"171900 SANTA TEREZA DO TOCANTINS";2
"172000 SANTA TEREZINHA DO TOCANTINS";10
"172010 SAO BENTO DO TOCANTINS";3
"172015 SAO FELIX DO TOCANTINS";1
"172020 SAO MIGUEL DO TOCANTINS";12
"172025 SAO SALVADOR DO TOCANTINS";8
"172030 SAO SEBASTIAO DO TOCANTINS";3
"172049 SAO VALERIO";17
"172065 SILVANOPOLIS";6
"172080 SITIO NOVO DO TOCANTINS";10
"172085 SUCUPIRA";1
"172090 TAGUATINGA";7
"172097 TALISMA";4
"172100 PALMAS";1188
"172110 TOCANTINIA";24
"172120 TOCANTINOPOLIS";140
"172130 TUPIRATINS";1
"172208 WANDERLANDIA";8
"172210 XAMBIOA";1
"210005 ACAILANDIA";2
"210010 AFONSO CUNHA";1
"210015 AGUA DOCE DO MARANHAO";1
"210020 ALCANTARA";14
"210030 ALDEIAS ALTAS";19
"210043 ALTO ALEGRE DO MARANHAO";1
"210047 ALTO ALEGRE DO PINDARE";13
"210050 ALTO PARNAIBA";28
"210060 AMARANTE DO MARANHAO";86
"210080 ANAPURUS";32
"210090 ARAIOSES";46
"210095 ARAME";8
"210110 AXIXA";1
"210120 BACABAL";40
"210125 BACABEIRA";7
"210140 BALSAS";1133
"210150 BARAO DE GRAJAU";10
"210160 BARRA DO CORDA";2077
"210177 BELA VISTA DO MARANHAO";1
"210180 BENEDITO LEITE";7
"210190 BEQUIMAO";69
"210193 BERNARDO DO MEARIM";1
"210200 BOM JARDIM";21
"210203 BOM JESUS DAS SELVAS";2
"210207 BOM LUGAR";4
"210210 BREJO";23
"210215 BREJO DE AREIA";3
"210220 BURITI";7
"210230 BURITI BRAVO";1
"210235 BURITIRANA";6
"210255 CAMPESTRE DO MARANHAO";155
"210280 CAROLINA";25
"210300 CAXIAS";317
"210315 CENTRO DO GUILHERME";1
"210320 CHAPADINHA";76
"210325 CIDELANDIA";18
"210330 CODO";7
"210350 COLINAS";5
"210360 COROATA";14
"210370 CURURUPU";22
"210375 DAVINOPOLIS";6
"210380 DOM PEDRO";6
"210400 ESPERANTINOPOLIS";3
"210405 ESTREITO";71
"210407 FEIRA NOVA DO MARANHAO";26
"210408 FERNANDO FALCAO";8
"210409 FORMOSA DA SERRA NEGRA";17
"210410 FORTALEZA DOS NOGUEIRAS";161
"210420 FORTUNA";47
"210430 GODOFREDO VIANA";1
"210450 GOVERNADOR ARCHER";2
"210455 GOVERNADOR EDISON LOBAO";33
"210462 GOVERNADOR LUIZ ROCHA";15
"210467 GOVERNADOR NUNES FREIRE";6
"210470 GRACA ARANHA";3
"210480 GRAJAU";8
"210500 HUMBERTO DE CAMPOS";7
"210515 IGARAPE DO MEIO";20
"210520 IGARAPE GRANDE";1
"210530 IMPERATRIZ";213
"210535 ITAIPAVA DO GRAJAU";1
"210540 ITAPECURU MIRIM";7
"210542 ITINGA DO MARANHAO";42
"210547 JENIPAPO DOS VIEIRAS";41
"210550 JOAO LISBOA";14
"210570 LAGO DA PEDRA";27
"210590 LAGO VERDE";2
"210592 LAGOA DO MATO";7
"210596 LAGOA GRANDE DO MARANHAO";3
"210610 LORETO";41
"210632 MARACACUME";1
"210637 MARANHAOZINHO";1
"210640 MATA ROMA";3
"210660 MATOES";68
"210667 MILAGRES DO MARANHAO";1
"210675 MIRANDA DO NORTE";1
"210700 MONTES ALTOS";17
"210710 MORROS";8
"210725 NOVA COLINAS";10
"210730 NOVA IORQUE";7
"210750 PACO DO LUMIAR";30
"210770 PARAIBANO";62
"210780 PARNARAMA";3
"210790 PASSAGEM FRANCA";14
"210800 PASTOS BONS";5
"210810 PAULO RAMOS";1
"210820 PEDREIRAS";3
"210845 PERITORO";5
"210850 PINDARE-MIRIM";63
"210860 PINHEIRO";3
"210870 PIO XII";6
"210890 POCAO DE PEDRAS";2
"210900 PORTO FRANCO";4
"210905 PORTO RICO DO MARANHAO";1
"210910 PRESIDENTE DUTRA";3
"210930 PRESIDENTE VARGAS";2
"210945 RAPOSA";5
"210950 RIACHAO";32
"210960 ROSARIO";8
"210970 SAMBAIBA";13
"210990 SANTA INES";29
"211003 SANTA LUZIA DO PARUA";5
"211020 SANTA RITA";3
"211023 SANTANA DO MARANHAO";1
"211060 SAO BERNARDO";1
"211065 SAO DOMINGOS DO AZEITAO";12
"211070 SAO DOMINGOS DO MARANHAO";1
"211080 SAO FELIX DE BALSAS";71
"211085 SAO FRANCISCO DO BREJAO";30
"211105 SAO JOAO DO PARAISO";8
"211107 SAO JOAO DO SOTER";2
"211110 SAO JOAO DOS PATOS";19
"211120 SAO JOSE DE RIBAMAR";225
"211125 SAO JOSE DOS BASILIOS";14
"211130 SAO LUIS";1017
"211140 SAO LUIS GONZAGA DO MARANHAO";11
"211153 SAO PEDRO DA AGUA BRANCA";1
"211157 SAO PEDRO DOS CRENTES";10
"211160 SAO RAIMUNDO DAS MANGABEIRAS";81
"211167 SAO ROBERTO";1
"211172 SATUBINHA";1
"211176 SENADOR LA ROCQUE";4
"211180 SITIO NOVO";1
"211190 SUCUPIRA DO NORTE";1
"211200 TASSO FRAGOSO";25
"211220 TIMON";44
"211223 TRIZIDELA DO VALE";2
"211230 TUNTUM";4
"211240 TURIACU";29
"211245 TURILANDIA";8
"211250 TUTOIA";2
"211270 VARGEM GRANDE";11
"211280 VIANA";4
"211285 VILA NOVA DOS MARTIRIOS";17
"211290 VITORIA DO MEARIM";1
"211300 VITORINO FREIRE";2
"211400 ZE DOCA";5
"220020 AGUA BRANCA";26
"220025 ALAGOINHA DO PIAUI";2
"220027 ALEGRETE DO PIAUI";1
"220030 ALTO LONGA";122
"220040 ALTOS";17
"220050 AMARANTE";3
"220060 ANGICAL DO PIAUI";8
"220070 ANISIO DE ABREU";1
"220095 AROEIRAS DO ITAIM";1
"220100 ARRAIAL";84
"220115 BAIXA GRANDE DO RIBEIRO";11
"220117 BARRA D'ALCANTARA";1
"220120 BARRAS";3
"220140 BARRO DURO";1
"220150 BATALHA";4
"220160 BENEDITINOS";3
"220177 BOA HORA";1
"220180 BOCAINA";1
"220190 BOM JESUS";23
"220191 BOM PRINCIPIO DO PIAUI";10
"220196 BRASILEIRA";1
"220200 BURITI DOS LOPES";3
"220202 BURITI DOS MONTES";24
"220207 CAJAZEIRAS DO PIAUI";1
"220208 CAJUEIRO DA PRAIA";11
"220209 CALDEIRAO GRANDE DO PIAUI";1
"220210 CAMPINAS DO PIAUI";1
"220220 CAMPO MAIOR";3
"220230 CANTO DO BURITI";1
"220240 CAPITAO DE CAMPOS";1
"220250 CARACOL";2
"220253 CARAUBAS DO PIAUI";1
"220260 CASTELO DO PIAUI";3
"220265 CAXINGO";2
"220270 COCAL";7
"220271 COCAL DE TELHA";2
"220273 COIVARAS";7
"220275 COLONIA DO GURGUEIA";3
"220277 COLONIA DO PIAUI";2
"220285 CORONEL JOSE DIAS";3
"220290 CORRENTE";21
"220310 CRISTINO CASTRO";2
"220327 CURRAL NOVO DO PIAUI";1
"220330 DEMERVAL LOBAO";20
"220335 DIRCEU ARCOVERDE";4
"220340 DOM EXPEDITO LOPES";3
"220345 DOM INOCENCIO";22
"220350 ELESBAO VELOSO";76
"220370 ESPERANTINA";3
"220375 FARTURA DO PIAUI";1
"220390 FLORIANO";169
"220400 FRANCINOPOLIS";2
"220410 FRANCISCO AYRES";2
"220420 FRANCISCO SANTOS";21
"220430 FRONTEIRAS";8
"220435 GEMINIANO";9
"220450 GUADALUPE";1
"220465 ILHA GRANDE";2
"220470 INHUMA";4
"220480 IPIRANGA DO PIAUI";1
"220500 ITAINOPOLIS";1
"220520 JAICOS";8
"220527 JATOBA DO PIAUI";1
"220540 JOAQUIM PIRES";1
"220550 JOSE DE FREITAS";1
"220552 JULIO BORGES";1
"220553 JUREMA";15
"220554 LAGOINHA DO PIAUI";8
"220557 LAGOA DE SAO FRANCISCO";7
"220558 LAGOA DO PIAUI";1
"220570 LUIS CORREIA";105
"220600 MARCOS PARENTE";3
"220605 MASSAPE DO PIAUI";2
"220610 MATIAS OLIMPIO";2
"220620 MIGUEL ALVES";3
"220630 MIGUEL LEAO";2
"220635 MILTON BRANDAO";6
"220640 MONSENHOR GIL";15
"220665 MORRO CABECA NO TEMPO";1
"220667 MORRO DO CHAPEU DO PIAUI";2
"220670 NAZARE DO PIAUI";80
"220675 NOSSA SENHORA DE NAZARE";1
"220680 NOSSA SENHORA DOS REMEDIOS";4
"220690 NOVO ORIENTE DO PIAUI";2
"220695 NOVO SANTO ANTONIO";1
"220700 OEIRAS";138
"220710 OLHO D'AGUA DO PIAUI";3
"220735 PAJEU DO PIAUI";1
"220740 PALMEIRA DO PIAUI";1
"220755 PAQUETA";1
"220760 PARNAGUA";13
"220770 PARNAIBA";170
"220775 PASSAGEM FRANCA DO PIAUI";2
"220777 PATOS DO PIAUI";1
"220790 PEDRO II";164
"220800 PICOS";170
"220820 PIO IX";2
"220830 PIRACURUCA";85
"220840 PIRIPIRI";64
"220870 REDENCAO DO GURGUEIA";5
"220880 REGENERACAO";5
"220887 RIBEIRA DO PIAUI";9
"220890 RIBEIRO GONCALVES";9
"220900 RIO GRANDE DO PIAUI";2
"220920 SANTA FILOMENA";1
"220937 SANTA ROSA DO PIAUI";7
"220940 SANTO ANTONIO DE LISBOA";2
"220955 SAO BRAZ DO PIAUI";1
"220970 SAO FRANCISCO DO PIAUI";2
"220975 SAO GONCALO DO GURGUEIA";3
"220987 SAO JOAO DA FRONTEIRA";9
"220995 SAO JOAO DA VARJOTA";2
"220997 SAO JOAO DO ARRAIAL";14
"221005 SAO JOSE DO DIVINO";15
"221020 SAO JOSE DO PIAUI";95
"221035 SAO LOURENCO DO PIAUI";15
"221037 SAO LUIS DO PIAUI";2
"221040 SAO MIGUEL DO TAPUIO";3
"221050 SAO PEDRO DO PIAUI";3
"221060 SAO RAIMUNDO NONATO";83
"221070 SIMOES";1
"221080 SIMPLICIO MENDES";13
"221095 TAMBORIL DO PIAUI";1
"221097 TANQUE DO PIAUI";1
"221100 TERESINA";3080
"221110 UNIAO";1
"221120 URUCUI";11
"221130 VALENCA DO PIAUI";1
"221135 VARZEA BRANCA";13
"221140 VARZEA GRANDE";5
"230010 ABAIARA";133
"230015 ACARAPE";139
"230030 ACOPIARA";257
"230040 AIUABA";8
"230050 ALCANTARAS";1
"230060 ALTANEIRA";14
"230070 ALTO SANTO";354
"230075 AMONTADA";1
"230080 ANTONINA DO NORTE";11
"230090 APUIARES";7
"230100 AQUIRAZ";16
"230110 ARACATI";74
"230120 ARACOIABA";172
"230125 ARARENDA";25
"230130 ARARIPE";8
"230140 ARATUBA";30
"230150 ARNEIROZ";10
"230160 ASSARE";3
"230170 AURORA";1
"230180 BAIXIO";6
"230185 BANABUIU";18
"230190 BARBALHA";33
"230195 BARREIRA";8
"230200 BARRO";20
"230205 BARROQUINHA";4
"230210 BATURITE";8
"230220 BEBERIBE";85
"230230 BELA CRUZ";1
"230240 BOA VIAGEM";25
"230250 BREJO SANTO";1410
"230260 CAMOCIM";21
"230270 CAMPOS SALES";15
"230280 CANINDE";110
"230290 CAPISTRANO";3
"230300 CARIDADE";4
"230310 CARIRE";2
"230320 CARIRIACU";16
"230330 CARIUS";1
"230340 CARNAUBAL";4
"230350 CASCAVEL";41
"230360 CATARINA";62
"230370 CAUCAIA";2423
"230380 CEDRO";13
"230390 CHAVAL";60
"230393 CHORO";12
"230395 CHOROZINHO";220
"230400 COREAU";21
"230410 CRATEUS";191
"230420 CRATO";128
"230423 CROATA";13
"230427 ERERE";1
"230428 EUSEBIO";5
"230430 FARIAS BRITO";673
"230435 FORQUILHA";2
"230440 FORTALEZA";22760
"230445 FORTIM";29
"230450 FRECHEIRINHA";10
"230460 GENERAL SAMPAIO";5
"230465 GRACA";17
"230470 GRANJA";37
"230480 GRANJEIRO";91
"230490 GROAIRAS";6
"230495 GUAIUBA";50
"230500 GUARACIABA DO NORTE";2
"230510 GUARAMIRANGA";4
"230523 HORIZONTE";262
"230526 IBARETAMA";26
"230530 IBIAPINA";1
"230533 IBICUITINGA";15
"230535 ICAPUI";64
"230540 ICO";370
"230550 IGUATU";179
"230560 INDEPENDENCIA";19
"230565 IPAPORANGA";5
"230570 IPAUMIRIM";21
"230580 IPU";23
"230590 IPUEIRAS";29
"230600 IRACEMA";361
"230610 IRAUCUBA";504
"230625 ITAITINGA";55
"230630 ITAPAGE";18
"230640 ITAPIPOCA";52
"230650 ITAPIUNA";24
"230655 ITAREMA";2
"230660 ITATIRA";41
"230670 JAGUARETAMA";76
"230680 JAGUARIBARA";292
"230690 JAGUARIBE";16
"230700 JAGUARUANA";5
"230710 JARDIM";5
"230720 JATI";3
"230725 JIJOCA DE JERICOACOARA";3
"230730 JUAZEIRO DO NORTE";66
"230750 LAVRAS DA MANGABEIRA";69
"230760 LIMOEIRO DO NORTE";32
"230763 MADALENA";54
"230765 MARACANAU";1121
"230770 MARANGUAPE";98
"230780 MARCO";12
"230790 MARTINOPOLE";1
"230800 MASSAPE";2
"230810 MAURITI";426
"230820 MERUOCA";6
"230830 MILAGRES";763
"230835 MILHA";22
"230837 MIRAIMA";4
"230840 MISSAO VELHA";101
"230850 MOMBACA";37
"230860 MONSENHOR TABOSA";32
"230870 MORADA NOVA";19
"230880 MORAUJO";1
"230890 MORRINHOS";1
"230900 MUCAMBO";5
"230910 MULUNGU";32
"230920 NOVA OLINDA";4
"230930 NOVA RUSSAS";9
"230940 NOVO ORIENTE";2
"230945 OCARA";112
"230950 OROS";6
"230960 PACAJUS";248
"230970 PACATUBA";31
"230980 PACOTI";1
"230990 PACUJA";1
"231000 PALHANO";7
"231010 PALMACIA";4
"231020 PARACURU";56
"231025 PARAIPABA";1
"231030 PARAMBU";28
"231040 PARAMOTI";5
"231050 PEDRA BRANCA";102
"231060 PENAFORTE";14
"231070 PENTECOSTE";5
"231080 PEREIRO";10
"231085 PINDORETAMA";47
"231090 PIQUET CARNEIRO";23
"231100 PORANGA";6
"231110 PORTEIRAS";33
"231120 POTENGI";2
"231123 POTIRETAMA";22
"231126 QUITERIANOPOLIS";1
"231130 QUIXADA";87
"231135 QUIXELO";2
"231140 QUIXERAMOBIM";1191
"231150 QUIXERE";34
"231160 REDENCAO";36
"231170 RERIUTABA";248
"231180 RUSSAS";83
"231190 SABOEIRO";4
"231200 SANTANA DO ACARAU";10
"231220 SANTA QUITERIA";28
"231230 SAO BENEDITO";3
"231240 SAO GONCALO DO AMARANTE";22
"231250 SAO JOAO DO JAGUARIBE";23
"231260 SAO LUIS DO CURU";11
"231270 SENADOR POMPEU";272
"231280 SENADOR SA";6
"231290 SOBRAL";42
"231300 SOLONOPOLE";153
"231310 TABULEIRO DO NORTE";510
"231320 TAMBORIL";34
