 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Jun/2018
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";161
"110002 ARIQUEMES";475
"110003 CABIXI";16
"110004 CACOAL";1105
"110005 CEREJEIRAS";115
"110006 COLORADO DO OESTE";79
"110008 COSTA MARQUES";55
"110009 ESPIGAO D'OESTE";193
"110010 GUAJARA-MIRIM";280
"110011 JARU";282
"110012 JI-PARANA";699
"110013 MACHADINHO D'OESTE";108
"110014 NOVA BRASILANDIA D'OESTE";74
"110015 OURO PRETO DO OESTE";236
"110018 PIMENTA BUENO";380
"110020 PORTO VELHO";3578
"110025 PRESIDENTE MEDICI";88
"110026 RIO CRESPO";7
"110028 ROLIM DE MOURA";368
"110029 SANTA LUZIA D'OESTE";66
"110030 VILHENA";900
"110032 SAO MIGUEL DO GUAPORE";123
"110033 NOVA MAMORE";29
"110034 ALVORADA D'OESTE";80
"110037 ALTO ALEGRE DOS PARECIS";43
"110040 ALTO PARAISO";47
"110045 BURITIS";73
"110050 NOVO HORIZONTE DO OESTE";28
"110060 CACAULANDIA";2
"110070 CAMPO NOVO DE RONDONIA";33
"110094 CUJUBIM";70
"110110 ITAPUA DO OESTE";1
"110120 MINISTRO ANDREAZZA";14
"110130 MIRANTE DA SERRA";22
"110140 MONTE NEGRO";36
"110143 NOVA UNIAO";3
"110145 PARECIS";23
"110146 PIMENTEIRAS DO OESTE";10
"110149 SAO FRANCISCO DO GUAPORE";157
"110150 SERINGUEIRAS";41
"110155 TEIXEIROPOLIS";4
"110160 THEOBROMA";17
"110170 URUPA";20
"110175 VALE DO ANARI";7
"110180 VALE DO PARAISO";10
"120001 ACRELANDIA";10
"120005 ASSIS BRASIL";24
"120010 BRASILEIA";192
"120020 CRUZEIRO DO SUL";772
"120033 MANCIO LIMA";11
"120034 MANOEL URBANO";120
"120038 PLACIDO DE CASTRO";56
"120040 RIO BRANCO";2190
"120042 RODRIGUES ALVES";28
"120045 SENADOR GUIOMARD";53
"120050 SENA MADUREIRA";230
