 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Mar/2021
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";111
"110002 ARIQUEMES";723
"110003 CABIXI";18
"110004 CACOAL";749
"110005 CEREJEIRAS";65
"110006 COLORADO DO OESTE";31
"110008 COSTA MARQUES";2
"110009 ESPIGAO D'OESTE";75
"110010 GUAJARA-MIRIM";292
"110011 JARU";369
"110012 JI-PARANA";761
"110013 MACHADINHO D'OESTE";129
"110014 NOVA BRASILANDIA D'OESTE";44
"110015 OURO PRETO DO OESTE";204
"110018 PIMENTA BUENO";214
"110020 PORTO VELHO";3982
"110025 PRESIDENTE MEDICI";90
"110026 RIO CRESPO";3
"110028 ROLIM DE MOURA";261
"110029 SANTA LUZIA D'OESTE";35
"110030 VILHENA";760
"110032 SAO MIGUEL DO GUAPORE";127
"110033 NOVA MAMORE";47
"110034 ALVORADA D'OESTE";22
"110037 ALTO ALEGRE DOS PARECIS";45
"110040 ALTO PARAISO";41
"110045 BURITIS";89
"110050 NOVO HORIZONTE DO OESTE";30
"110060 CACAULANDIA";2
"110070 CAMPO NOVO DE RONDONIA";5
"110094 CUJUBIM";64
"110110 ITAPUA DO OESTE";5
"110120 MINISTRO ANDREAZZA";17
"110130 MIRANTE DA SERRA";13
"110140 MONTE NEGRO";26
"110143 NOVA UNIAO";27
"110145 PARECIS";19
"110149 SAO FRANCISCO DO GUAPORE";63
"110150 SERINGUEIRAS";40
"110155 TEIXEIROPOLIS";15
"110160 THEOBROMA";7
"110170 URUPA";12
"110180 VALE DO PARAISO";28
"120005 ASSIS BRASIL";30
"120010 BRASILEIA";225
"120020 CRUZEIRO DO SUL";844
"120030 FEIJO";112
"120034 MANOEL URBANO";52
"120038 PLACIDO DE CASTRO";16
"120040 RIO BRANCO";2237
"120042 RODRIGUES ALVES";11
"120045 SENADOR GUIOMARD";27
"120050 SENA MADUREIRA";167
"120060 TARAUACA";219
"120070 XAPURI";67
"130002 ALVARAES";74
"130006 AMATURA";51
"130010 ANORI";58
"130014 APUI";74
"130030 AUTAZES";79
"130040 BARCELOS";54
"130050 BARREIRINHA";147
"130060 BENJAMIN CONSTANT";124
"130063 BERURI";78
"130068 BOA VISTA DO RAMOS";73
"130070 BOCA DO ACRE";147
"130080 BORBA";172
"130083 CAAPIRANGA";47
"130090 CANUTAMA";30
"130100 CARAUARI";94
"130110 CAREIRO";140
"130120 COARI";369
"130130 CODAJAS";74
"130140 EIRUNEPE";117
"130150 ENVIRA";139
"130160 FONTE BOA";129
"130165 GUAJARA";28
"130170 HUMAITA";150
"130185 IRANDUBA";38
"130190 ITACOATIARA";434
"130200 ITAPIRANGA";46
"130210 JAPURA";49
"130230 JUTAI";79
"130240 LABREA";187
"130250 MANACAPURU";550
"130255 MANAQUIRI";78
"130260 MANAUS";10770
"130270 MANICORE";523
"130290 MAUES";236
"130300 NHAMUNDA";77
"130310 NOVA OLINDA DO NORTE";104
"130320 NOVO AIRAO";71
"130340 PARINTINS";755
"130350 PAUINI";12
"130353 PRESIDENTE FIGUEIREDO";108
"130356 RIO PRETO DA EVA";29
"130370 SANTO ANTONIO DO ICA";129
"130380 SAO GABRIEL DA CACHOEIRA";130
"130390 SAO PAULO DE OLIVENCA";169
"130395 SAO SEBASTIAO DO UATUMA";39
"130400 SILVES";43
"130406 TABATINGA";262
"130410 TAPAUA";29
"130420 TEFE";473
"130423 TONANTINS";58
"130426 UARINI";94
"130430 URUCARA";67
"140005 ALTO ALEGRE";9
"140010 BOA VISTA";3397
"140015 BONFIM";6
"140020 CARACARAI";10
"140023 CAROEBE";11
"140030 MUCAJAI";25
"140040 NORMANDIA";15
"140045 PACARAIMA";42
"140047 RORAINOPOLIS";166
"140050 SAO JOAO DA BALIZA";2
"140060 SAO LUIZ";10
"150010 ABAETETUBA";819
"150013 ABEL FIGUEIREDO";27
"150020 ACARA";109
"150030 AFUA";61
"150034 AGUA AZUL DO NORTE";88
"150040 ALENQUER";368
"150050 ALMEIRIM";143
"150060 ALTAMIRA";745
"150070 ANAJAS";104
"150080 ANANINDEUA";2429
"150085 ANAPU";182
"150090 AUGUSTO CORREA";301
"150095 AURORA DO PARA";106
"150120 BAIAO";60
"150125 BANNACH";12
"150130 BARCARENA";652
"150140 BELEM";9079
"150145 BELTERRA";57
"150157 BOM JESUS DO TOCANTINS";110
"150170 BRAGANCA";851
"150172 BRASIL NOVO";124
"150175 BREJO GRANDE DO ARAGUAIA";47
"150178 BREU BRANCO";105
"150180 BREVES";595
"150190 BUJARU";157
"150200 CACHOEIRA DO ARARI";69
"150210 CAMETA";520
"150215 CANAA DOS CARAJAS";173
"150220 CAPANEMA";291
"150230 CAPITAO POCO";163
"150240 CASTANHAL";1405
"150250 CHAVES";31
"150270 CONCEICAO DO ARAGUAIA";346
"150275 CONCORDIA DO PARA";67
"150276 CUMARU DO NORTE";82
"150277 CURIONOPOLIS";161
"150280 CURRALINHO";116
"150290 CURUCA";80
"150293 DOM ELISEU";141
"150295 ELDORADO DOS CARAJAS";71
"150304 FLORESTA DO ARAGUAIA";118
"150307 GARRAFAO DO NORTE";38
"150309 GOIANESIA DO PARA";87
"150310 GURUPA";143
"150320 IGARAPE-ACU";55
"150330 IGARAPE-MIRI";591
"150340 INHANGAPI";2
"150345 IPIXUNA DO PARA";262
"150350 IRITUIA";45
"150360 ITAITUBA";676
"150370 ITUPIRANGA";132
"150380 JACUNDA";165
"150390 JURUTI";205
"150400 LIMOEIRO DO AJURU";20
"150405 MAE DO RIO";228
"150420 MARABA";1337
"150430 MARACANA";46
"150442 MARITUBA";566
"150445 MEDICILANDIA";109
"150450 MELGACO";84
"150460 MOCAJUBA";148
"150470 MOJU";190
"150480 MONTE ALEGRE";251
"150490 MUANA";161
"150495 NOVA ESPERANCA DO PIRIA";2
"150497 NOVA IPIXUNA";9
"150503 NOVO PROGRESSO";240
"150506 NOVO REPARTIMENTO";159
"150510 OBIDOS";187
"150520 OEIRAS DO PARA";70
"150530 ORIXIMINA";398
"150540 OUREM";100
"150543 OURILANDIA DO NORTE";266
"150548 PACAJA";159
"150549 PALESTINA DO PARA";40
"150550 PARAGOMINAS";525
"150553 PARAUAPEBAS";785
"150555 PAU D'ARCO";23
"150563 PICARRA";61
"150565 PLACAS";120
"150570 PONTA DE PEDRAS";93
"150580 PORTEL";125
"150590 PORTO DE MOZ";162
"150600 PRAINHA";52
"150613 REDENCAO";727
"150616 RIO MARIA";131
"150618 RONDON DO PARA";251
"150619 RUROPOLIS";100
"150620 SALINOPOLIS";167
"150630 SALVATERRA";77
"150640 SANTA CRUZ DO ARARI";33
"150650 SANTA IZABEL DO PARA";111
"150658 SANTA MARIA DAS BARREIRAS";53
"150660 SANTA MARIA DO PARA";40
"150670 SANTANA DO ARAGUAIA";342
"150680 SANTAREM";1832
"150700 SANTO ANTONIO DO TAUA";278
"150715 SAO DOMINGOS DO ARAGUAIA";15
"150720 SAO DOMINGOS DO CAPIM";99
"150730 SAO FELIX DO XINGU";254
"150745 SAO GERALDO DO ARAGUAIA";51
"150747 SAO JOAO DE PIRABAS";66
"150750 SAO JOAO DO ARAGUAIA";22
"150760 SAO MIGUEL DO GUAMA";151
"150770 SAO SEBASTIAO DA BOA VISTA";102
"150775 SAPUCAIA";28
"150780 SENADOR JOSE PORFIRIO";30
"150790 SOURE";150
"150795 TAILANDIA";348
"150797 TERRA SANTA";53
"150800 TOME-ACU";351
"150803 TRACUATEUA";77
"150805 TRAIRAO";105
"150808 TUCUMA";354
"150810 TUCURUI";251
"150812 ULIANOPOLIS";161
"150815 URUARA";345
"150820 VIGIA";100
"150830 VISEU";221
"150835 VITORIA DO XINGU";118
"150840 XINGUARA";192
"160005 SERRA DO NAVIO";2
"160015 PEDRA BRANCA DO AMAPARI";17
"160020 CALCOENE";15
"160027 LARANJAL DO JARI";486
"160030 MACAPA";2502
"160040 MAZAGAO";4
"160050 OIAPOQUE";192
"160053 PORTO GRANDE";17
"160060 SANTANA";133
"160070 TARTARUGALZINHO";9
"170070 ALVORADA";41
"170100 ANANAS";6
"170190 ARAGUACEMA";32
"170200 ARAGUACU";25
"170210 ARAGUAINA";1947
"170220 ARAGUATINS";50
"170230 ARAPOEMA";52
"170240 ARRAIAS";70
"170255 AUGUSTINOPOLIS";266
"170550 COLINAS DO TOCANTINS";155
"170700 DIANOPOLIS";84
"170710 DIVINOPOLIS DO TOCANTINS";14
"170820 FORMOSO DO ARAGUAIA";34
"170900 GOIATINS";6
"170930 GUARAI";130
"170950 GURUPI";498
"171320 MIRACEMA DO TOCANTINS";260
"171360 MONTE DO CARMO";5
"171420 NATIVIDADE";11
"171575 PALMEIROPOLIS";6
"171610 PARAISO DO TOCANTINS";196
"171620 PARANA";19
"171650 PEDRO AFONSO";64
"171660 PEIXE";34
"171750 PIUM";49
"171790 PONTE ALTA DO TOCANTINS";8
"171820 PORTO NACIONAL";298
"172065 SILVANOPOLIS";10
"172090 TAGUATINGA";69
"172100 PALMAS";2520
"172120 TOCANTINOPOLIS";119
"172210 XAMBIOA";70
"210005 ACAILANDIA";550
"210010 AFONSO CUNHA";87
"210020 ALCANTARA";66
"210030 ALDEIAS ALTAS";75
"210043 ALTO ALEGRE DO MARANHAO";151
"210047 ALTO ALEGRE DO PINDARE";154
"210060 AMARANTE DO MARANHAO";282
"210080 ANAPURUS";71
"210083 APICUM-ACU";99
"210095 ARAME";177
"210100 ARARI";61
"210110 AXIXA";10
"210120 BACABAL";869
"210125 BACABEIRA";27
"210130 BACURI";114
"210140 BALSAS";702
"210150 BARAO DE GRAJAU";30
"210160 BARRA DO CORDA";244
"210170 BARREIRINHAS";339
"210177 BELA VISTA DO MARANHAO";46
"210190 BEQUIMAO";51
"210193 BERNARDO DO MEARIM";24
"210200 BOM JARDIM";211
"210203 BOM JESUS DAS SELVAS";109
"210210 BREJO";151
"210230 BURITI BRAVO";128
"210232 BURITICUPU";202
"210240 CAJAPIO";36
"210250 CAJARI";22
"210260 CANDIDO MENDES";33
"210270 CANTANHEDE";56
"210280 CAROLINA";162
"210290 CARUTAPERA";164
"210300 CAXIAS";1089
"210310 CEDRAL";65
"210312 CENTRAL DO MARANHAO";26
"210320 CHAPADINHA";452
"210325 CIDELANDIA";80
"210330 CODO";434
"210340 COELHO NETO";206
"210350 COLINAS";550
"210355 CONCEICAO DO LAGO-ACU";75
"210360 COROATA";513
"210370 CURURUPU";441
"210380 DOM PEDRO";68
"210400 ESPERANTINOPOLIS";116
"210405 ESTREITO";188
"210407 FEIRA NOVA DO MARANHAO";56
"210408 FERNANDO FALCAO";21
"210409 FORMOSA DA SERRA NEGRA";59
"210410 FORTALEZA DOS NOGUEIRAS";66
"210420 FORTUNA";77
"210440 GONCALVES DIAS";128
"210450 GOVERNADOR ARCHER";71
"210455 GOVERNADOR EDISON LOBAO";18
"210460 GOVERNADOR EUGENIO BARROS";89
"210462 GOVERNADOR LUIZ ROCHA";48
"210465 GOVERNADOR NEWTON BELLO";49
