Febre de Chikungunya - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Todos os casos por Município de residência
Período:2025
"Município de residência";"Todos_os_casos"
"150808 TUCUMA";1
"150810 TUCURUI";1
"150815 URUARA";53
"150820 VIGIA";1
"160020 CALCOENE";2
"160030 MACAPA";15
"160040 MAZAGAO";122
"160050 OIAPOQUE";2
"160060 SANTANA";4
"160070 TARTARUGALZINHO";2
"170030 AGUIARNOPOLIS";22
"170040 ALMAS";1
"170105 ANGICO";1
"170110 APARECIDA DO RIO NEGRO";1
"170130 ARAGOMINAS";4
"170190 ARAGUACEMA";1
"170200 ARAGUACU";3
"170210 ARAGUAINA";67
"170220 ARAGUATINS";4
"170230 ARAPOEMA";3
"170240 ARRAIAS";1
"170300 BABACULANDIA";2
"170310 BARROLANDIA";2
"170360 BRASILANDIA DO TOCANTINS";1
"170380 BURITI DO TOCANTINS";1
"170384 CAMPOS LINDOS";2
"170388 CARMOLANDIA";13
"170390 CASEARA";2
"170460 CHAPADA DE AREIA";1
"170510 CHAPADA DA NATIVIDADE";1
"170550 COLINAS DO TOCANTINS";90
"170555 COMBINADO";1
"170560 CONCEICAO DO TOCANTINS";3
"170650 DARCINOPOLIS";1
"170700 DIANOPOLIS";1
"170710 DIVINOPOLIS DO TOCANTINS";1
"170720 DOIS IRMAOS DO TOCANTINS";2
"170770 FILADELFIA";1
"170820 FORMOSO DO ARAGUAIA";4
"170930 GUARAI";6
"170950 GURUPI";33
"171090 ITAPIRATINS";1
"171110 ITAPORA DO TOCANTINS";2
"171180 JUARINA";6
"171190 LAGOA DA CONFUSAO";4
"171195 LAGOA DO TOCANTINS";1
"171200 LAJEADO";1
"171320 MIRACEMA DO TOCANTINS";74
"171330 MIRANORTE";1
"171360 MONTE DO CARMO";2
"171370 MONTE SANTO DO TOCANTINS";2
"171420 NATIVIDADE";3
"171488 NOVA OLINDA";27
"171575 PALMEIROPOLIS";1
"171610 PARAISO DO TOCANTINS";69
"171620 PARANA";1
"171630 PAU D'ARCO";1
"171650 PEDRO AFONSO";2
"171670 COLMEIA";1
"171700 PINDORAMA DO TOCANTINS";1
"171750 PIUM";2
"171800 PORTO ALEGRE DO TOCANTINS";1
"171820 PORTO NACIONAL";110
"171840 PRESIDENTE KENNEDY";2
"171845 PUGMIL";1
"171880 SAMPAIO";1
"171884 SANDOLANDIA";1
"171886 SANTA FE DO ARAGUAIA";2
"172025 SAO SALVADOR DO TOCANTINS";1
"172049 SAO VALERIO";1
"172065 SILVANOPOLIS";1
"172090 TAGUATINGA";5
"172100 PALMAS";375
"172110 TOCANTINIA";1
"172120 TOCANTINOPOLIS";13
"172208 WANDERLANDIA";2
"172210 XAMBIOA";1
"210005 ACAILANDIA";18
"210043 ALTO ALEGRE DO MARANHAO";1
"210060 AMARANTE DO MARANHAO";1
"210070 ANAJATUBA";1
"210080 ANAPURUS";1
"210100 ARARI";7
"210110 AXIXA";2
"210120 BACABAL";3
"210125 BACABEIRA";6
"210130 BACURI";1
"210140 BALSAS";99
"210160 BARRA DO CORDA";2
"210170 BARREIRINHAS";2
"210200 BOM JARDIM";2
"210203 BOM JESUS DAS SELVAS";1
"210207 BOM LUGAR";1
"210220 BURITI";1
"210230 BURITI BRAVO";5
"210232 BURITICUPU";1
"210235 BURITIRANA";1
"210250 CAJARI";1
"210255 CAMPESTRE DO MARANHAO";1
"210270 CANTANHEDE";4
"210280 CAROLINA";1
"210300 CAXIAS";7
"210320 CHAPADINHA";3
"210330 CODO";2
"210340 COELHO NETO";1
"210350 COLINAS";2
"210355 CONCEICAO DO LAGO-ACU";1
"210360 COROATA";15
"210370 CURURUPU";21
"210375 DAVINOPOLIS";1
"210408 FERNANDO FALCAO";1
"210467 GOVERNADOR NUNES FREIRE";1
"210500 HUMBERTO DE CAMPOS";1
"210530 IMPERATRIZ";9
"210540 ITAPECURU MIRIM";3
"210542 ITINGA DO MARANHAO";1
"210550 JOAO LISBOA";2
"210560 JOSELANDIA";1
"210565 JUNCO DO MARANHAO";3
"210570 LAGO DA PEDRA";2
"210592 LAGOA DO MATO";1
"210600 LIMA CAMPOS";2
"210632 MARACACUME";1
"210660 MATOES";2
"210663 MATOES DO NORTE";1
"210700 MONTES ALTOS";1
"210735 NOVA OLINDA DO MARANHAO";1
"210740 OLHO D'AGUA DAS CUNHAS";1
"210750 PACO DO LUMIAR";14
"210770 PARAIBANO";8
"210800 PASTOS BONS";3
"210805 PAULINO NEVES";1
"210810 PAULO RAMOS";1
"210820 PEDREIRAS";2
"210845 PERITORO";1
"210850 PINDARE-MIRIM";4
"210860 PINHEIRO";5
"210910 PRESIDENTE DUTRA";1
"210930 PRESIDENTE VARGAS";1
"210945 RAPOSA";28
"210960 ROSARIO";1
"210970 SAMBAIBA";7
"210980 SANTA HELENA";1
"210990 SANTA INES";77
"211003 SANTA LUZIA DO PARUA";1
"211020 SANTA RITA";1
"211050 SAO BENTO";2
"211070 SAO DOMINGOS DO MARANHAO";1
"211085 SAO FRANCISCO DO BREJAO";2
"211100 SAO JOAO BATISTA";1
"211105 SAO JOAO DO PARAISO";1
"211107 SAO JOAO DO SOTER";1
"211120 SAO JOSE DE RIBAMAR";51
"211130 SAO LUIS";369
"211140 SAO LUIS GONZAGA DO MARANHAO";1
"211150 SAO MATEUS DO MARANHAO";1
"211167 SAO ROBERTO";1
"211180 SITIO NOVO";4
"211190 SUCUPIRA DO NORTE";1
"211195 SUCUPIRA DO RIACHAO";1
"211220 TIMON";69
"211250 TUTOIA";1
"211260 URBANO SANTOS";4
"211270 VARGEM GRANDE";1
"211280 VIANA";4
"211290 VITORIA DO MEARIM";4
"211300 VITORINO FREIRE";4
"211400 ZE DOCA";6
"220027 ALEGRETE DO PIAUI";1
"220040 ALTOS";3
"220050 AMARANTE";7
"220090 AROAZES";1
"220115 BAIXA GRANDE DO RIBEIRO";2
"220120 BARRAS";7
"220140 BARRO DURO";1
"220160 BENEDITINOS";1
"220198 BREJO DO PIAUI";1
"220202 BURITI DOS MONTES";1
"220210 CAMPINAS DO PIAUI";1
"220230 CANTO DO BURITI";1
"220240 CAPITAO DE CAMPOS";77
"220260 CASTELO DO PIAUI";2
"220270 COCAL";2
"220271 COCAL DE TELHA";85
"220273 COIVARAS";1
"220277 COLONIA DO PIAUI";1
"220290 CORRENTE";1
"220310 CRISTINO CASTRO";76
"220320 CURIMATA";1
"220325 CURRALINHOS";13
"220330 DEMERVAL LOBAO";1
"220350 ELESBAO VELOSO";2
"220390 FLORIANO";1
"220465 ILHA GRANDE";5
"220470 INHUMA";1
"220480 IPIRANGA DO PIAUI";2
"220527 JATOBA DO PIAUI";1
"220550 JOSE DE FREITAS";21
"220570 LUIS CORREIA";1
"220580 LUZILANDIA";1
"220670 NAZARE DO PIAUI";1
"220680 NOSSA SENHORA DOS REMEDIOS";1
"220750 PALMEIRAIS";2
"220770 PARNAIBA";5
"220775 PASSAGEM FRANCA DO PIAUI";1
"220800 PICOS";5
"220840 PIRIPIRI";8
"220930 SANTA LUZ";1
"220955 SAO BRAZ DO PIAUI";1
"220970 SAO FRANCISCO DO PIAUI";1
"221038 SAO MIGUEL DA BAIXA GRANDE";1
"221050 SAO PEDRO DO PIAUI";5
"221095 TAMBORIL DO PIAUI";2
"221097 TANQUE DO PIAUI";2
"221100 TERESINA";221
"221110 UNIAO";1
"221120 URUCUI";1
"230010 ABAIARA";34
"230020 ACARAU";9
"230030 ACOPIARA";6
"230050 ALCANTARAS";11
"230060 ALTANEIRA";1
"230070 ALTO SANTO";1
"230075 AMONTADA";5
"230080 ANTONINA DO NORTE";3
"230090 APUIARES";1
"230100 AQUIRAZ";6
"230110 ARACATI";88
"230120 ARACOIABA";8
"230130 ARARIPE";2
"230140 ARATUBA";484
"230150 ARNEIROZ";9
"230160 ASSARE";1
"230170 AURORA";1
"230185 BANABUIU";8
"230190 BARBALHA";137
"230200 BARRO";19
"230205 BARROQUINHA";3
"230210 BATURITE";40
"230220 BEBERIBE";6
"230240 BOA VIAGEM";3
"230250 BREJO SANTO";107
"230260 CAMOCIM";1
"230270 CAMPOS SALES";103
"230280 CANINDE";6
"230300 CARIDADE";4
"230310 CARIRE";7
"230320 CARIRIACU";4
"230330 CARIUS";7
"230350 CASCAVEL";54
"230360 CATARINA";3
"230365 CATUNDA";2
"230370 CAUCAIA";116
"230380 CEDRO";25
"230400 COREAU";7
"230410 CRATEUS";2
"230420 CRATO";7
"230425 CRUZ";1
"230428 EUSEBIO";3
"230430 FARIAS BRITO";6
"230440 FORTALEZA";203
"230445 FORTIM";41
"230470 GRANJA";1
"230480 GRANJEIRO";1
"230490 GROAIRAS";1
"230495 GUAIUBA";1
"230500 GUARACIABA DO NORTE";5
"230510 GUARAMIRANGA";5
"230520 HIDROLANDIA";3
"230523 HORIZONTE";1
"230526 IBARETAMA";2
"230535 ICAPUI";10
"230540 ICO";39
"230550 IGUATU";20
"230560 INDEPENDENCIA";2
"230600 IRACEMA";12
"230610 IRAUCUBA";9
"230620 ITAICABA";32
"230625 ITAITINGA";3
"230630 ITAPAGE";1
"230640 ITAPIPOCA";33
"230650 ITAPIUNA";9
"230655 ITAREMA";1
"230660 ITATIRA";1
"230680 JAGUARIBARA";14
"230690 JAGUARIBE";9
"230700 JAGUARUANA";1
"230710 JARDIM";223
"230720 JATI";100
"230725 JIJOCA DE JERICOACOARA";6
"230730 JUAZEIRO DO NORTE";23
"230740 JUCAS";58
"230750 LAVRAS DA MANGABEIRA";5
"230760 LIMOEIRO DO NORTE";11
"230765 MARACANAU";28
"230770 MARANGUAPE";50
"230800 MASSAPE";4
"230810 MAURITI";16
"230820 MERUOCA";32
"230830 MILAGRES";129
"230835 MILHA";2
"230837 MIRAIMA";2
"230840 MISSAO VELHA";2
"230850 MOMBACA";1
"230860 MONSENHOR TABOSA";2
"230870 MORADA NOVA";8
"230880 MORAUJO";1
"230900 MUCAMBO";22
"230910 MULUNGU";10
"230920 NOVA OLINDA";5
"230930 NOVA RUSSAS";27
"230945 OCARA";7
"230950 OROS";2
"230960 PACAJUS";2
"230970 PACATUBA";12
"230980 PACOTI";77
"230990 PACUJA";7
"231000 PALHANO";5
"231010 PALMACIA";2
"231020 PARACURU";4
"231050 PEDRA BRANCA";1
"231060 PENAFORTE";153
"231080 PEREIRO";8
"231090 PIQUET CARNEIRO";12
"231110 PORTEIRAS";69
"231130 QUIXADA";4
"231135 QUIXELO";2
"231140 QUIXERAMOBIM";2
"231150 QUIXERE";11
"231160 REDENCAO";3
"231170 RERIUTABA";20
"231180 RUSSAS";120
"231195 SALITRE";12
"231200 SANTANA DO ACARAU";5
"231210 SANTANA DO CARIRI";37
"231220 SANTA QUITERIA";5
"231230 SAO BENEDITO";9
"231240 SAO GONCALO DO AMARANTE";6
"231250 SAO JOAO DO JAGUARIBE";1
"231270 SENADOR POMPEU";2
"231280 SENADOR SA";2
"231290 SOBRAL";53
"231300 SOLONOPOLE";1
"231310 TABULEIRO DO NORTE";1
"231330 TAUA";3
"231395 VARJOTA";12
"231400 VARZEA ALEGRE";7
"231410 VICOSA DO CEARA";4
"240020 ACU";13
"240030 AFONSO BEZERRA";11
"240040 AGUA NOVA";12
"240070 ALTO DO RODRIGUES";1
"240100 APODI";1
"240110 AREIA BRANCA";3
"240120 ARES";6
"240140 BAIA FORMOSA";31
"240145 BARAUNA";1
"240170 BOM JESUS";6
"240180 BREJINHO";7
"240190 CAICARA DO RIO DO VENTO";7
"240200 CAICO";50
"240210 CAMPO REDONDO";12
"240220 CANGUARETAMA";2
"240230 CARAUBAS";1
"240240 CARNAUBA DOS DANTAS";8
"240250 CARNAUBAIS";1
"240260 CEARA-MIRIM";21
"240280 CORONEL EZEQUIEL";5
"240290 CORONEL JOAO PESSOA";1
"240310 CURRAIS NOVOS";2
"240320 DOUTOR SEVERIANO";22
"240325 PARNAMIRIM";136
"240330 ENCANTO";4
"240350 ESPIRITO SANTO";2
"240360 EXTREMOZ";159
"240370 FELIPE GUERRA";2
"240380 FLORANIA";17
"240400 FRUTUOSO GOMES";3
"240410 GALINHOS";1
"240420 GOIANINHA";5
"240430 GOVERNADOR DIX-SEPT ROSADO";2
"240450 GUAMARE";19
"240480 IPUEIRA";1
"240490 ITAU";1
"240510 JANDAIRA";9
"240520 JANDUIS";1
"240560 JARDIM DE PIRANHAS";3
"240580 JOAO CAMARA";8
"240600 JOSE DA PENHA";13
"240620 LAGOA D'ANTA";1
"240640 LAGOA DE VELHOS";3
"240670 LAJES";2
"240680 LAJES PINTADAS";6
"240690 LUCRECIA";19
"240700 LUIS GOMES";6
"240710 MACAIBA";8
"240720 MACAU";1
"240725 MAJOR SALES";4
"240730 MARCELINO VIEIRA";7
"240760 MESSIAS TARGINO";1
"240770 MONTANHAS";8
"240780 MONTE ALEGRE";1
"240800 MOSSORO";167
"240810 NATAL";163
"240820 NISIA FLORESTA";4
"240830 NOVA CRUZ";8
"240850 OURO BRANCO";1
"240860 PARANA";49
"240880 PARAZINHO";5
"240890 PARELHAS";6
"240895 RIO DO FOGO";1
"240910 PASSA E FICA";3
"240920 PASSAGEM";8
"240933 SANTA MARIA";10
"240940 PAU DOS FERROS";5
"240950 PEDRA GRANDE";3
"240960 PEDRA PRETA";6
"240970 PEDRO AVELINO";8
"240980 PEDRO VELHO";3
"240990 PENDENCIAS";2
"241000 PILOES";2
"241010 POCO BRANCO";33
"241030 SERRA CAIADA";5
"241040 PUREZA";1
"241050 RAFAEL FERNANDES";3
"241105 TIBAU";2
"241120 SANTA CRUZ";24
"241140 SANTANA DO MATOS";3
"241150 SANTO ANTONIO";6
"241160 SAO BENTO DO NORTE";3
"241170 SAO BENTO DO TRAIRI";1
"241190 SAO FRANCISCO DO OESTE";1
"241200 SAO GONCALO DO AMARANTE";7
"241210 SAO JOAO DO SABUGI";6
"241220 SAO JOSE DE MIPIBU";10
"241230 SAO JOSE DO CAMPESTRE";12
"241240 SAO JOSE DO SERIDO";12
"241255 SAO MIGUEL DO GOSTOSO";5
"241260 SAO PAULO DO POTENGI";5
"241280 SAO RAFAEL";5
"241290 SAO TOME";3
"241300 SAO VICENTE";8
"241330 SERRA DE SAO BENTO";1
"241340 SERRA NEGRA DO NORTE";2
"241350 SERRINHA";2
"241355 SERRINHA DOS PINTOS";70
"241360 SEVERIANO MELO";2
"241370 SITIO NOVO";1
"241380 TABOLEIRO GRANDE";5
"241390 TAIPU";5
"241400 TANGARA";2
"241410 TENENTE ANANIAS";281
"241420 TIBAU DO SUL";11
"241440 TOUROS";6
"241445 TRIUNFO POTIGUAR";9
"241450 UMARIZAL";4
"241460 UPANEMA";1
"241470 VARZEA";1
"250010 AGUA BRANCA";5
"250030 ALAGOA GRANDE";10
"250040 ALAGOA NOVA";152
"250050 ALAGOINHA";5
"250053 ALCANTIL";3
"250060 ALHANDRA";1
"250073 AMPARO";1
"250100 ARARUNA";1
"250110 AREIA";64
"250130 AROEIRAS";3
"250150 BANANEIRAS";47
"250170 BARRA DE SAO MIGUEL";3
"250180 BAYEUX";4
"250190 BELEM";1
"250210 BOA VENTURA";3
"250215 BOA VISTA";5
"250250 BOQUEIRAO";1
"250270 BORBOREMA";2
"250290 BREJO DOS SANTOS";1
"250300 CAAPORA";9
"250320 CABEDELO";3
"250340 CACIMBA DE AREIA";1
"250370 CAJAZEIRAS";6
"250380 CALDAS BRANDAO";1
"250390 CAMALAU";1
"250400 CAMPINA GRANDE";1471
"250403 CAPIM";1
"250430 CATOLE DO ROCHA";4
"250435 CATURITE";1
"250460 CONDE";1
"250480 COREMAS";2
"250485 COXIXOLA";1
"250500 CUBATI";7
"250510 CUITE";4
"250590 EMAS";1
"250610 FAGUNDES";2
"250630 GUARABIRA";3
"250650 GURJAO";1
"250710 ITAPOROROCA";1
"250750 JOAO PESSOA";136
"250760 JUAREZ TAVORA";2
"250770 JUAZEIRINHO";1
"250800 JURU";2
"250820 LAGOA DE DENTRO";1
"250830 LAGOA SECA";11
"250905 MARCACAO";1
"250910 MARI";1
"250920 MASSARANDUBA";10
"250933 MATINHAS";32
"250940 MOGEIRO";2
"250970 MONTEIRO";12
"250990 NATUBA";23
"251010 NOVA FLORESTA";1
"251030 NOVA PALMEIRA";1
"251050 OLIVEDOS";2
"251060 OURO VELHO";1
"251080 PATOS";3
"251130 PIANCO";2
"251140 PICUI";7
"251150 PILAR";2
"251160 PILOES";1
"251180 PIRPIRITUBA";1
"251190 PITIMBU";2
"251200 POCINHOS";1
"251210 POMBAL";2
"251220 PRATA";2
"251230 PRINCESA ISABEL";1
"251240 PUXINANA";7
"251250 QUEIMADAS";6
"251270 REMIGIO";1
"251272 PEDRO REGIS";2
"251274 RIACHAO";1
"251278 RIACHO DE SANTO ANTONIO";11
"251290 RIO TINTO";1
"251315 SANTA CECILIA";2
"251335 SANTA INES";1
"251370 SANTA RITA";2
"251385 SANTO ANDRE";1
"251390 SAO BENTO";1
"251400 SAO JOAO DO CARIRI";1
"251410 SAO JOAO DO TIGRE";2
"251420 SAO JOSE DA LAGOA TAPADA";1
"251465 SAO JOSE DO BREJO DO CRUZ";1
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";14
"251520 SAO SEBASTIAO DO UMBUZEIRO";1
"251530 SAPE";2
"251540 SAO VICENTE DO SERIDO";1
"251550 SERRA BRANCA";1
"251560 SERRA DA RAIZ";1
"251580 SERRA REDONDA";2
"251590 SERRARIA";4
"251593 SERTAOZINHO";1
"251600 SOLANEA";4
"251610 SOLEDADE";6
"251620 SOUSA";2
"251630 SUME";3
"251640 TACIMA";1
"251650 TAPEROA";4
"251670 TEIXEIRA";1
"251690 UIRAUNA";1
"251710 VARZEA";2
"260005 ABREU E LIMA";19
"260020 AFRANIO";2
"260030 AGRESTINA";4
"260040 AGUA PRETA";3
"260060 ALAGOINHA";18
"260070 ALIANCA";6
"260080 ALTINHO";3
"260090 AMARAJI";1
"260105 ARACOIABA";2
"260110 ARARIPINA";32
"260120 ARCOVERDE";4
"260130 BARRA DE GUABIRABA";7
"260140 BARREIROS";6
"260160 BELEM DE SAO FRANCISCO";7
"260190 BEZERROS";12
"260200 BODOCO";1
"260210 BOM CONSELHO";3
"260220 BOM JARDIM";3
"260230 BONITO";2
"260260 BREJO DA MADRE DE DEUS";4
"260280 BUIQUE";28
"260290 CABO DE SANTO AGOSTINHO";51
"260300 CABROBO";7
"260310 CACHOEIRINHA";1
"260320 CAETES";2
"260345 CAMARAGIBE";37
"260350 CAMOCIM DE SAO FELIX";2
"260360 CAMUTANGA";4
"260370 CANHOTINHO";1
"260390 CARNAIBA";1
"260400 CARPINA";3
"260410 CARUARU";68
"260415 CASINHAS";27
"260430 CEDRO";7
"260440 CHA DE ALEGRIA";1
"260450 CHA GRANDE";2
"260460 CONDADO";20
"260470 CORRENTES";3
"260500 CUPIRA";9
"260510 CUSTODIA";18
"260515 DORMENTES";6
"260520 ESCADA";4
"260530 EXU";8
"260540 FEIRA NOVA";4
"260545 FERNANDO DE NORONHA";3
"260550 FERREIROS";5
"260570 FLORESTA";2
"260580 FREI MIGUELINHO";2
"260590 GAMELEIRA";8
"260600 GARANHUNS";21
"260620 GOIANA";76
"260630 GRANITO";2
"260640 GRAVATA";85
"260680 IGARASSU";10
"260700 INAJA";1
"260720 IPOJUCA";354
"260730 IPUBI";1
"260740 ITACURUBA";2
"260750 ITAIBA";1
"260760 ILHA DE ITAMARACA";19
"260765 ITAMBE";1
"260770 ITAPETIM";1
"260775 ITAPISSUMA";1
"260780 ITAQUITINGA";11
"260790 JABOATAO DOS GUARARAPES";114
"260800 JATAUBA";15
"260810 JOAO ALFREDO";1
"260840 JUREMA";2
"260845 LAGOA DO CARRO";3
"260850 LAGOA DE ITAENGA";2
"260875 LAGOA GRANDE";9
"260880 LAJEDO";4
"260890 LIMOEIRO";14
"260900 MACAPARANA";13
"260910 MACHADOS";4
"260915 MANARI";3
"260930 MIRANDIBA";4
"260940 MORENO";2
"260950 NAZARE DA MATA";3
"260960 OLINDA";104
"260970 OROBO";1
"260980 OROCO";1
"261000 PALMARES";11
"261040 PARNAMIRIM";4
"261050 PASSIRA";2
"261060 PAUDALHO";13
"261070 PAULISTA";253
"261080 PEDRA";2
"261090 PESQUEIRA";10
"261110 PETROLINA";48
"261120 POCAO";2
"261130 POMBOS";2
"261150 QUIPAPA";54
"261160 RECIFE";655
"261170 RIACHO DAS ALMAS";1
"261190 RIO FORMOSO";142
"261220 SALGUEIRO";19
"261240 SANHARO";3
"261250 SANTA CRUZ DO CAPIBARIBE";14
"261300 SAO BENTO DO UNA";38
"261310 SAO CAITANO";34
"261320 SAO JOAO";1
"261330 SAO JOAQUIM DO MONTE";7
"261350 SAO JOSE DO BELMONTE";6
"261360 SAO JOSE DO EGITO";1
"261370 SAO LOURENCO DA MATA";83
"261380 SAO VICENTE FERRER";34
"261390 SERRA TALHADA";4
"261400 SERRITA";117
"261410 SERTANIA";8
"261420 SIRINHAEM";6
"261450 SURUBIM";1
"261460 TABIRA";1
"261485 TAMANDARE";1
"261500 TAQUARITINGA DO NORTE";1
"261510 TEREZINHA";2
"261520 TERRA NOVA";6
"261530 TIMBAUBA";20
"261540 TORITAMA";1
"261560 TRINDADE";8
"261570 TRIUNFO";1
"261580 TUPANATINGA";2
"261610 VERDEJANTE";4
"261618 VERTENTE DO LERIO";2
"261620 VERTENTES";10
"261630 VICENCIA";2
"261640 VITORIA DE SANTO ANTAO";28
