 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Nov/2020
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";84
"110002 ARIQUEMES";540
"110003 CABIXI";10
"110004 CACOAL";592
"110005 CEREJEIRAS";58
"110006 COLORADO DO OESTE";24
"110008 COSTA MARQUES";17
"110009 ESPIGAO D'OESTE";102
"110010 GUAJARA-MIRIM";226
"110011 JARU";220
"110012 JI-PARANA";511
"110013 MACHADINHO D'OESTE";134
"110014 NOVA BRASILANDIA D'OESTE";30
"110015 OURO PRETO DO OESTE";233
"110018 PIMENTA BUENO";187
"110020 PORTO VELHO";4468
"110025 PRESIDENTE MEDICI";57
"110026 RIO CRESPO";3
"110028 ROLIM DE MOURA";275
"110029 SANTA LUZIA D'OESTE";30
"110030 VILHENA";835
"110032 SAO MIGUEL DO GUAPORE";108
"110033 NOVA MAMORE";53
"110034 ALVORADA D'OESTE";34
"110037 ALTO ALEGRE DOS PARECIS";31
"110040 ALTO PARAISO";22
"110045 BURITIS";97
"110050 NOVO HORIZONTE DO OESTE";19
"110060 CACAULANDIA";3
"110094 CUJUBIM";56
"110110 ITAPUA DO OESTE";2
"110120 MINISTRO ANDREAZZA";12
"110130 MIRANTE DA SERRA";18
"110140 MONTE NEGRO";22
"110143 NOVA UNIAO";5
"110145 PARECIS";21
"110146 PIMENTEIRAS DO OESTE";12
"110149 SAO FRANCISCO DO GUAPORE";56
"110150 SERINGUEIRAS";51
"110155 TEIXEIROPOLIS";9
"110160 THEOBROMA";4
"110170 URUPA";16
"110180 VALE DO PARAISO";10
"120005 ASSIS BRASIL";19
"120010 BRASILEIA";146
"120020 CRUZEIRO DO SUL";698
"120030 FEIJO";34
"120034 MANOEL URBANO";21
"120035 MARECHAL THAUMATURGO";52
"120038 PLACIDO DE CASTRO";11
"120040 RIO BRANCO";2230
"120042 RODRIGUES ALVES";39
"120045 SENADOR GUIOMARD";11
"120050 SENA MADUREIRA";179
"120060 TARAUACA";135
