 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Dez/2016
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";128
"110002 ARIQUEMES";463
"110003 CABIXI";26
"110004 CACOAL";927
"110005 CEREJEIRAS";108
"110006 COLORADO DO OESTE";71
"110008 COSTA MARQUES";17
"110009 ESPIGAO D'OESTE";110
"110010 GUAJARA-MIRIM";274
"110011 JARU";206
"110012 JI-PARANA";681
"110014 NOVA BRASILANDIA D'OESTE";115
"110015 OURO PRETO DO OESTE";219
"110018 PIMENTA BUENO";199
"110020 PORTO VELHO";3367
"110025 PRESIDENTE MEDICI";79
"110028 ROLIM DE MOURA";209
"110029 SANTA LUZIA D'OESTE";63
"110030 VILHENA";721
"110032 SAO MIGUEL DO GUAPORE";137
"110033 NOVA MAMORE";22
"110034 ALVORADA D'OESTE";32
"110037 ALTO ALEGRE DOS PARECIS";55
"110040 ALTO PARAISO";9
"110045 BURITIS";62
"110050 NOVO HORIZONTE DO OESTE";29
"110060 CACAULANDIA";1
"110070 CAMPO NOVO DE RONDONIA";24
"110094 CUJUBIM";34
"110100 GOVERNADOR JORGE TEIXEIRA";4
"110120 MINISTRO ANDREAZZA";11
"110130 MIRANTE DA SERRA";29
"110143 NOVA UNIAO";1
"110145 PARECIS";11
"110146 PIMENTEIRAS DO OESTE";13
"110149 SAO FRANCISCO DO GUAPORE";84
"110150 SERINGUEIRAS";27
"110155 TEIXEIROPOLIS";8
"110170 URUPA";11
"110175 VALE DO ANARI";21
"110180 VALE DO PARAISO";7
"120001 ACRELANDIA";13
"120010 BRASILEIA";196
"120020 CRUZEIRO DO SUL";682
"120033 MANCIO LIMA";93
"120034 MANOEL URBANO";69
"120038 PLACIDO DE CASTRO";36
"120039 PORTO WALTER";15
"120040 RIO BRANCO";2102
"120042 RODRIGUES ALVES";19
"120043 SANTA ROSA DO PURUS";8
"120045 SENADOR GUIOMARD";81
"120050 SENA MADUREIRA";236
"120060 TARAUACA";95
"120070 XAPURI";70
"130002 ALVARAES";40
"130014 APUI";86
"130020 ATALAIA DO NORTE";35
"130050 BARREIRINHA";77
"130060 BENJAMIN CONSTANT";64
"130063 BERURI";149
"130068 BOA VISTA DO RAMOS";67
"130070 BOCA DO ACRE";43
"130080 BORBA";68
"130083 CAAPIRANGA";13
"130090 CANUTAMA";13
"130110 CAREIRO";5
"130120 COARI";188
"130130 CODAJAS";15
"130150 ENVIRA";157
"130160 FONTE BOA";100
"130170 HUMAITA";186
"130180 IPIXUNA";91
"130185 IRANDUBA";41
"130190 ITACOATIARA";271
"130220 JURUA";41
"130250 MANACAPURU";116
"130255 MANAQUIRI";54
"130260 MANAUS";8778
"130270 MANICORE";263
"130280 MARAA";8
"130290 MAUES";141
"130300 NHAMUNDA";37
"130340 PARINTINS";455
"130353 PRESIDENTE FIGUEIREDO";63
"130356 RIO PRETO DA EVA";18
"130370 SANTO ANTONIO DO ICA";128
