 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Set/2017
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";163
"110002 ARIQUEMES";517
"110003 CABIXI";26
"110004 CACOAL";1317
"110005 CEREJEIRAS";101
"110006 COLORADO DO OESTE";75
"110008 COSTA MARQUES";37
"110009 ESPIGAO D'OESTE";116
"110010 GUAJARA-MIRIM";259
"110011 JARU";142
"110012 JI-PARANA";633
"110013 MACHADINHO D'OESTE";114
"110014 NOVA BRASILANDIA D'OESTE";84
"110015 OURO PRETO DO OESTE";154
"110018 PIMENTA BUENO";228
"110020 PORTO VELHO";2925
"110025 PRESIDENTE MEDICI";82
"110026 RIO CRESPO";11
"110028 ROLIM DE MOURA";382
"110029 SANTA LUZIA D'OESTE";58
"110030 VILHENA";833
"110032 SAO MIGUEL DO GUAPORE";133
"110033 NOVA MAMORE";33
"110034 ALVORADA D'OESTE";41
"110037 ALTO ALEGRE DOS PARECIS";33
"110040 ALTO PARAISO";25
"110045 BURITIS";21
"110050 NOVO HORIZONTE DO OESTE";45
"110060 CACAULANDIA";8
"110070 CAMPO NOVO DE RONDONIA";7
"110094 CUJUBIM";168
"110110 ITAPUA DO OESTE";17
"110120 MINISTRO ANDREAZZA";20
"110130 MIRANTE DA SERRA";14
"110140 MONTE NEGRO";6
"110143 NOVA UNIAO";4
"110145 PARECIS";21
"110146 PIMENTEIRAS DO OESTE";10
"110149 SAO FRANCISCO DO GUAPORE";126
"110150 SERINGUEIRAS";57
"110155 TEIXEIROPOLIS";4
"110160 THEOBROMA";13
"110170 URUPA";26
"110175 VALE DO ANARI";7
"110180 VALE DO PARAISO";10
"120001 ACRELANDIA";5
"120005 ASSIS BRASIL";49
"120010 BRASILEIA";216
"120020 CRUZEIRO DO SUL";573
"120030 FEIJO";44
"120033 MANCIO LIMA";103
"120034 MANOEL URBANO";201
"120038 PLACIDO DE CASTRO";47
"120039 PORTO WALTER";70
"120040 RIO BRANCO";2084
"120042 RODRIGUES ALVES";13
"120045 SENADOR GUIOMARD";27
"120050 SENA MADUREIRA";185
"120060 TARAUACA";261
"120070 XAPURI";61
"130002 ALVARAES";99
"130006 AMATURA";28
"130008 ANAMA";56
"130010 ANORI";54
"130014 APUI";53
"130020 ATALAIA DO NORTE";58
"130030 AUTAZES";78
"130040 BARCELOS";55
"130050 BARREIRINHA";83
"130060 BENJAMIN CONSTANT";64
"130063 BERURI";97
"130068 BOA VISTA DO RAMOS";18
"130070 BOCA DO ACRE";97
"130080 BORBA";192
"130083 CAAPIRANGA";32
"130090 CANUTAMA";37
"130100 CARAUARI";80
"130120 COARI";199
"130130 CODAJAS";65
"130140 EIRUNEPE";141
"130150 ENVIRA";77
"130160 FONTE BOA";103
"130170 HUMAITA";190
"130180 IPIXUNA";80
"130185 IRANDUBA";67
"130190 ITACOATIARA";356
"130200 ITAPIRANGA";59
"130210 JAPURA";17
"130220 JURUA";22
"130230 JUTAI";129
"130250 MANACAPURU";459
"130255 MANAQUIRI";22
"130260 MANAUS";9730
"130290 MAUES";286
"130300 NHAMUNDA";45
"130310 NOVA OLINDA DO NORTE";40
"130320 NOVO AIRAO";43
"130340 PARINTINS";593
"130353 PRESIDENTE FIGUEIREDO";75
"130356 RIO PRETO DA EVA";37
"130360 SANTA ISABEL DO RIO NEGRO";28
