 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Fev/2008
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";189
"110002 ARIQUEMES";359
"110003 CABIXI";10
"110004 CACOAL";419
"110005 CEREJEIRAS";150
"110006 COLORADO DO OESTE";111
"110008 COSTA MARQUES";46
"110009 ESPIGAO D'OESTE";167
"110010 GUAJARA-MIRIM";270
"110011 JARU";211
"110012 JI-PARANA";896
"110013 MACHADINHO D'OESTE";218
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";96
"110018 PIMENTA BUENO";216
"110020 PORTO VELHO";1449
"110025 PRESIDENTE MEDICI";107
"110028 ROLIM DE MOURA";387
"110029 SANTA LUZIA D'OESTE";61
"110030 VILHENA";521
"110032 SAO MIGUEL DO GUAPORE";117
"110033 NOVA MAMORE";69
"110034 ALVORADA D'OESTE";116
"110040 ALTO PARAISO";2
"110050 NOVO HORIZONTE DO OESTE";44
"110060 CACAULANDIA";6
"110070 CAMPO NOVO DE RONDONIA";86
"110100 GOVERNADOR JORGE TEIXEIRA";176
"110120 MINISTRO ANDREAZZA";40
"110130 MIRANTE DA SERRA";104
"110140 MONTE NEGRO";245
"110143 NOVA UNIAO";16
"110145 PARECIS";5
"110147 PRIMAVERA DE RONDONIA";4
"110149 SAO FRANCISCO DO GUAPORE";99
"110150 SERINGUEIRAS";94
"110155 TEIXEIROPOLIS";1
"110170 URUPA";40
"110175 VALE DO ANARI";14
"110180 VALE DO PARAISO";11
"120005 ASSIS BRASIL";25
"120010 BRASILEIA";135
"120020 CRUZEIRO DO SUL";759
"120030 FEIJO";102
"120033 MANCIO LIMA";12
"120034 MANOEL URBANO";51
"120040 RIO BRANCO";1637
"120042 RODRIGUES ALVES";12
"120045 SENADOR GUIOMARD";36
"120050 SENA MADUREIRA";107
"120060 TARAUACA";128
"120070 XAPURI";67
"130006 AMATURA";37
"130008 ANAMA";15
"130010 ANORI";47
"130014 APUI";84
"130020 ATALAIA DO NORTE";53
"130030 AUTAZES";177
"130040 BARCELOS";33
"130060 BENJAMIN CONSTANT";58
"130068 BOA VISTA DO RAMOS";36
"130070 BOCA DO ACRE";71
"130080 BORBA";65
"130083 CAAPIRANGA";31
"130100 CARAUARI";107
"130120 COARI";178
"130130 CODAJAS";92
"130140 EIRUNEPE";36
"130150 ENVIRA";28
"130160 FONTE BOA";171
"130165 GUAJARA";40
"130170 HUMAITA";140
"130180 IPIXUNA";43
"130190 ITACOATIARA";362
"130195 ITAMARATI";31
"130200 ITAPIRANGA";36
"130240 LABREA";126
"130250 MANACAPURU";264
"130260 MANAUS";8543
"130270 MANICORE";177
"130280 MARAA";86
"130290 MAUES";178
"130310 NOVA OLINDA DO NORTE";2
"130320 NOVO AIRAO";32
"130330 NOVO ARIPUANA";90
"130340 PARINTINS";447
"130353 PRESIDENTE FIGUEIREDO";57
"130370 SANTO ANTONIO DO ICA";78
"130380 SAO GABRIEL DA CACHOEIRA";219
"130390 SAO PAULO DE OLIVENCA";160
"130395 SAO SEBASTIAO DO UATUMA";32
"130406 TABATINGA";13
"130420 TEFE";202
"130426 UARINI";27
"130430 URUCARA";82
"130440 URUCURITUBA";21
"140005 ALTO ALEGRE";33
"140010 BOA VISTA";1597
"140015 BONFIM";18
"140020 CARACARAI";62
"140030 MUCAJAI";19
"140040 NORMANDIA";20
"140045 PACARAIMA";20
"140047 RORAINOPOLIS";24
"140050 SAO JOAO DA BALIZA";19
"150010 ABAETETUBA";832
"150020 ACARA";256
"150030 AFUA";145
"150034 AGUA AZUL DO NORTE";138
"150040 ALENQUER";550
"150050 ALMEIRIM";271
"150060 ALTAMIRA";1021
"150070 ANAJAS";101
"150080 ANANINDEUA";2381
"150085 ANAPU";62
"150090 AUGUSTO CORREA";141
"150120 BAIAO";105
"150130 BARCARENA";302
"150140 BELEM";9273
"150145 BELTERRA";50
"150150 BENEVIDES";255
"150157 BOM JESUS DO TOCANTINS";112
"150170 BRAGANCA";1760
"150172 BRASIL NOVO";233
"150175 BREJO GRANDE DO ARAGUAIA";71
"150178 BREU BRANCO";69
"150180 BREVES";436
"150190 BUJARU";194
"150200 CACHOEIRA DO ARARI";65
"150210 CAMETA";450
"150215 CANAA DOS CARAJAS";63
"150220 CAPANEMA";683
"150230 CAPITAO POCO";481
"150240 CASTANHAL";1400
"150270 CONCEICAO DO ARAGUAIA";346
"150275 CONCORDIA DO PARA";79
"150277 CURIONOPOLIS";167
"150280 CURRALINHO";171
"150290 CURUCA";101
"150293 DOM ELISEU";195
"150295 ELDORADO DOS CARAJAS";355
"150300 FARO";2
"150304 FLORESTA DO ARAGUAIA";106
"150309 GOIANESIA DO PARA";263
"150310 GURUPA";100
"150320 IGARAPE-ACU";2
"150330 IGARAPE-MIRI";656
"150345 IPIXUNA DO PARA";192
"150350 IRITUIA";88
"150360 ITAITUBA";843
"150370 ITUPIRANGA";188
"150375 JACAREACANGA";30
"150380 JACUNDA";551
"150390 JURUTI";201
"150400 LIMOEIRO DO AJURU";82
"150405 MAE DO RIO";203
"150420 MARABA";1209
"150430 MARACANA";135
"150440 MARAPANIM";186
"150442 MARITUBA";604
"150445 MEDICILANDIA";116
"150460 MOCAJUBA";236
"150470 MOJU";338
"150480 MONTE ALEGRE";456
"150490 MUANA";181
"150503 NOVO PROGRESSO";157
"150506 NOVO REPARTIMENTO";299
"150510 OBIDOS";291
"150530 ORIXIMINA";146
"150540 OUREM";111
"150548 PACAJA";7
"150549 PALESTINA DO PARA";62
"150550 PARAGOMINAS";592
"150553 PARAUAPEBAS";777
"150555 PAU D'ARCO";76
"150563 PICARRA";96
"150565 PLACAS";29
"150590 PORTO DE MOZ";100
"150613 REDENCAO";699
"150616 RIO MARIA";165
"150618 RONDON DO PARA";627
"150619 RUROPOLIS";27
"150620 SALINOPOLIS";415
"150630 SALVATERRA";85
"150650 SANTA IZABEL DO PARA";539
"150658 SANTA MARIA DAS BARREIRAS";55
"150670 SANTANA DO ARAGUAIA";323
"150680 SANTAREM";1562
"150700 SANTO ANTONIO DO TAUA";317
"150715 SAO DOMINGOS DO ARAGUAIA";194
"150720 SAO DOMINGOS DO CAPIM";165
"150730 SAO FELIX DO XINGU";132
"150745 SAO GERALDO DO ARAGUAIA";217
"150747 SAO JOAO DE PIRABAS";160
"150750 SAO JOAO DO ARAGUAIA";113
"150760 SAO MIGUEL DO GUAMA";96
"150770 SAO SEBASTIAO DA BOA VISTA";36
"150790 SOURE";123
"150795 TAILANDIA";195
"150797 TERRA SANTA";134
"150800 TOME-ACU";315
"150805 TRAIRAO";99
