 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Fev/2014
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";192
"110002 ARIQUEMES";475
"110003 CABIXI";18
"110004 CACOAL";934
"110005 CEREJEIRAS";114
"110006 COLORADO DO OESTE";89
"110008 COSTA MARQUES";28
"110009 ESPIGAO D'OESTE";116
"110010 GUAJARA-MIRIM";261
"110011 JARU";228
"110012 JI-PARANA";621
"110013 MACHADINHO D'OESTE";108
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";262
"110018 PIMENTA BUENO";188
"110020 PORTO VELHO";3216
"110025 PRESIDENTE MEDICI";18
"110026 RIO CRESPO";5
"110028 ROLIM DE MOURA";411
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";585
"110032 SAO MIGUEL DO GUAPORE";114
"110033 NOVA MAMORE";74
"110034 ALVORADA D'OESTE";53
"110037 ALTO ALEGRE DOS PARECIS";31
"110040 ALTO PARAISO";60
"110045 BURITIS";82
"110050 NOVO HORIZONTE DO OESTE";24
"110060 CACAULANDIA";6
"110070 CAMPO NOVO DE RONDONIA";53
"110100 GOVERNADOR JORGE TEIXEIRA";24
"110120 MINISTRO ANDREAZZA";41
"110130 MIRANTE DA SERRA";75
"110140 MONTE NEGRO";120
"110143 NOVA UNIAO";32
"110145 PARECIS";13
"110146 PIMENTEIRAS DO OESTE";2
"110149 SAO FRANCISCO DO GUAPORE";197
"110150 SERINGUEIRAS";73
"110155 TEIXEIROPOLIS";9
"110160 THEOBROMA";11
"110170 URUPA";1
"110175 VALE DO ANARI";4
"110180 VALE DO PARAISO";6
"120001 ACRELANDIA";25
"120005 ASSIS BRASIL";48
"120010 BRASILEIA";173
"120020 CRUZEIRO DO SUL";922
"120030 FEIJO";57
"120033 MANCIO LIMA";24
"120034 MANOEL URBANO";40
"120038 PLACIDO DE CASTRO";60
"120039 PORTO WALTER";13
"120040 RIO BRANCO";2389
"120042 RODRIGUES ALVES";45
"120043 SANTA ROSA DO PURUS";4
"120045 SENADOR GUIOMARD";44
"120050 SENA MADUREIRA";250
"120060 TARAUACA";155
"120070 XAPURI";106
"130002 ALVARAES";55
"130006 AMATURA";48
"130008 ANAMA";38
"130014 APUI";124
"130030 AUTAZES";89
"130040 BARCELOS";62
"130050 BARREIRINHA";166
"130060 BENJAMIN CONSTANT";114
"130063 BERURI";67
"130070 BOCA DO ACRE";61
"130080 BORBA";95
"130083 CAAPIRANGA";28
"130090 CANUTAMA";32
"130110 CAREIRO";9
"130120 COARI";320
"130130 CODAJAS";51
"130140 EIRUNEPE";148
"130165 GUAJARA";41
"130170 HUMAITA";140
"130180 IPIXUNA";68
"130185 IRANDUBA";105
"130190 ITACOATIARA";295
"130200 ITAPIRANGA";7
"130220 JURUA";30
"130230 JUTAI";102
"130250 MANACAPURU";386
"130260 MANAUS";7282
"130270 MANICORE";263
"130290 MAUES";225
"130320 NOVO AIRAO";21
"130330 NOVO ARIPUANA";60
"130340 PARINTINS";482
"130353 PRESIDENTE FIGUEIREDO";72
"130370 SANTO ANTONIO DO ICA";41
"130380 SAO GABRIEL DA CACHOEIRA";50
"130390 SAO PAULO DE OLIVENCA";178
"130395 SAO SEBASTIAO DO UATUMA";41
"130400 SILVES";36
"130406 TABATINGA";85
"130420 TEFE";364
"130440 URUCURITUBA";15
"140005 ALTO ALEGRE";20
"140010 BOA VISTA";2640
"140015 BONFIM";10
"140020 CARACARAI";18
"140023 CAROEBE";23
"140030 MUCAJAI";4
"140040 NORMANDIA";23
"140045 PACARAIMA";29
"140047 RORAINOPOLIS";26
"140050 SAO JOAO DA BALIZA";21
"140060 SAO LUIZ";22
"150010 ABAETETUBA";583
"150013 ABEL FIGUEIREDO";47
"150020 ACARA";185
"150030 AFUA";41
"150034 AGUA AZUL DO NORTE";79
"150040 ALENQUER";293
"150050 ALMEIRIM";114
"150060 ALTAMIRA";1261
"150070 ANAJAS";68
"150080 ANANINDEUA";2959
"150085 ANAPU";143
"150090 AUGUSTO CORREA";240
"150095 AURORA DO PARA";112
"150120 BAIAO";107
"150125 BANNACH";24
"150130 BARCARENA";394
"150140 BELEM";8067
"150145 BELTERRA";47
"150150 BENEVIDES";42
"150157 BOM JESUS DO TOCANTINS";93
"150170 BRAGANCA";1246
"150172 BRASIL NOVO";248
"150175 BREJO GRANDE DO ARAGUAIA";22
"150178 BREU BRANCO";111
"150180 BREVES";700
"150190 BUJARU";215
"150200 CACHOEIRA DO ARARI";62
"150210 CAMETA";557
"150215 CANAA DOS CARAJAS";99
"150220 CAPANEMA";598
"150230 CAPITAO POCO";476
"150240 CASTANHAL";1539
"150270 CONCEICAO DO ARAGUAIA";513
"150275 CONCORDIA DO PARA";57
"150276 CUMARU DO NORTE";59
"150277 CURIONOPOLIS";130
"150280 CURRALINHO";109
"150290 CURUCA";120
"150293 DOM ELISEU";327
"150295 ELDORADO DOS CARAJAS";108
"150300 FARO";31
"150304 FLORESTA DO ARAGUAIA";115
"150309 GOIANESIA DO PARA";89
"150310 GURUPA";129
"150320 IGARAPE-ACU";69
"150330 IGARAPE-MIRI";577
"150340 INHANGAPI";45
"150345 IPIXUNA DO PARA";274
"150350 IRITUIA";344
"150360 ITAITUBA";637
"150370 ITUPIRANGA";119
"150375 JACAREACANGA";90
"150380 JACUNDA";448
"150390 JURUTI";133
"150400 LIMOEIRO DO AJURU";136
"150405 MAE DO RIO";262
"150420 MARABA";775
"150430 MARACANA";90
"150442 MARITUBA";615
"150445 MEDICILANDIA";89
"150450 MELGACO";71
"150460 MOCAJUBA";129
"150470 MOJU";176
"150480 MONTE ALEGRE";265
"150490 MUANA";99
"150495 NOVA ESPERANCA DO PIRIA";86
"150503 NOVO PROGRESSO";222
"150506 NOVO REPARTIMENTO";142
"150510 OBIDOS";255
"150520 OEIRAS DO PARA";31
"150530 ORIXIMINA";395
"150540 OUREM";52
"150543 OURILANDIA DO NORTE";200
"150548 PACAJA";123
"150549 PALESTINA DO PARA";57
"150550 PARAGOMINAS";316
"150553 PARAUAPEBAS";590
"150555 PAU D'ARCO";56
"150563 PICARRA";61
"150565 PLACAS";79
"150570 PONTA DE PEDRAS";94
"150580 PORTEL";126
"150590 PORTO DE MOZ";107
"150600 PRAINHA";59
"150613 REDENCAO";731
"150616 RIO MARIA";102
"150618 RONDON DO PARA";618
"150619 RUROPOLIS";128
"150620 SALINOPOLIS";240
"150630 SALVATERRA";70
"150640 SANTA CRUZ DO ARARI";23
"150650 SANTA IZABEL DO PARA";451
"150658 SANTA MARIA DAS BARREIRAS";46
"150660 SANTA MARIA DO PARA";116
"150670 SANTANA DO ARAGUAIA";254
"150680 SANTAREM";1645
"150700 SANTO ANTONIO DO TAUA";301
"150715 SAO DOMINGOS DO ARAGUAIA";50
"150720 SAO DOMINGOS DO CAPIM";113
"150730 SAO FELIX DO XINGU";400
"150745 SAO GERALDO DO ARAGUAIA";179
"150747 SAO JOAO DE PIRABAS";52
"150750 SAO JOAO DO ARAGUAIA";29
"150760 SAO MIGUEL DO GUAMA";143
"150770 SAO SEBASTIAO DA BOA VISTA";93
"150775 SAPUCAIA";42
"150780 SENADOR JOSE PORFIRIO";39
"150790 SOURE";170
"150795 TAILANDIA";256
"150797 TERRA SANTA";117
"150800 TOME-ACU";238
"150803 TRACUATEUA";112
"150805 TRAIRAO";99
"150808 TUCUMA";237
"150810 TUCURUI";260
"150812 ULIANOPOLIS";436
"150815 URUARA";270
"150820 VIGIA";200
"150830 VISEU";254
"150835 VITORIA DO XINGU";16
"150840 XINGUARA";456
"160020 CALCOENE";29
"160027 LARANJAL DO JARI";262
"160030 MACAPA";2011
"160050 OIAPOQUE";107
"160053 PORTO GRANDE";53
"160060 SANTANA";517
"170070 ALVORADA";104
"170100 ANANAS";11
"170190 ARAGUACEMA";22
"170200 ARAGUACU";148
"170210 ARAGUAINA";1874
"170220 ARAGUATINS";71
"170230 ARAPOEMA";45
"170240 ARRAIAS";82
"170255 AUGUSTINOPOLIS";620
"170550 COLINAS DO TOCANTINS";218
"170610 CRISTALANDIA";3
"170700 DIANOPOLIS";122
"170710 DIVINOPOLIS DO TOCANTINS";15
"170730 DUERE";10
"170765 FIGUEIROPOLIS";2
"170820 FORMOSO DO ARAGUAIA";54
"170930 GUARAI";93
"170950 GURUPI";741
"171050 ITACAJA";49
"171320 MIRACEMA DO TOCANTINS";339
"171330 MIRANORTE";65
"171420 NATIVIDADE";14
"171430 NAZARE";4
"171575 PALMEIROPOLIS";9
"171610 PARAISO DO TOCANTINS";400
"171620 PARANA";28
"171650 PEDRO AFONSO";201
"171660 PEIXE";53
"171670 COLMEIA";10
"171750 PIUM";32
"171790 PONTE ALTA DO TOCANTINS";8
"171820 PORTO NACIONAL";645
"172065 SILVANOPOLIS";12
"172090 TAGUATINGA";59
"172100 PALMAS";2277
"172120 TOCANTINOPOLIS";124
"172210 XAMBIOA";66
"210005 ACAILANDIA";340
"210015 AGUA DOCE DO MARANHAO";20
"210030 ALDEIAS ALTAS";131
"210043 ALTO ALEGRE DO MARANHAO";272
"210047 ALTO ALEGRE DO PINDARE";130
"210060 AMARANTE DO MARANHAO";177
"210070 ANAJATUBA";131
"210080 ANAPURUS";43
"210083 APICUM-ACU";46
"210095 ARAME";146
"210100 ARARI";51
"210110 AXIXA";83
"210120 BACABAL";552
"210130 BACURI";104
"210140 BALSAS";468
"210150 BARAO DE GRAJAU";69
"210160 BARRA DO CORDA";350
"210170 BARREIRINHAS";301
"210190 BEQUIMAO";71
"210193 BERNARDO DO MEARIM";91
"210200 BOM JARDIM";210
"210210 BREJO";202
"210220 BURITI";141
"210232 BURITICUPU";320
"210250 CAJARI";36
"210260 CANDIDO MENDES";52
"210270 CANTANHEDE";138
"210275 CAPINZAL DO NORTE";61
"210280 CAROLINA";117
"210290 CARUTAPERA";110
"210300 CAXIAS";688
"210310 CEDRAL";57
"210312 CENTRAL DO MARANHAO";58
