Febre de Chikungunya - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Todos os casos por Município de residência
Período:2018
"Município de residência";"Todos_os_casos"
"150770 SAO SEBASTIAO DA BOA VISTA";8
"150780 SENADOR JOSE PORFIRIO";1
"150790 SOURE";1
"150795 TAILANDIA";340
"150796 TERRA ALTA";2
"150800 TOME-ACU";22
"150803 TRACUATEUA";32
"150810 TUCURUI";68
"150812 ULIANOPOLIS";17
"150815 URUARA";3
"150820 VIGIA";12
"150830 VISEU";30
"150835 VITORIA DO XINGU";1
"150840 XINGUARA";1
"160005 SERRA DO NAVIO";53
"160010 AMAPA";1
"160015 PEDRA BRANCA DO AMAPARI";7
"160023 FERREIRA GOMES";1
"160025 ITAUBAL";1
"160027 LARANJAL DO JARI";210
"160030 MACAPA";225
"160040 MAZAGAO";5
"160050 OIAPOQUE";4
"160053 PORTO GRANDE";5
"160060 SANTANA";94
"160070 TARTARUGALZINHO";2
"160080 VITORIA DO JARI";1
"170025 ABREULANDIA";1
"170030 AGUIARNOPOLIS";11
"170040 ALMAS";3
"170100 ANANAS";12
"170105 ANGICO";1
"170110 APARECIDA DO RIO NEGRO";3
"170190 ARAGUACEMA";2
"170200 ARAGUACU";4
"170210 ARAGUAINA";132
"170215 ARAGUANA";10
"170220 ARAGUATINS";62
"170255 AUGUSTINOPOLIS";6
"170290 AXIXA DO TOCANTINS";1
"170300 BABACULANDIA";2
"170307 BARRA DO OURO";2
"170310 BARROLANDIA";1
"170320 BERNARDO SAYAO";1
"170330 BOM JESUS DO TOCANTINS";3
"170380 BURITI DO TOCANTINS";8
"170384 CAMPOS LINDOS";1
"170386 CARIRI DO TOCANTINS";7
"170388 CARMOLANDIA";1
"170390 CASEARA";2
"170460 CHAPADA DE AREIA";1
"170550 COLINAS DO TOCANTINS";31
"170560 CONCEICAO DO TOCANTINS";2
"170610 CRISTALANDIA";1
"170650 DARCINOPOLIS";1
"170700 DIANOPOLIS";3
"170710 DIVINOPOLIS DO TOCANTINS";6
"170720 DOIS IRMAOS DO TOCANTINS";1
"170730 DUERE";1
"170740 ESPERANTINA";7
"170765 FIGUEIROPOLIS";4
"170770 FILADELFIA";10
"170820 FORMOSO DO ARAGUAIA";5
"170825 FORTALEZA DO TABOCAO";4
"170900 GOIATINS";31
"170930 GUARAI";52
"170950 GURUPI";28
"171050 ITACAJA";6
"171090 ITAPIRATINS";2
"171150 JAU DO TOCANTINS";1
"171190 LAGOA DA CONFUSAO";4
"171200 LAJEADO";3
"171250 MARIANOPOLIS DO TOCANTINS";2
"171320 MIRACEMA DO TOCANTINS";9
"171330 MIRANORTE";8
"171360 MONTE DO CARMO";2
"171420 NATIVIDADE";7
"171488 NOVA OLINDA";14
"171510 NOVO ACORDO";2
"171550 OLIVEIRA DE FATIMA";1
"171570 PALMEIRANTE";1
"171610 PARAISO DO TOCANTINS";72
"171630 PAU D'ARCO";2
"171650 PEDRO AFONSO";5
"171660 PEIXE";1
"171665 PEQUIZEIRO";6
"171670 COLMEIA";8
"171700 PINDORAMA DO TOCANTINS";3
"171750 PIUM";2
"171790 PONTE ALTA DO TOCANTINS";2
"171820 PORTO NACIONAL";55
"171830 PRAIA NORTE";1
"171840 PRESIDENTE KENNEDY";2
"171845 PUGMIL";1
"171850 RECURSOLANDIA";1
"171855 RIACHINHO";5
"171865 RIO DA CONCEICAO";1
"171870 RIO DOS BOIS";1
"171875 RIO SONO";2
"171884 SANDOLANDIA";2
"171886 SANTA FE DO ARAGUAIA";5
"171890 SANTA ROSA DO TOCANTINS";1
"171900 SANTA TEREZA DO TOCANTINS";2
"172000 SANTA TEREZINHA DO TOCANTINS";1
"172049 SAO VALERIO";7
"172085 SUCUPIRA";1
"172090 TAGUATINGA";2
"172097 TALISMA";1
"172100 PALMAS";571
"172110 TOCANTINIA";19
"172120 TOCANTINOPOLIS";47
"172208 WANDERLANDIA";18
"210005 ACAILANDIA";58
"210020 ALCANTARA";2
"210030 ALDEIAS ALTAS";1
"210047 ALTO ALEGRE DO PINDARE";5
"210050 ALTO PARNAIBA";3
"210060 AMARANTE DO MARANHAO";4
"210070 ANAJATUBA";1
"210090 ARAIOSES";1
"210095 ARAME";3
"210100 ARARI";1
"210120 BACABAL";1
"210125 BACABEIRA";1
"210130 BACURI";1
"210140 BALSAS";13
"210160 BARRA DO CORDA";161
"210170 BARREIRINHAS";2
"210197 BOA VISTA DO GURUPI";1
"210200 BOM JARDIM";2
"210232 BURITICUPU";1
"210255 CAMPESTRE DO MARANHAO";12
"210275 CAPINZAL DO NORTE";9
"210280 CAROLINA";2
"210290 CARUTAPERA";1
"210300 CAXIAS";88
"210317 CENTRO NOVO DO MARANHAO";1
"210325 CIDELANDIA";11
"210330 CODO";3
"210360 COROATA";6
"210370 CURURUPU";5
"210375 DAVINOPOLIS";1
"210380 DOM PEDRO";2
"210400 ESPERANTINOPOLIS";3
"210405 ESTREITO";2
"210409 FORMOSA DA SERRA NEGRA";9
"210420 FORTUNA";5
"210455 GOVERNADOR EDISON LOBAO";1
"210465 GOVERNADOR NEWTON BELLO";2
"210467 GOVERNADOR NUNES FREIRE";1
"210480 GRAJAU";1
"210530 IMPERATRIZ";57
"210540 ITAPECURU MIRIM";2
"210542 ITINGA DO MARANHAO";2
"210565 JUNCO DO MARANHAO";1
"210570 LAGO DA PEDRA";2
"210596 LAGOA GRANDE DO MARANHAO";6
"210598 LAJEADO NOVO";5
"210632 MARACACUME";40
"210660 MATOES";3
"210675 MIRANDA DO NORTE";2
"210730 NOVA IORQUE";1
"210745 OLINDA NOVA DO MARANHAO";1
"210750 PACO DO LUMIAR";5
"210770 PARAIBANO";7
"210780 PARNARAMA";1
"210820 PEDREIRAS";6
"210850 PINDARE-MIRIM";1
"210860 PINHEIRO";3
"210880 PIRAPEMAS";2
"210910 PRESIDENTE DUTRA";1
"210920 PRESIDENTE JUSCELINO";1
"210927 PRESIDENTE SARNEY";91
"210930 PRESIDENTE VARGAS";1
"210945 RAPOSA";1
"210960 ROSARIO";3
"210980 SANTA HELENA";22
"210990 SANTA INES";50
"211000 SANTA LUZIA";2
"211003 SANTA LUZIA DO PARUA";1
"211040 SAO BENEDITO DO RIO PRETO";2
"211060 SAO BERNARDO";1
"211085 SAO FRANCISCO DO BREJAO";4
"211090 SAO FRANCISCO DO MARANHAO";2
"211105 SAO JOAO DO PARAISO";6
"211107 SAO JOAO DO SOTER";1
"211110 SAO JOAO DOS PATOS";1
"211120 SAO JOSE DE RIBAMAR";26
"211130 SAO LUIS";139
"211140 SAO LUIS GONZAGA DO MARANHAO";1
"211150 SAO MATEUS DO MARANHAO";1
"211157 SAO PEDRO DOS CRENTES";1
"211180 SITIO NOVO";2
"211200 TASSO FRAGOSO";2
"211220 TIMON";15
"211223 TRIZIDELA DO VALE";1
"211240 TURIACU";4
"211250 TUTOIA";2
"211260 URBANO SANTOS";1
"211270 VARGEM GRANDE";2
"211280 VIANA";9
"211290 VITORIA DO MEARIM";1
"211400 ZE DOCA";3
"220010 AGRICOLANDIA";1
"220020 AGUA BRANCA";1
"220025 ALAGOINHA DO PIAUI";1
"220030 ALTO LONGA";3
"220040 ALTOS";4
"220050 AMARANTE";94
"220060 ANGICAL DO PIAUI";1
"220120 BARRAS";2
"220150 BATALHA";2
"220160 BENEDITINOS";9
"220190 BOM JESUS";5
"220205 CABECEIRAS DO PIAUI";1
"220210 CAMPINAS DO PIAUI";8
"220220 CAMPO MAIOR";1
"220240 CAPITAO DE CAMPOS";9
"220260 CASTELO DO PIAUI";1
"220273 COIVARAS";1
"220285 CORONEL JOSE DIAS";1
"220330 DEMERVAL LOBAO";4
"220335 DIRCEU ARCOVERDE";6
"220370 ESPERANTINA";1
"220390 FLORIANO";4
"220470 INHUMA";1
"220480 IPIRANGA DO PIAUI";1
"220500 ITAINOPOLIS";1
"220525 JARDIM DO MULATO";1
"220553 JUREMA";1
"220557 LAGOA DE SAO FRANCISCO";4
"220558 LAGOA DO PIAUI";2
"220570 LUIS CORREIA";4
"220610 MATIAS OLIMPIO";1
"220620 MIGUEL ALVES";3
"220640 MONSENHOR GIL";8
"220665 MORRO CABECA NO TEMPO";1
"220680 NOSSA SENHORA DOS REMEDIOS";1
"220700 OEIRAS";21
"220730 PAES LANDIM";1
"220750 PALMEIRAIS";1
"220770 PARNAIBA";22
"220775 PASSAGEM FRANCA DO PIAUI";2
"220790 PEDRO II";2
"220800 PICOS";36
"220820 PIO IX";1
"220830 PIRACURUCA";2
"220840 PIRIPIRI";23
"220955 SAO BRAZ DO PIAUI";1
"220997 SAO JOAO DO ARRAIAL";1
"221000 SAO JOAO DO PIAUI";1
"221030 SAO JULIAO";2
"221035 SAO LOURENCO DO PIAUI";2
"221050 SAO PEDRO DO PIAUI";6
"221060 SAO RAIMUNDO NONATO";66
"221097 TANQUE DO PIAUI";1
"221100 TERESINA";528
"221110 UNIAO";1
"221135 VARZEA BRANCA";6
"230010 ABAIARA";2
"230015 ACARAPE";2
"230020 ACARAU";15
"230030 ACOPIARA";6
"230040 AIUABA";2
"230050 ALCANTARAS";8
"230060 ALTANEIRA";1
"230070 ALTO SANTO";1
"230075 AMONTADA";11
"230090 APUIARES";6
"230100 AQUIRAZ";36
"230110 ARACATI";69
"230120 ARACOIABA";7
"230125 ARARENDA";1
"230130 ARARIPE";2
"230140 ARATUBA";18
"230150 ARNEIROZ";2
"230170 AURORA";1
"230180 BAIXIO";6
"230185 BANABUIU";10
"230190 BARBALHA";16
"230195 BARREIRA";7
"230200 BARRO";1
"230205 BARROQUINHA";2
"230210 BATURITE";36
"230220 BEBERIBE";6
"230230 BELA CRUZ";9
"230240 BOA VIAGEM";2
"230250 BREJO SANTO";148
"230260 CAMOCIM";13
"230270 CAMPOS SALES";2
"230280 CANINDE";34
"230290 CAPISTRANO";10
"230300 CARIDADE";4
"230310 CARIRE";5
"230320 CARIRIACU";2
"230330 CARIUS";1
"230340 CARNAUBAL";2
"230350 CASCAVEL";33
"230360 CATARINA";5
"230365 CATUNDA";9
"230370 CAUCAIA";395
"230380 CEDRO";13
"230393 CHORO";12
"230395 CHOROZINHO";7
"230400 COREAU";16
"230410 CRATEUS";20
"230420 CRATO";16
"230425 CRUZ";11
"230426 DEPUTADO IRAPUAN PINHEIRO";3
"230428 EUSEBIO";17
"230435 FORQUILHA";2
"230440 FORTALEZA";1617
"230450 FRECHEIRINHA";1
"230460 GENERAL SAMPAIO";1
"230465 GRACA";6
"230470 GRANJA";15
"230490 GROAIRAS";16
"230495 GUAIUBA";2
"230500 GUARACIABA DO NORTE";3
"230510 GUARAMIRANGA";1
"230520 HIDROLANDIA";9
"230523 HORIZONTE";33
"230526 IBARETAMA";29
"230530 IBIAPINA";1
"230533 IBICUITINGA";14
"230535 ICAPUI";26
"230540 ICO";43
"230550 IGUATU";41
"230560 INDEPENDENCIA";4
"230570 IPAUMIRIM";7
"230580 IPU";7
"230590 IPUEIRAS";5
"230600 IRACEMA";2
"230610 IRAUCUBA";12
"230620 ITAICABA";12
"230625 ITAITINGA";15
"230630 ITAPAGE";6
"230640 ITAPIPOCA";52
"230650 ITAPIUNA";10
"230655 ITAREMA";6
"230660 ITATIRA";11
"230670 JAGUARETAMA";2
"230680 JAGUARIBARA";4
"230690 JAGUARIBE";44
"230700 JAGUARUANA";54
"230710 JARDIM";2
"230725 JIJOCA DE JERICOACOARA";33
"230730 JUAZEIRO DO NORTE";112
"230750 LAVRAS DA MANGABEIRA";7
"230760 LIMOEIRO DO NORTE";27
"230763 MADALENA";2
"230765 MARACANAU";119
"230770 MARANGUAPE";255
"230780 MARCO";18
"230790 MARTINOPOLE";4
"230800 MASSAPE";47
"230810 MAURITI";10
"230820 MERUOCA";13
"230830 MILAGRES";9
"230837 MIRAIMA";5
"230840 MISSAO VELHA";8
"230850 MOMBACA";12
"230860 MONSENHOR TABOSA";1
"230870 MORADA NOVA";24
"230880 MORAUJO";1
"230890 MORRINHOS";15
"230910 MULUNGU";8
"230930 NOVA RUSSAS";2
"230945 OCARA";120
"230950 OROS";13
"230960 PACAJUS";17
"230970 PACATUBA";55
"230980 PACOTI";168
"230990 PACUJA";3
"231000 PALHANO";6
"231010 PALMACIA";12
"231020 PARACURU";6
"231025 PARAIPABA";9
"231030 PARAMBU";3
"231040 PARAMOTI";17
"231050 PEDRA BRANCA";78
"231060 PENAFORTE";1
"231070 PENTECOSTE";36
"231080 PEREIRO";2
"231085 PINDORETAMA";44
"231090 PIQUET CARNEIRO";10
"231095 PIRES FERREIRA";1
"231130 QUIXADA";444
"231135 QUIXELO";9
"231140 QUIXERAMOBIM";49
"231150 QUIXERE";43
"231160 REDENCAO";6
"231170 RERIUTABA";12
"231180 RUSSAS";119
"231200 SANTANA DO ACARAU";4
"231220 SANTA QUITERIA";27
"231230 SAO BENEDITO";2
"231240 SAO GONCALO DO AMARANTE";56
"231250 SAO JOAO DO JAGUARIBE";5
"231270 SENADOR POMPEU";24
"231290 SOBRAL";95
"231300 SOLONOPOLE";14
"231320 TAMBORIL";6
"231330 TAUA";7
"231335 TEJUCUOCA";4
"231340 TIANGUA";8
"231350 TRAIRI";9
"231355 TURURU";1
"231360 UBAJARA";3
"231370 UMARI";10
"231375 UMIRIM";4
"231380 URUBURETAMA";11
"231390 URUOCA";13
"231395 VARJOTA";25
"231400 VARZEA ALEGRE";49
"231410 VICOSA DO CEARA";31
"240010 ACARI";2
"240020 ACU";31
"240030 AFONSO BEZERRA";3
"240040 AGUA NOVA";4
"240070 ALTO DO RODRIGUES";4
"240080 ANGICOS";15
"240100 APODI";4
"240110 AREIA BRANCA";3
"240120 ARES";2
"240145 BARAUNA";4
"240160 BENTO FERNANDES";2
"240170 BOM JESUS";2
"240180 BREJINHO";7
"240190 CAICARA DO RIO DO VENTO";2
"240200 CAICO";27
"240210 CAMPO REDONDO";48
"240220 CANGUARETAMA";14
"240230 CARAUBAS";8
"240240 CARNAUBA DOS DANTAS";5
"240260 CEARA-MIRIM";14
"240310 CURRAIS NOVOS";18
"240325 PARNAMIRIM";39
"240330 ENCANTO";1
"240350 ESPIRITO SANTO";1
"240360 EXTREMOZ";16
"240375 FERNANDO PEDROZA";4
"240420 GOIANINHA";4
"240430 GOVERNADOR DIX-SEPT ROSADO";1
"240440 GROSSOS";1
"240450 GUAMARE";4
"240500 JACANA";3
"240530 JANUARIO CICCO";1
"240540 JAPI";7
"240550 JARDIM DE ANGICOS";2
"240560 JARDIM DE PIRANHAS";6
"240570 JARDIM DO SERIDO";20
"240580 JOAO CAMARA";23
"240590 JOAO DIAS";1
"240600 JOSE DA PENHA";3
"240610 JUCURUTU";63
"240615 JUNDIA";1
"240620 LAGOA D'ANTA";3
"240630 LAGOA DE PEDRAS";1
"240640 LAGOA DE VELHOS";5
"240650 LAGOA NOVA";4
"240660 LAGOA SALGADA";4
"240670 LAJES";5
"240680 LAJES PINTADAS";59
"240690 LUCRECIA";1
"240710 MACAIBA";141
"240720 MACAU";1
"240750 MAXARANGUAPE";1
"240760 MESSIAS TARGINO";1
"240780 MONTE ALEGRE";3
"240800 MOSSORO";1760
"240810 NATAL";540
"240820 NISIA FLORESTA";2
"240830 NOVA CRUZ";8
"240840 OLHO-D'AGUA DO BORGES";2
"240860 PARANA";1
"240870 PARAU";1
"240880 PARAZINHO";5
"240890 PARELHAS";3
"240895 RIO DO FOGO";2
"240910 PASSA E FICA";195
"240920 PASSAGEM";1
"240933 SANTA MARIA";1
"240940 PAU DOS FERROS";1
"240960 PEDRA PRETA";10
"240970 PEDRO AVELINO";2
"240990 PENDENCIAS";2
"241000 PILOES";1
"241010 POCO BRANCO";3
"241025 PORTO DO MANGUE";2
"241030 SERRA CAIADA";4
"241040 PUREZA";2
"241070 RIACHO DA CRUZ";15
"241090 RIACHUELO";1
"241105 TIBAU";8
"241120 SANTA CRUZ";120
"241140 SANTANA DO MATOS";50
"241150 SANTO ANTONIO";33
"241160 SAO BENTO DO NORTE";1
"241170 SAO BENTO DO TRAIRI";3
"241180 SAO FERNANDO";2
"241200 SAO GONCALO DO AMARANTE";18
"241210 SAO JOAO DO SABUGI";2
"241220 SAO JOSE DE MIPIBU";16
"241230 SAO JOSE DO CAMPESTRE";56
"241240 SAO JOSE DO SERIDO";1
"241250 SAO MIGUEL";9
"241255 SAO MIGUEL DO GOSTOSO";7
"241260 SAO PAULO DO POTENGI";5
"241270 SAO PEDRO";1
"241280 SAO RAFAEL";2
"241290 SAO TOME";15
"241300 SAO VICENTE";8
"241310 SENADOR ELOI DE SOUZA";2
"241320 SENADOR GEORGINO AVELINO";1
"241335 SERRA DO MEL";3
"241350 SERRINHA";8
"241370 SITIO NOVO";2
"241390 TAIPU";5
"241400 TANGARA";2
"241415 TENENTE LAURENTINO CRUZ";1
"241430 TIMBAUBA DOS BATISTAS";2
"241440 TOUROS";6
"241450 UMARIZAL";2
"241470 VARZEA";104
"241480 VERA CRUZ";4
"250020 AGUIAR";1
"250030 ALAGOA GRANDE";5
"250040 ALAGOA NOVA";44
"250050 ALAGOINHA";3
"250057 ALGODAO DE JANDAIRA";18
"250060 ALHANDRA";4
"250077 APARECIDA";5
"250080 ARACAGI";2
"250090 ARARA";1
"250100 ARARUNA";5
"250110 AREIA";2
"250120 AREIAL";1
"250130 AROEIRAS";8
"250140 BAIA DA TRAICAO";1
"250150 BANANEIRAS";1
"250153 BARAUNA";2
"250157 BARRA DE SANTANA";4
"250160 BARRA DE SANTA ROSA";3
"250170 BARRA DE SAO MIGUEL";1
"250180 BAYEUX";16
"250190 BELEM";4
"250215 BOA VISTA";6
"250230 BOM SUCESSO";1
"250240 BONITO DE SANTA FE";76
"250250 BOQUEIRAO";27
"250260 IGARACY";1
"250280 BREJO DO CRUZ";1
"250290 BREJO DOS SANTOS";2
"250300 CAAPORA";2
"250310 CABACEIRAS";24
"250320 CABEDELO";22
"250350 CACIMBA DE DENTRO";5
"250370 CAJAZEIRAS";4
"250380 CALDAS BRANDAO";3
"250400 CAMPINA GRANDE";255
"250403 CAPIM";1
"250407 CARAUBAS";2
"250415 CASSERENGUE";5
"250420 CATINGUEIRA";1
"250430 CATOLE DO ROCHA";16
"250435 CATURITE";28
"250440 CONCEICAO";1
"250450 CONDADO";4
"250460 CONDE";4
"250480 COREMAS";6
"250490 CRUZ DO ESPIRITO SANTO";1
"250500 CUBATI";4
"250510 CUITE";2
"250523 CUITE DE MAMANGUAPE";1
"250527 CURRAL DE CIMA";3
"250570 DONA INES";1
"250600 ESPERANCA";4
"250610 FAGUNDES";4
"250625 GADO BRAVO";1
"250630 GUARABIRA";5
"250640 GURINHEM";2
"250670 IMACULADA";1
"250680 INGA";3
"250690 ITABAIANA";8
"250700 ITAPORANGA";3
"250710 ITAPOROROCA";3
"250720 ITATUBA";7
"250740 JERICO";2
"250750 JOAO PESSOA";435
"250760 JUAREZ TAVORA";5
"250770 JUAZEIRINHO";28
"250790 JURIPIRANGA";1
"250810 LAGOA";3
"250820 LAGOA DE DENTRO";1
"250830 LAGOA SECA";7
"250840 LASTRO";1
"250860 LUCENA";24
"250890 MAMANGUAPE";3
"250915 MARIZOPOLIS";1
"250920 MASSARANDUBA";3
"250930 MATARACA";1
"250933 MATINHAS";1
"250940 MOGEIRO";19
"250960 MONTE HOREBE";1
"250970 MONTEIRO";21
"250980 MULUNGU";1
"250990 NATUBA";2
"251010 NOVA FLORESTA";4
"251040 OLHO D'AGUA";1
"251060 OURO VELHO";1
"251065 PARARI";1
"251070 PASSAGEM";3
"251080 PATOS";7
"251090 PAULISTA";1
"251110 PEDRA LAVRADA";17
"251120 PEDRAS DE FOGO";3
"251130 PIANCO";2
"251140 PICUI";5
"251180 PIRPIRITUBA";3
"251190 PITIMBU";1
"251200 POCINHOS";2
"251220 PRATA";1
"251240 PUXINANA";5
"251250 QUEIMADAS";41
"251270 REMIGIO";5
"251274 RIACHAO";1
"251275 RIACHAO DO BACAMARTE";1
"251278 RIACHO DE SANTO ANTONIO";2
"251290 RIO TINTO";2
"251300 SALGADINHO";1
"251310 SALGADO DE SAO FELIX";3
"251315 SANTA CECILIA";2
"251330 SANTA HELENA";1
"251335 SANTA INES";43
"251370 SANTA RITA";14
"251380 SANTA TERESINHA";3
"251390 SAO BENTO";5
"251396 SAO DOMINGOS";1
"251440 SAO JOSE DE ESPINHARAS";1
"251445 SAO JOSE DOS RAMOS";1
"251450 SAO JOSE DE PIRANHAS";2
"251455 SAO JOSE DE PRINCESA";1
"251470 SAO JOSE DO SABUGI";1
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";9
"251520 SAO SEBASTIAO DO UMBUZEIRO";6
"251530 SAPE";2
"251540 SAO VICENTE DO SERIDO";3
"251590 SERRARIA";1
"251593 SERTAOZINHO";1
"251600 SOLANEA";3
"251610 SOLEDADE";1
"251615 SOSSEGO";2
"251620 SOUSA";13
"251630 SUME";10
"251640 TACIMA";4
"251675 TENORIO";2
"251700 UMBUZEIRO";1
"251740 ZABELE";5
"260005 ABREU E LIMA";15
"260010 AFOGADOS DA INGAZEIRA";10
"260030 AGRESTINA";1
"260040 AGUA PRETA";23
"260050 AGUAS BELAS";9
"260070 ALIANCA";4
"260080 ALTINHO";1
"260090 AMARAJI";26
"260110 ARARIPINA";6
"260120 ARCOVERDE";8
"260130 BARRA DE GUABIRABA";3
"260140 BARREIROS";1
"260160 BELEM DE SAO FRANCISCO";1
"260170 BELO JARDIM";5
