 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Jun/2014
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";165
"110002 ARIQUEMES";414
"110003 CABIXI";24
"110004 CACOAL";1019
"110005 CEREJEIRAS";113
"110006 COLORADO DO OESTE";62
"110008 COSTA MARQUES";56
"110009 ESPIGAO D'OESTE";117
"110010 GUAJARA-MIRIM";271
"110011 JARU";220
"110012 JI-PARANA";842
"110013 MACHADINHO D'OESTE";149
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";212
"110018 PIMENTA BUENO";237
"110020 PORTO VELHO";3098
"110025 PRESIDENTE MEDICI";71
"110026 RIO CRESPO";11
"110028 ROLIM DE MOURA";514
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";965
"110032 SAO MIGUEL DO GUAPORE";151
"110033 NOVA MAMORE";51
"110034 ALVORADA D'OESTE";45
"110037 ALTO ALEGRE DOS PARECIS";27
"110040 ALTO PARAISO";20
"110045 BURITIS";119
"110050 NOVO HORIZONTE DO OESTE";49
"110060 CACAULANDIA";11
"110070 CAMPO NOVO DE RONDONIA";53
"110100 GOVERNADOR JORGE TEIXEIRA";33
"110120 MINISTRO ANDREAZZA";40
"110130 MIRANTE DA SERRA";73
"110140 MONTE NEGRO";67
"110143 NOVA UNIAO";6
"110145 PARECIS";15
"110146 PIMENTEIRAS DO OESTE";7
"110149 SAO FRANCISCO DO GUAPORE";109
"110150 SERINGUEIRAS";68
"110155 TEIXEIROPOLIS";3
"110160 THEOBROMA";6
"110170 URUPA";5
"110175 VALE DO ANARI";10
"110180 VALE DO PARAISO";5
"120001 ACRELANDIA";18
"120005 ASSIS BRASIL";20
"120010 BRASILEIA";193
"120020 CRUZEIRO DO SUL";1014
"120030 FEIJO";41
"120033 MANCIO LIMA";43
"120034 MANOEL URBANO";52
"120038 PLACIDO DE CASTRO";60
"120039 PORTO WALTER";12
"120040 RIO BRANCO";2148
"120042 RODRIGUES ALVES";24
"120045 SENADOR GUIOMARD";53
"120050 SENA MADUREIRA";289
"120060 TARAUACA";248
"120070 XAPURI";117
"130002 ALVARAES";24
"130008 ANAMA";35
"130014 APUI";91
"130040 BARCELOS";47
"130050 BARREIRINHA";62
"130060 BENJAMIN CONSTANT";91
