 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Dez/2020
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";94
"110002 ARIQUEMES";589
"110003 CABIXI";19
"110004 CACOAL";705
"110005 CEREJEIRAS";40
"110006 COLORADO DO OESTE";27
"110008 COSTA MARQUES";3
"110009 ESPIGAO D'OESTE";82
"110010 GUAJARA-MIRIM";191
"110011 JARU";203
"110012 JI-PARANA";361
"110013 MACHADINHO D'OESTE";91
"110014 NOVA BRASILANDIA D'OESTE";32
"110015 OURO PRETO DO OESTE";172
"110018 PIMENTA BUENO";200
"110020 PORTO VELHO";3805
"110025 PRESIDENTE MEDICI";53
"110026 RIO CRESPO";1
"110028 ROLIM DE MOURA";242
"110029 SANTA LUZIA D'OESTE";20
"110030 VILHENA";734
"110032 SAO MIGUEL DO GUAPORE";143
"110033 NOVA MAMORE";48
"110034 ALVORADA D'OESTE";60
"110037 ALTO ALEGRE DOS PARECIS";41
"110040 ALTO PARAISO";30
"110045 BURITIS";43
"110050 NOVO HORIZONTE DO OESTE";19
"110060 CACAULANDIA";8
"110070 CAMPO NOVO DE RONDONIA";5
"110094 CUJUBIM";61
"110110 ITAPUA DO OESTE";1
"110120 MINISTRO ANDREAZZA";14
"110130 MIRANTE DA SERRA";22
"110140 MONTE NEGRO";24
"110143 NOVA UNIAO";1
"110145 PARECIS";68
"110146 PIMENTEIRAS DO OESTE";7
"110149 SAO FRANCISCO DO GUAPORE";14
"110150 SERINGUEIRAS";41
"110155 TEIXEIROPOLIS";1
"110160 THEOBROMA";13
"110170 URUPA";19
"110180 VALE DO PARAISO";14
"120005 ASSIS BRASIL";34
"120010 BRASILEIA";175
"120020 CRUZEIRO DO SUL";435
"120030 FEIJO";27
"120033 MANCIO LIMA";31
"120034 MANOEL URBANO";30
"120038 PLACIDO DE CASTRO";26
"120040 RIO BRANCO";2538
"120045 SENADOR GUIOMARD";20
"120050 SENA MADUREIRA";138
"120060 TARAUACA";194
"120070 XAPURI";50
"130002 ALVARAES";89
"130006 AMATURA";23
"130010 ANORI";81
"130014 APUI";88
"130020 ATALAIA DO NORTE";42
"130030 AUTAZES";56
"130050 BARREIRINHA";84
"130060 BENJAMIN CONSTANT";115
"130063 BERURI";55
"130068 BOA VISTA DO RAMOS";68
"130070 BOCA DO ACRE";122
"130080 BORBA";178
"130083 CAAPIRANGA";82
"130090 CANUTAMA";24
"130100 CARAUARI";121
"130110 CAREIRO";78
"130120 COARI";343
"130130 CODAJAS";45
"130140 EIRUNEPE";121
"130150 ENVIRA";75
"130160 FONTE BOA";90
"130165 GUAJARA";28
"130170 HUMAITA";149
"130180 IPIXUNA";66
"130185 IRANDUBA";2
"130190 ITACOATIARA";402
"130200 ITAPIRANGA";35
"130210 JAPURA";41
"130220 JURUA";40
"130230 JUTAI";92
"130240 LABREA";121
"130250 MANACAPURU";436
"130255 MANAQUIRI";51
"130260 MANAUS";7714
"130270 MANICORE";141
"130290 MAUES";249
"130300 NHAMUNDA";48
"130310 NOVA OLINDA DO NORTE";118
"130320 NOVO AIRAO";69
"130340 PARINTINS";459
"130350 PAUINI";133
"130353 PRESIDENTE FIGUEIREDO";91
"130356 RIO PRETO DA EVA";23
"130370 SANTO ANTONIO DO ICA";149
"130380 SAO GABRIEL DA CACHOEIRA";128
"130390 SAO PAULO DE OLIVENCA";121
