 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Jan/2018
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";145
"110002 ARIQUEMES";377
"110003 CABIXI";26
"110004 CACOAL";955
"110005 CEREJEIRAS";100
"110006 COLORADO DO OESTE";56
"110008 COSTA MARQUES";54
"110009 ESPIGAO D'OESTE";148
"110010 GUAJARA-MIRIM";287
"110011 JARU";253
"110012 JI-PARANA";351
"110013 MACHADINHO D'OESTE";155
"110014 NOVA BRASILANDIA D'OESTE";83
"110015 OURO PRETO DO OESTE";188
"110018 PIMENTA BUENO";246
"110020 PORTO VELHO";3840
"110025 PRESIDENTE MEDICI";77
"110026 RIO CRESPO";13
"110028 ROLIM DE MOURA";329
"110029 SANTA LUZIA D'OESTE";57
"110030 VILHENA";852
"110032 SAO MIGUEL DO GUAPORE";149
"110033 NOVA MAMORE";23
"110034 ALVORADA D'OESTE";61
"110037 ALTO ALEGRE DOS PARECIS";28
"110040 ALTO PARAISO";60
"110045 BURITIS";36
"110050 NOVO HORIZONTE DO OESTE";41
"110060 CACAULANDIA";6
"110070 CAMPO NOVO DE RONDONIA";16
"110094 CUJUBIM";87
"110110 ITAPUA DO OESTE";4
"110120 MINISTRO ANDREAZZA";16
"110130 MIRANTE DA SERRA";32
"110140 MONTE NEGRO";34
"110143 NOVA UNIAO";13
"110145 PARECIS";19
"110146 PIMENTEIRAS DO OESTE";10
"110149 SAO FRANCISCO DO GUAPORE";113
"110150 SERINGUEIRAS";53
"110155 TEIXEIROPOLIS";1
"110160 THEOBROMA";16
"110170 URUPA";20
"110175 VALE DO ANARI";7
"110180 VALE DO PARAISO";9
"120001 ACRELANDIA";34
"120005 ASSIS BRASIL";12
"120010 BRASILEIA";208
"120020 CRUZEIRO DO SUL";931
"120030 FEIJO";58
"120033 MANCIO LIMA";70
"120038 PLACIDO DE CASTRO";57
"120039 PORTO WALTER";55
"120040 RIO BRANCO";2538
"120042 RODRIGUES ALVES";27
"120045 SENADOR GUIOMARD";32
"120050 SENA MADUREIRA";262
"120060 TARAUACA";263
"120070 XAPURI";61
"130002 ALVARAES";61
"130006 AMATURA";4
"130008 ANAMA";52
"130010 ANORI";49
"130014 APUI";79
"130020 ATALAIA DO NORTE";35
"130030 AUTAZES";72
"130040 BARCELOS";46
"130060 BENJAMIN CONSTANT";63
"130070 BOCA DO ACRE";240
"130080 BORBA";167
"130083 CAAPIRANGA";18
"130090 CANUTAMA";39
"130100 CARAUARI";72
"130120 COARI";275
"130140 EIRUNEPE";231
"130160 FONTE BOA";88
"130170 HUMAITA";172
"130180 IPIXUNA";156
"130185 IRANDUBA";35
"130190 ITACOATIARA";358
"130200 ITAPIRANGA";40
"130210 JAPURA";12
"130250 MANACAPURU";475
"130255 MANAQUIRI";25
"130260 MANAUS";10421
"130290 MAUES";257
"130300 NHAMUNDA";52
"130320 NOVO AIRAO";24
"130340 PARINTINS";610
"130353 PRESIDENTE FIGUEIREDO";53
"130360 SANTA ISABEL DO RIO NEGRO";39
"130380 SAO GABRIEL DA CACHOEIRA";92
"130390 SAO PAULO DE OLIVENCA";50
"130395 SAO SEBASTIAO DO UATUMA";46
"130406 TABATINGA";138
"130410 TAPAUA";1
"130420 TEFE";345
"130426 UARINI";47
"130430 URUCARA";28
"130440 URUCURITUBA";7
"140005 ALTO ALEGRE";5
"140010 BOA VISTA";3400
"140015 BONFIM";11
"140020 CARACARAI";21
"140023 CAROEBE";34
"140030 MUCAJAI";22
"140045 PACARAIMA";40
"140047 RORAINOPOLIS";156
"140050 SAO JOAO DA BALIZA";17
"140060 SAO LUIZ";11
"150010 ABAETETUBA";625
"150013 ABEL FIGUEIREDO";34
"150020 ACARA";126
"150030 AFUA";96
"150034 AGUA AZUL DO NORTE";144
"150040 ALENQUER";280
"150050 ALMEIRIM";179
"150060 ALTAMIRA";798
"150070 ANAJAS";117
"150080 ANANINDEUA";2988
"150085 ANAPU";160
"150090 AUGUSTO CORREA";307
"150095 AURORA DO PARA";101
"150120 BAIAO";200
"150125 BANNACH";20
"150130 BARCARENA";428
"150140 BELEM";9303
"150145 BELTERRA";26
"150157 BOM JESUS DO TOCANTINS";65
"150170 BRAGANCA";1166
"150172 BRASIL NOVO";174
"150175 BREJO GRANDE DO ARAGUAIA";57
"150178 BREU BRANCO";69
"150180 BREVES";772
"150190 BUJARU";138
"150200 CACHOEIRA DO ARARI";95
"150210 CAMETA";676
"150215 CANAA DOS CARAJAS";88
"150220 CAPANEMA";394
"150230 CAPITAO POCO";297
"150240 CASTANHAL";1209
"150250 CHAVES";8
"150270 CONCEICAO DO ARAGUAIA";366
"150275 CONCORDIA DO PARA";73
"150276 CUMARU DO NORTE";46
"150277 CURIONOPOLIS";94
"150280 CURRALINHO";151
"150290 CURUCA";48
"150293 DOM ELISEU";122
"150295 ELDORADO DOS CARAJAS";151
"150300 FARO";35
"150304 FLORESTA DO ARAGUAIA";99
"150309 GOIANESIA DO PARA";98
"150310 GURUPA";124
"150320 IGARAPE-ACU";57
"150330 IGARAPE-MIRI";567
"150340 INHANGAPI";24
"150345 IPIXUNA DO PARA";198
"150350 IRITUIA";115
"150360 ITAITUBA";416
"150370 ITUPIRANGA";138
"150375 JACAREACANGA";51
"150380 JACUNDA";120
"150390 JURUTI";148
"150400 LIMOEIRO DO AJURU";81
"150405 MAE DO RIO";185
"150420 MARABA";1365
"150430 MARACANA";24
"150440 MARAPANIM";5
"150442 MARITUBA";475
"150445 MEDICILANDIA";92
"150450 MELGACO";78
"150460 MOCAJUBA";122
"150470 MOJU";148
"150480 MONTE ALEGRE";281
"150490 MUANA";202
"150495 NOVA ESPERANCA DO PIRIA";85
"150503 NOVO PROGRESSO";220
"150506 NOVO REPARTIMENTO";126
"150510 OBIDOS";287
"150520 OEIRAS DO PARA";106
"150530 ORIXIMINA";392
"150540 OUREM";108
"150543 OURILANDIA DO NORTE";319
"150548 PACAJA";155
"150549 PALESTINA DO PARA";31
"150550 PARAGOMINAS";592
"150553 PARAUAPEBAS";831
"150555 PAU D'ARCO";14
"150563 PICARRA";43
"150565 PLACAS";141
"150570 PONTA DE PEDRAS";98
"150580 PORTEL";203
"150590 PORTO DE MOZ";186
"150600 PRAINHA";91
"150613 REDENCAO";699
"150616 RIO MARIA";78
"150618 RONDON DO PARA";340
"150619 RUROPOLIS";101
"150620 SALINOPOLIS";233
"150630 SALVATERRA";81
"150640 SANTA CRUZ DO ARARI";39
"150650 SANTA IZABEL DO PARA";42
"150658 SANTA MARIA DAS BARREIRAS";39
"150660 SANTA MARIA DO PARA";223
"150670 SANTANA DO ARAGUAIA";169
"150680 SANTAREM";1396
"150700 SANTO ANTONIO DO TAUA";306
"150715 SAO DOMINGOS DO ARAGUAIA";54
"150720 SAO DOMINGOS DO CAPIM";59
"150730 SAO FELIX DO XINGU";437
"150745 SAO GERALDO DO ARAGUAIA";182
"150747 SAO JOAO DE PIRABAS";20
"150750 SAO JOAO DO ARAGUAIA";38
"150760 SAO MIGUEL DO GUAMA";191
"150770 SAO SEBASTIAO DA BOA VISTA";106
"150775 SAPUCAIA";26
"150780 SENADOR JOSE PORFIRIO";86
"150790 SOURE";164
"150795 TAILANDIA";350
"150797 TERRA SANTA";96
"150800 TOME-ACU";212
"150803 TRACUATEUA";100
"150805 TRAIRAO";90
"150808 TUCUMA";329
"150810 TUCURUI";494
"150812 ULIANOPOLIS";267
"150815 URUARA";350
"150820 VIGIA";129
"150830 VISEU";258
"150835 VITORIA DO XINGU";66
"150840 XINGUARA";170
"160010 AMAPA";19
"160015 PEDRA BRANCA DO AMAPARI";5
"160027 LARANJAL DO JARI";372
"160030 MACAPA";1697
"160050 OIAPOQUE";212
"160053 PORTO GRANDE";18
"160060 SANTANA";323
"170070 ALVORADA";101
"170100 ANANAS";15
"170190 ARAGUACEMA";26
"170200 ARAGUACU";80
"170210 ARAGUAINA";1636
"170220 ARAGUATINS";14
"170230 ARAPOEMA";56
"170240 ARRAIAS";18
"170255 AUGUSTINOPOLIS";183
"170370 BREJINHO DE NAZARE";2
"170550 COLINAS DO TOCANTINS";121
"170610 CRISTALANDIA";9
"170700 DIANOPOLIS";28
"170710 DIVINOPOLIS DO TOCANTINS";4
"170900 GOIATINS";17
"170930 GUARAI";106
"170950 GURUPI";523
"171050 ITACAJA";8
"171190 LAGOA DA CONFUSAO";23
"171320 MIRACEMA DO TOCANTINS";144
"171330 MIRANORTE";4
"171420 NATIVIDADE";2
"171430 NAZARE";3
"171575 PALMEIROPOLIS";2
"171610 PARAISO DO TOCANTINS";162
"171620 PARANA";36
"171650 PEDRO AFONSO";56
"171660 PEIXE";56
"171670 COLMEIA";1
"171750 PIUM";35
"171790 PONTE ALTA DO TOCANTINS";1
"171820 PORTO NACIONAL";661
"172090 TAGUATINGA";26
"172100 PALMAS";1651
"172120 TOCANTINOPOLIS";102
"172210 XAMBIOA";64
"210005 ACAILANDIA";444
"210020 ALCANTARA";6
"210043 ALTO ALEGRE DO MARANHAO";144
"210047 ALTO ALEGRE DO PINDARE";208
"210050 ALTO PARNAIBA";34
"210060 AMARANTE DO MARANHAO";213
"210070 ANAJATUBA";30
"210080 ANAPURUS";61
"210083 APICUM-ACU";100
"210087 ARAGUANA";88
"210090 ARAIOSES";11
"210095 ARAME";239
"210100 ARARI";68
"210110 AXIXA";79
"210120 BACABAL";844
"210130 BACURI";206
"210140 BALSAS";388
"210150 BARAO DE GRAJAU";58
"210160 BARRA DO CORDA";378
"210170 BARREIRINHAS";366
"210177 BELA VISTA DO MARANHAO";78
"210180 BENEDITO LEITE";50
"210190 BEQUIMAO";89
"210193 BERNARDO DO MEARIM";27
"210200 BOM JARDIM";203
"210203 BOM JESUS DAS SELVAS";113
"210210 BREJO";187
"210230 BURITI BRAVO";176
"210232 BURITICUPU";320
"210240 CAJAPIO";58
"210250 CAJARI";17
"210270 CANTANHEDE";118
"210275 CAPINZAL DO NORTE";16
"210280 CAROLINA";81
"210290 CARUTAPERA";163
"210300 CAXIAS";1271
"210310 CEDRAL";53
"210312 CENTRAL DO MARANHAO";58
"210320 CHAPADINHA";395
"210325 CIDELANDIA";80
"210330 CODO";498
"210340 COELHO NETO";213
"210350 COLINAS";340
"210355 CONCEICAO DO LAGO-ACU";77
"210360 COROATA";446
"210370 CURURUPU";45
"210380 DOM PEDRO";127
"210390 DUQUE BACELAR";44
"210400 ESPERANTINOPOLIS";118
"210405 ESTREITO";207
"210407 FEIRA NOVA DO MARANHAO";56
"210408 FERNANDO FALCAO";29
"210409 FORMOSA DA SERRA NEGRA";59
"210410 FORTALEZA DOS NOGUEIRAS";76
"210420 FORTUNA";45
"210440 GONCALVES DIAS";70
"210450 GOVERNADOR ARCHER";63
"210455 GOVERNADOR EDISON LOBAO";17
"210460 GOVERNADOR EUGENIO BARROS";100
"210462 GOVERNADOR LUIZ ROCHA";48
"210465 GOVERNADOR NEWTON BELLO";48
"210467 GOVERNADOR NUNES FREIRE";370
"210470 GRACA ARANHA";29
"210480 GRAJAU";590
"210490 GUIMARAES";78
"210500 HUMBERTO DE CAMPOS";27
"210510 ICATU";67
