 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Out/2013
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";199
"110002 ARIQUEMES";404
"110003 CABIXI";24
"110004 CACOAL";1039
"110005 CEREJEIRAS";132
"110006 COLORADO DO OESTE";86
"110009 ESPIGAO D'OESTE";153
"110010 GUAJARA-MIRIM";213
"110011 JARU";275
"110012 JI-PARANA";686
"110013 MACHADINHO D'OESTE";102
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";220
"110018 PIMENTA BUENO";245
"110020 PORTO VELHO";3550
"110025 PRESIDENTE MEDICI";63
"110028 ROLIM DE MOURA";352
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";577
"110032 SAO MIGUEL DO GUAPORE";107
"110033 NOVA MAMORE";97
"110034 ALVORADA D'OESTE";47
"110037 ALTO ALEGRE DOS PARECIS";18
"110040 ALTO PARAISO";39
"110045 BURITIS";93
"110050 NOVO HORIZONTE DO OESTE";21
"110060 CACAULANDIA";13
"110070 CAMPO NOVO DE RONDONIA";53
"110100 GOVERNADOR JORGE TEIXEIRA";19
"110120 MINISTRO ANDREAZZA";41
"110130 MIRANTE DA SERRA";83
"110140 MONTE NEGRO";101
"110143 NOVA UNIAO";1
"110145 PARECIS";27
"110146 PIMENTEIRAS DO OESTE";7
"110149 SAO FRANCISCO DO GUAPORE";67
"110150 SERINGUEIRAS";13
"110155 TEIXEIROPOLIS";6
"110160 THEOBROMA";5
"110170 URUPA";3
"110175 VALE DO ANARI";7
"110180 VALE DO PARAISO";23
"120001 ACRELANDIA";21
"120005 ASSIS BRASIL";16
"120010 BRASILEIA";220
"120020 CRUZEIRO DO SUL";917
"120030 FEIJO";42
"120033 MANCIO LIMA";10
"120034 MANOEL URBANO";44
"120038 PLACIDO DE CASTRO";55
"120039 PORTO WALTER";20
"120040 RIO BRANCO";2415
"120042 RODRIGUES ALVES";33
"120045 SENADOR GUIOMARD";49
"120050 SENA MADUREIRA";227
"120060 TARAUACA";166
"120070 XAPURI";123
"130002 ALVARAES";37
"130010 ANORI";8
"130014 APUI";85
"130040 BARCELOS";69
"130050 BARREIRINHA";93
"130060 BENJAMIN CONSTANT";72
"130063 BERURI";49
"130070 BOCA DO ACRE";158
