 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Ago/2012
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";185
"110002 ARIQUEMES";537
"110003 CABIXI";15
"110004 CACOAL";719
"110005 CEREJEIRAS";153
"110006 COLORADO DO OESTE";129
"110009 ESPIGAO D'OESTE";152
"110010 GUAJARA-MIRIM";222
"110011 JARU";246
"110012 JI-PARANA";822
"110013 MACHADINHO D'OESTE";93
"110014 NOVA BRASILANDIA D'OESTE";126
"110015 OURO PRETO DO OESTE";159
"110018 PIMENTA BUENO";196
"110020 PORTO VELHO";2028
"110025 PRESIDENTE MEDICI";60
"110028 ROLIM DE MOURA";527
"110030 VILHENA";565
"110032 SAO MIGUEL DO GUAPORE";144
"110033 NOVA MAMORE";73
"110034 ALVORADA D'OESTE";77
"110037 ALTO ALEGRE DOS PARECIS";53
"110040 ALTO PARAISO";11
"110050 NOVO HORIZONTE DO OESTE";35
"110060 CACAULANDIA";5
"110070 CAMPO NOVO DE RONDONIA";41
"110094 CUJUBIM";23
"110100 GOVERNADOR JORGE TEIXEIRA";43
"110110 ITAPUA DO OESTE";2
"110120 MINISTRO ANDREAZZA";41
"110130 MIRANTE DA SERRA";55
"110140 MONTE NEGRO";120
"110143 NOVA UNIAO";5
"110145 PARECIS";19
"110146 PIMENTEIRAS DO OESTE";11
"110149 SAO FRANCISCO DO GUAPORE";50
"110150 SERINGUEIRAS";42
"110155 TEIXEIROPOLIS";10
"110160 THEOBROMA";20
"110170 URUPA";4
"110175 VALE DO ANARI";6
"110180 VALE DO PARAISO";10
"120001 ACRELANDIA";6
"120005 ASSIS BRASIL";33
"120010 BRASILEIA";187
"120020 CRUZEIRO DO SUL";932
"120030 FEIJO";26
"120033 MANCIO LIMA";23
"120034 MANOEL URBANO";49
"120038 PLACIDO DE CASTRO";34
"120039 PORTO WALTER";19
"120040 RIO BRANCO";2674
"120042 RODRIGUES ALVES";35
"120045 SENADOR GUIOMARD";57
"120050 SENA MADUREIRA";328
"120060 TARAUACA";140
"120070 XAPURI";142
"130002 ALVARAES";12
"130006 AMATURA";12
"130008 ANAMA";40
"130014 APUI";121
"130020 ATALAIA DO NORTE";13
"130030 AUTAZES";26
"130040 BARCELOS";48
"130050 BARREIRINHA";24
"130060 BENJAMIN CONSTANT";91
"130063 BERURI";59
"130068 BOA VISTA DO RAMOS";92
"130070 BOCA DO ACRE";148
"130080 BORBA";125
"130083 CAAPIRANGA";23
"130110 CAREIRO";8
"130120 COARI";320
"130130 CODAJAS";70
"130150 ENVIRA";93
"130165 GUAJARA";31
"130170 HUMAITA";148
"130180 IPIXUNA";37
"130185 IRANDUBA";107
"130190 ITACOATIARA";371
"130195 ITAMARATI";24
"130200 ITAPIRANGA";45
"130220 JURUA";25
"130230 JUTAI";88
"130240 LABREA";112
"130250 MANACAPURU";300
"130255 MANAQUIRI";30
"130260 MANAUS";8900
"130270 MANICORE";30
"130280 MARAA";26
"130290 MAUES";190
"130300 NHAMUNDA";56
"130320 NOVO AIRAO";40
"130330 NOVO ARIPUANA";88
"130340 PARINTINS";426
"130353 PRESIDENTE FIGUEIREDO";147
"130356 RIO PRETO DA EVA";32
"130370 SANTO ANTONIO DO ICA";105
"130390 SAO PAULO DE OLIVENCA";137
"130395 SAO SEBASTIAO DO UATUMA";13
"130400 SILVES";3
"130406 TABATINGA";98
"130410 TAPAUA";50
"130420 TEFE";343
"130423 TONANTINS";41
"130440 URUCURITUBA";8
"140005 ALTO ALEGRE";56
"140010 BOA VISTA";2554
"140015 BONFIM";10
"140020 CARACARAI";26
"140030 MUCAJAI";8
"140045 PACARAIMA";31
"140050 SAO JOAO DA BALIZA";14
"140060 SAO LUIZ";12
"150010 ABAETETUBA";862
"150013 ABEL FIGUEIREDO";60
"150020 ACARA";93
"150034 AGUA AZUL DO NORTE";57
"150040 ALENQUER";465
"150050 ALMEIRIM";134
"150080 ANANINDEUA";2509
"150095 AURORA DO PARA";154
"150120 BAIAO";59
