 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Out/2019
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";172
"110002 ARIQUEMES";576
"110003 CABIXI";26
"110004 CACOAL";1178
"110005 CEREJEIRAS";91
"110006 COLORADO DO OESTE";80
"110008 COSTA MARQUES";45
"110009 ESPIGAO D'OESTE";196
"110010 GUAJARA-MIRIM";258
"110011 JARU";279
"110012 JI-PARANA";593
"110013 MACHADINHO D'OESTE";197
"110014 NOVA BRASILANDIA D'OESTE";115
"110015 OURO PRETO DO OESTE";143
"110018 PIMENTA BUENO";235
"110020 PORTO VELHO";3770
"110025 PRESIDENTE MEDICI";66
"110026 RIO CRESPO";10
"110028 ROLIM DE MOURA";356
"110029 SANTA LUZIA D'OESTE";52
"110030 VILHENA";900
"110032 SAO MIGUEL DO GUAPORE";69
"110033 NOVA MAMORE";47
"110034 ALVORADA D'OESTE";64
"110037 ALTO ALEGRE DOS PARECIS";30
"110040 ALTO PARAISO";20
"110045 BURITIS";69
"110050 NOVO HORIZONTE DO OESTE";45
"110060 CACAULANDIA";4
"110070 CAMPO NOVO DE RONDONIA";18
"110094 CUJUBIM";31
"110120 MINISTRO ANDREAZZA";10
"110130 MIRANTE DA SERRA";35
"110140 MONTE NEGRO";18
"110143 NOVA UNIAO";14
"110145 PARECIS";9
"110146 PIMENTEIRAS DO OESTE";8
"110149 SAO FRANCISCO DO GUAPORE";100
"110150 SERINGUEIRAS";46
"110155 TEIXEIROPOLIS";6
"110160 THEOBROMA";10
"110170 URUPA";18
"110180 VALE DO PARAISO";4
"120001 ACRELANDIA";27
"120010 BRASILEIA";237
"120020 CRUZEIRO DO SUL";878
"120030 FEIJO";13
"120034 MANOEL URBANO";29
"120035 MARECHAL THAUMATURGO";79
"120038 PLACIDO DE CASTRO";69
"120040 RIO BRANCO";2435
"120042 RODRIGUES ALVES";25
"120043 SANTA ROSA DO PURUS";18
"120045 SENADOR GUIOMARD";38
"120050 SENA MADUREIRA";196
"120060 TARAUACA";164
"120070 XAPURI";47
"130002 ALVARAES";47
"130006 AMATURA";47
"130008 ANAMA";66
"130010 ANORI";48
"130014 APUI";83
"130020 ATALAIA DO NORTE";56
"130030 AUTAZES";51
"130040 BARCELOS";101
"130050 BARREIRINHA";123
"130060 BENJAMIN CONSTANT";204
"130068 BOA VISTA DO RAMOS";50
"130070 BOCA DO ACRE";115
"130080 BORBA";182
"130083 CAAPIRANGA";13
"130090 CANUTAMA";39
"130100 CARAUARI";123
"130110 CAREIRO";131
"130120 COARI";441
"130130 CODAJAS";86
"130140 EIRUNEPE";186
"130150 ENVIRA";161
"130160 FONTE BOA";88
"130165 GUAJARA";37
"130170 HUMAITA";149
"130180 IPIXUNA";65
"130185 IRANDUBA";80
"130190 ITACOATIARA";396
"130200 ITAPIRANGA";30
"130210 JAPURA";21
"130230 JUTAI";107
"130240 LABREA";121
"130250 MANACAPURU";404
"130255 MANAQUIRI";31
"130260 MANAUS";10068
"130270 MANICORE";144
"130290 MAUES";300
"130300 NHAMUNDA";37
"130310 NOVA OLINDA DO NORTE";106
"130320 NOVO AIRAO";69
"130330 NOVO ARIPUANA";45
"130340 PARINTINS";619
"130353 PRESIDENTE FIGUEIREDO";81
"130356 RIO PRETO DA EVA";36
"130360 SANTA ISABEL DO RIO NEGRO";28
"130370 SANTO ANTONIO DO ICA";234
"130380 SAO GABRIEL DA CACHOEIRA";36
"130390 SAO PAULO DE OLIVENCA";135
"130395 SAO SEBASTIAO DO UATUMA";19
"130400 SILVES";25
"130406 TABATINGA";210
"130420 TEFE";394
"130423 TONANTINS";105
"130426 UARINI";103
"130430 URUCARA";49
"140005 ALTO ALEGRE";40
"140010 BOA VISTA";3695
"140015 BONFIM";6
"140020 CARACARAI";47
"140023 CAROEBE";56
"140030 MUCAJAI";50
"140040 NORMANDIA";28
"140045 PACARAIMA";39
"140047 RORAINOPOLIS";201
"140050 SAO JOAO DA BALIZA";101
"140060 SAO LUIZ";25
"150010 ABAETETUBA";608
"150013 ABEL FIGUEIREDO";26
"150020 ACARA";157
"150030 AFUA";78
"150034 AGUA AZUL DO NORTE";127
"150040 ALENQUER";371
"150050 ALMEIRIM";148
"150060 ALTAMIRA";706
"150070 ANAJAS";100
"150080 ANANINDEUA";3213
"150085 ANAPU";217
"150090 AUGUSTO CORREA";299
"150095 AURORA DO PARA";113
"150120 BAIAO";200
"150125 BANNACH";28
"150130 BARCARENA";804
"150140 BELEM";9256
"150145 BELTERRA";37
"150157 BOM JESUS DO TOCANTINS";58
"150170 BRAGANCA";1076
"150172 BRASIL NOVO";197
"150175 BREJO GRANDE DO ARAGUAIA";60
"150178 BREU BRANCO";91
"150180 BREVES";851
"150190 BUJARU";179
"150200 CACHOEIRA DO ARARI";91
"150210 CAMETA";701
"150215 CANAA DOS CARAJAS";139
"150220 CAPANEMA";405
"150230 CAPITAO POCO";325
"150240 CASTANHAL";1369
"150250 CHAVES";9
"150270 CONCEICAO DO ARAGUAIA";310
"150275 CONCORDIA DO PARA";73
"150276 CUMARU DO NORTE";50
"150277 CURIONOPOLIS";100
"150280 CURRALINHO";123
"150290 CURUCA";58
"150293 DOM ELISEU";203
"150295 ELDORADO DOS CARAJAS";108
"150300 FARO";3
"150304 FLORESTA DO ARAGUAIA";99
"150307 GARRAFAO DO NORTE";76
"150309 GOIANESIA DO PARA";104
"150310 GURUPA";113
"150320 IGARAPE-ACU";56
"150330 IGARAPE-MIRI";636
"150345 IPIXUNA DO PARA";284
"150350 IRITUIA";25
"150360 ITAITUBA";389
"150370 ITUPIRANGA";165
"150380 JACUNDA";229
"150390 JURUTI";180
"150400 LIMOEIRO DO AJURU";122
"150405 MAE DO RIO";151
"150420 MARABA";1451
"150430 MARACANA";19
"150440 MARAPANIM";36
"150442 MARITUBA";553
"150445 MEDICILANDIA";185
"150450 MELGACO";82
"150460 MOCAJUBA";149
"150470 MOJU";201
"150480 MONTE ALEGRE";256
"150490 MUANA";199
"150495 NOVA ESPERANCA DO PIRIA";24
"150497 NOVA IPIXUNA";19
"150503 NOVO PROGRESSO";190
"150506 NOVO REPARTIMENTO";163
"150510 OBIDOS";251
"150520 OEIRAS DO PARA";118
"150530 ORIXIMINA";412
"150540 OUREM";76
"150543 OURILANDIA DO NORTE";323
"150548 PACAJA";224
"150549 PALESTINA DO PARA";65
"150550 PARAGOMINAS";617
"150553 PARAUAPEBAS";791
"150555 PAU D'ARCO";41
"150563 PICARRA";62
"150565 PLACAS";132
"150570 PONTA DE PEDRAS";95
"150580 PORTEL";124
"150590 PORTO DE MOZ";205
"150600 PRAINHA";106
"150613 REDENCAO";911
"150616 RIO MARIA";56
"150618 RONDON DO PARA";344
"150619 RUROPOLIS";101
"150620 SALINOPOLIS";236
"150630 SALVATERRA";73
"150640 SANTA CRUZ DO ARARI";32
"150650 SANTA IZABEL DO PARA";73
"150658 SANTA MARIA DAS BARREIRAS";54
"150660 SANTA MARIA DO PARA";150
"150670 SANTANA DO ARAGUAIA";243
"150680 SANTAREM";2252
"150700 SANTO ANTONIO DO TAUA";381
"150715 SAO DOMINGOS DO ARAGUAIA";43
"150720 SAO DOMINGOS DO CAPIM";133
"150730 SAO FELIX DO XINGU";485
"150745 SAO GERALDO DO ARAGUAIA";40
"150747 SAO JOAO DE PIRABAS";35
"150750 SAO JOAO DO ARAGUAIA";9
"150760 SAO MIGUEL DO GUAMA";71
"150770 SAO SEBASTIAO DA BOA VISTA";106
"150775 SAPUCAIA";26
"150780 SENADOR JOSE PORFIRIO";70
"150790 SOURE";137
"150795 TAILANDIA";285
"150797 TERRA SANTA";118
"150800 TOME-ACU";282
"150803 TRACUATEUA";99
"150805 TRAIRAO";154
"150808 TUCUMA";465
"150810 TUCURUI";426
"150812 ULIANOPOLIS";204
"150815 URUARA";282
"150820 VIGIA";170
"150830 VISEU";193
"150835 VITORIA DO XINGU";166
"150840 XINGUARA";203
"160010 AMAPA";25
