 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Jun/2016
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";135
"110002 ARIQUEMES";578
"110003 CABIXI";26
"110004 CACOAL";1198
"110005 CEREJEIRAS";95
"110006 COLORADO DO OESTE";37
"110008 COSTA MARQUES";30
"110009 ESPIGAO D'OESTE";116
"110010 GUAJARA-MIRIM";299
"110011 JARU";300
"110012 JI-PARANA";788
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";209
"110018 PIMENTA BUENO";202
"110020 PORTO VELHO";4123
"110025 PRESIDENTE MEDICI";40
"110028 ROLIM DE MOURA";337
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";717
"110032 SAO MIGUEL DO GUAPORE";103
"110033 NOVA MAMORE";32
"110034 ALVORADA D'OESTE";61
"110037 ALTO ALEGRE DOS PARECIS";62
"110040 ALTO PARAISO";19
"110045 BURITIS";77
"110050 NOVO HORIZONTE DO OESTE";45
"110060 CACAULANDIA";3
"110070 CAMPO NOVO DE RONDONIA";27
"110094 CUJUBIM";15
"110100 GOVERNADOR JORGE TEIXEIRA";21
"110120 MINISTRO ANDREAZZA";30
"110130 MIRANTE DA SERRA";40
"110143 NOVA UNIAO";3
"110145 PARECIS";19
"110146 PIMENTEIRAS DO OESTE";10
"110150 SERINGUEIRAS";36
"110155 TEIXEIROPOLIS";11
"110160 THEOBROMA";9
"110170 URUPA";17
"110175 VALE DO ANARI";3
"110180 VALE DO PARAISO";4
"120001 ACRELANDIA";23
"120005 ASSIS BRASIL";13
"120010 BRASILEIA";217
"120020 CRUZEIRO DO SUL";793
"120030 FEIJO";14
"120033 MANCIO LIMA";44
"120034 MANOEL URBANO";26
"120035 MARECHAL THAUMATURGO";15
"120038 PLACIDO DE CASTRO";70
"120040 RIO BRANCO";2604
"120042 RODRIGUES ALVES";36
"120043 SANTA ROSA DO PURUS";16
"120045 SENADOR GUIOMARD";62
