 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Jan/2016
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";192
"110002 ARIQUEMES";435
"110003 CABIXI";26
"110004 CACOAL";983
"110005 CEREJEIRAS";122
"110006 COLORADO DO OESTE";61
"110009 ESPIGAO D'OESTE";115
"110010 GUAJARA-MIRIM";228
"110011 JARU";222
"110012 JI-PARANA";801
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";178
"110018 PIMENTA BUENO";235
"110020 PORTO VELHO";3589
"110025 PRESIDENTE MEDICI";51
"110028 ROLIM DE MOURA";370
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";632
"110032 SAO MIGUEL DO GUAPORE";79
"110033 NOVA MAMORE";25
"110034 ALVORADA D'OESTE";16
"110037 ALTO ALEGRE DOS PARECIS";30
"110040 ALTO PARAISO";15
"110045 BURITIS";53
"110050 NOVO HORIZONTE DO OESTE";43
"110060 CACAULANDIA";10
"110070 CAMPO NOVO DE RONDONIA";6
"110094 CUJUBIM";5
"110100 GOVERNADOR JORGE TEIXEIRA";10
"110120 MINISTRO ANDREAZZA";11
"110130 MIRANTE DA SERRA";36
"110143 NOVA UNIAO";22
"110145 PARECIS";11
"110146 PIMENTEIRAS DO OESTE";10
"110149 SAO FRANCISCO DO GUAPORE";75
"110150 SERINGUEIRAS";17
"110155 TEIXEIROPOLIS";3
"110160 THEOBROMA";3
"110170 URUPA";28
"110175 VALE DO ANARI";2
"110180 VALE DO PARAISO";13
"120001 ACRELANDIA";9
"120010 BRASILEIA";108
"120020 CRUZEIRO DO SUL";563
"120033 MANCIO LIMA";41
"120034 MANOEL URBANO";60
"120038 PLACIDO DE CASTRO";7
"120040 RIO BRANCO";2065
"120042 RODRIGUES ALVES";22
"120043 SANTA ROSA DO PURUS";14
"120045 SENADOR GUIOMARD";88
"120050 SENA MADUREIRA";229
"120060 TARAUACA";281
"120070 XAPURI";33
"130002 ALVARAES";54
"130008 ANAMA";77
"130014 APUI";75
"130030 AUTAZES";105
"130050 BARREIRINHA";159
"130060 BENJAMIN CONSTANT";69
"130063 BERURI";37
"130068 BOA VISTA DO RAMOS";26
"130070 BOCA DO ACRE";113
"130080 BORBA";170
"130083 CAAPIRANGA";42
"130090 CANUTAMA";13
"130120 COARI";325
"130130 CODAJAS";66
"130150 ENVIRA";30
"130160 FONTE BOA";128
"130165 GUAJARA";2
"130170 HUMAITA";164
"130180 IPIXUNA";64
"130185 IRANDUBA";141
"130190 ITACOATIARA";380
"130195 ITAMARATI";87
"130210 JAPURA";6
"130220 JURUA";49
"130230 JUTAI";162
"130250 MANACAPURU";353
"130255 MANAQUIRI";26
"130260 MANAUS";8569
"130270 MANICORE";310
"130290 MAUES";219
"130340 PARINTINS";522
"130350 PAUINI";69
"130353 PRESIDENTE FIGUEIREDO";49
"130356 RIO PRETO DA EVA";48
"130370 SANTO ANTONIO DO ICA";121
"130380 SAO GABRIEL DA CACHOEIRA";9
