 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Ago/2014
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";179
"110002 ARIQUEMES";402
"110003 CABIXI";24
"110004 CACOAL";1002
"110005 CEREJEIRAS";127
"110006 COLORADO DO OESTE";62
"110008 COSTA MARQUES";39
"110009 ESPIGAO D'OESTE";115
"110010 GUAJARA-MIRIM";254
"110011 JARU";224
"110012 JI-PARANA";789
"110013 MACHADINHO D'OESTE";118
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";215
"110018 PIMENTA BUENO";203
"110020 PORTO VELHO";3543
"110025 PRESIDENTE MEDICI";54
"110026 RIO CRESPO";6
"110028 ROLIM DE MOURA";503
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";1069
"110032 SAO MIGUEL DO GUAPORE";136
"110033 NOVA MAMORE";61
"110034 ALVORADA D'OESTE";41
"110037 ALTO ALEGRE DOS PARECIS";30
"110040 ALTO PARAISO";46
"110045 BURITIS";80
"110050 NOVO HORIZONTE DO OESTE";58
"110060 CACAULANDIA";2
"110070 CAMPO NOVO DE RONDONIA";19
"110100 GOVERNADOR JORGE TEIXEIRA";30
"110120 MINISTRO ANDREAZZA";22
"110130 MIRANTE DA SERRA";80
"110140 MONTE NEGRO";70
"110143 NOVA UNIAO";21
"110145 PARECIS";21
"110146 PIMENTEIRAS DO OESTE";10
"110149 SAO FRANCISCO DO GUAPORE";10
"110150 SERINGUEIRAS";70
"110155 TEIXEIROPOLIS";8
"110160 THEOBROMA";14
"110170 URUPA";5
"110175 VALE DO ANARI";16
"110180 VALE DO PARAISO";1
"120001 ACRELANDIA";19
"120010 BRASILEIA";256
"120020 CRUZEIRO DO SUL";852
"120030 FEIJO";23
"120034 MANOEL URBANO";63
"120038 PLACIDO DE CASTRO";51
"120040 RIO BRANCO";2284
"120042 RODRIGUES ALVES";28
"120045 SENADOR GUIOMARD";90
"120050 SENA MADUREIRA";263
"120060 TARAUACA";214
"120070 XAPURI";109
"130002 ALVARAES";42
"130014 APUI";98
"130050 BARREIRINHA";94
"130060 BENJAMIN CONSTANT";74
"130063 BERURI";73
"130070 BOCA DO ACRE";116
"130080 BORBA";59
"130083 CAAPIRANGA";27
"130090 CANUTAMA";33
"130100 CARAUARI";88
"130110 CAREIRO";17
"130120 COARI";322
"130130 CODAJAS";77
"130140 EIRUNEPE";163
"130150 ENVIRA";6
"130165 GUAJARA";39
"130170 HUMAITA";109
"130185 IRANDUBA";129
"130190 ITACOATIARA";408
"130195 ITAMARATI";37
"130220 JURUA";33
"130230 JUTAI";83
"130250 MANACAPURU";376
"130255 MANAQUIRI";9
"130260 MANAUS";7758
"130270 MANICORE";301
"130280 MARAA";7
"130290 MAUES";226
"130300 NHAMUNDA";35
"130330 NOVO ARIPUANA";54
"130340 PARINTINS";563
"130350 PAUINI";121
"130353 PRESIDENTE FIGUEIREDO";106
"130356 RIO PRETO DA EVA";155
"130380 SAO GABRIEL DA CACHOEIRA";3
"130390 SAO PAULO DE OLIVENCA";121
"130395 SAO SEBASTIAO DO UATUMA";3
"130400 SILVES";19
"130406 TABATINGA";188
"130410 TAPAUA";42
"130420 TEFE";240
"130430 URUCARA";3
"130440 URUCURITUBA";11
"140005 ALTO ALEGRE";42
"140010 BOA VISTA";2346
"140015 BONFIM";4
"140020 CARACARAI";16
"140023 CAROEBE";47
"140040 NORMANDIA";26
"140045 PACARAIMA";38
"140047 RORAINOPOLIS";29
"140050 SAO JOAO DA BALIZA";16
"140060 SAO LUIZ";8
"150010 ABAETETUBA";622
"150013 ABEL FIGUEIREDO";43
"150020 ACARA";148
"150030 AFUA";50
"150034 AGUA AZUL DO NORTE";109
"150040 ALENQUER";198
"150050 ALMEIRIM";54
"150060 ALTAMIRA";1177
"150070 ANAJAS";93
"150080 ANANINDEUA";3205
"150085 ANAPU";120
"150090 AUGUSTO CORREA";239
"150095 AURORA DO PARA";124
"150120 BAIAO";219
"150125 BANNACH";30
"150130 BARCARENA";397
"150140 BELEM";8713
"150145 BELTERRA";50
"150150 BENEVIDES";42
"150157 BOM JESUS DO TOCANTINS";89
"150170 BRAGANCA";1157
"150175 BREJO GRANDE DO ARAGUAIA";25
"150178 BREU BRANCO";100
"150180 BREVES";727
"150190 BUJARU";212
"150200 CACHOEIRA DO ARARI";57
"150210 CAMETA";572
"150215 CANAA DOS CARAJAS";178
"150220 CAPANEMA";573
"150230 CAPITAO POCO";503
"150240 CASTANHAL";1546
"150270 CONCEICAO DO ARAGUAIA";369
"150275 CONCORDIA DO PARA";86
"150276 CUMARU DO NORTE";46
"150277 CURIONOPOLIS";145
"150280 CURRALINHO";139
"150290 CURUCA";113
"150293 DOM ELISEU";326
"150295 ELDORADO DOS CARAJAS";176
"150300 FARO";31
"150304 FLORESTA DO ARAGUAIA";121
"150309 GOIANESIA DO PARA";72
"150310 GURUPA";148
"150320 IGARAPE-ACU";66
"150330 IGARAPE-MIRI";576
"150340 INHANGAPI";42
"150345 IPIXUNA DO PARA";272
"150350 IRITUIA";115
"150360 ITAITUBA";639
"150370 ITUPIRANGA";118
"150375 JACAREACANGA";103
"150380 JACUNDA";490
"150390 JURUTI";146
"150400 LIMOEIRO DO AJURU";144
"150405 MAE DO RIO";257
"150420 MARABA";1114
"150430 MARACANA";55
"150442 MARITUBA";510
"150445 MEDICILANDIA";122
"150450 MELGACO";73
"150460 MOCAJUBA";129
"150470 MOJU";291
"150480 MONTE ALEGRE";282
"150490 MUANA";117
"150495 NOVA ESPERANCA DO PIRIA";127
"150503 NOVO PROGRESSO";249
"150506 NOVO REPARTIMENTO";186
"150510 OBIDOS";292
"150520 OEIRAS DO PARA";103
"150530 ORIXIMINA";521
"150540 OUREM";74
"150543 OURILANDIA DO NORTE";200
"150548 PACAJA";144
"150549 PALESTINA DO PARA";22
"150550 PARAGOMINAS";388
"150553 PARAUAPEBAS";565
"150555 PAU D'ARCO";72
"150563 PICARRA";75
"150565 PLACAS";92
"150570 PONTA DE PEDRAS";99
"150580 PORTEL";155
"150590 PORTO DE MOZ";144
"150600 PRAINHA";69
"150613 REDENCAO";679
"150616 RIO MARIA";131
"150618 RONDON DO PARA";608
"150619 RUROPOLIS";148
"150620 SALINOPOLIS";147
"150630 SALVATERRA";81
"150640 SANTA CRUZ DO ARARI";27
"150650 SANTA IZABEL DO PARA";462
"150658 SANTA MARIA DAS BARREIRAS";71
"150660 SANTA MARIA DO PARA";72
"150670 SANTANA DO ARAGUAIA";269
"150680 SANTAREM";1885
"150700 SANTO ANTONIO DO TAUA";288
"150715 SAO DOMINGOS DO ARAGUAIA";83
"150720 SAO DOMINGOS DO CAPIM";51
"150730 SAO FELIX DO XINGU";181
"150745 SAO GERALDO DO ARAGUAIA";223
"150747 SAO JOAO DE PIRABAS";47
"150750 SAO JOAO DO ARAGUAIA";35
"150760 SAO MIGUEL DO GUAMA";69
"150770 SAO SEBASTIAO DA BOA VISTA";87
"150775 SAPUCAIA";70
"150780 SENADOR JOSE PORFIRIO";45
"150790 SOURE";148
"150795 TAILANDIA";296
"150797 TERRA SANTA";68
"150800 TOME-ACU";255
"150803 TRACUATEUA";89
"150805 TRAIRAO";116
"150808 TUCUMA";211
"150810 TUCURUI";652
"150812 ULIANOPOLIS";337
"150815 URUARA";220
"150820 VIGIA";169
"150830 VISEU";218
"150835 VITORIA DO XINGU";27
"150840 XINGUARA";277
"160010 AMAPA";12
"160020 CALCOENE";47
"160027 LARANJAL DO JARI";305
"160030 MACAPA";2194
"160050 OIAPOQUE";95
"160053 PORTO GRANDE";57
"160060 SANTANA";540
"170070 ALVORADA";66
"170100 ANANAS";7
"170190 ARAGUACEMA";29
"170200 ARAGUACU";146
"170210 ARAGUAINA";1883
"170220 ARAGUATINS";31
"170230 ARAPOEMA";62
"170240 ARRAIAS";60
"170255 AUGUSTINOPOLIS";576
"170550 COLINAS DO TOCANTINS";170
"170610 CRISTALANDIA";8
"170700 DIANOPOLIS";62
"170710 DIVINOPOLIS DO TOCANTINS";19
"170765 FIGUEIROPOLIS";5
"170820 FORMOSO DO ARAGUAIA";31
"170900 GOIATINS";70
"170930 GUARAI";109
"170950 GURUPI";702
