 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Ago/2020
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";98
"110002 ARIQUEMES";489
"110003 CABIXI";12
"110004 CACOAL";747
"110005 CEREJEIRAS";49
"110006 COLORADO DO OESTE";26
"110008 COSTA MARQUES";23
"110009 ESPIGAO D'OESTE";113
"110010 GUAJARA-MIRIM";233
"110011 JARU";229
"110012 JI-PARANA";476
"110013 MACHADINHO D'OESTE";75
"110014 NOVA BRASILANDIA D'OESTE";32
"110015 OURO PRETO DO OESTE";232
"110018 PIMENTA BUENO";176
"110020 PORTO VELHO";4038
"110025 PRESIDENTE MEDICI";42
"110026 RIO CRESPO";2
"110028 ROLIM DE MOURA";292
"110029 SANTA LUZIA D'OESTE";30
"110030 VILHENA";751
"110032 SAO MIGUEL DO GUAPORE";103
"110033 NOVA MAMORE";52
"110034 ALVORADA D'OESTE";20
"110037 ALTO ALEGRE DOS PARECIS";22
"110040 ALTO PARAISO";32
"110045 BURITIS";85
"110050 NOVO HORIZONTE DO OESTE";14
"110060 CACAULANDIA";3
"110070 CAMPO NOVO DE RONDONIA";6
"110094 CUJUBIM";25
"110110 ITAPUA DO OESTE";1
"110120 MINISTRO ANDREAZZA";8
"110130 MIRANTE DA SERRA";12
"110140 MONTE NEGRO";29
"110143 NOVA UNIAO";4
"110145 PARECIS";12
"110146 PIMENTEIRAS DO OESTE";2
"110149 SAO FRANCISCO DO GUAPORE";51
"110150 SERINGUEIRAS";44
"110155 TEIXEIROPOLIS";3
"110160 THEOBROMA";7
"110170 URUPA";7
"110180 VALE DO PARAISO";5
"120001 ACRELANDIA";18
"120010 BRASILEIA";210
"120020 CRUZEIRO DO SUL";827
"120034 MANOEL URBANO";23
"120035 MARECHAL THAUMATURGO";37
"120038 PLACIDO DE CASTRO";17
"120040 RIO BRANCO";2232
"120042 RODRIGUES ALVES";5
"120043 SANTA ROSA DO PURUS";10
"120045 SENADOR GUIOMARD";13
"120050 SENA MADUREIRA";157
"120060 TARAUACA";188
"120070 XAPURI";39
"130002 ALVARAES";68
"130006 AMATURA";44
"130010 ANORI";104
"130014 APUI";70
"130020 ATALAIA DO NORTE";25
"130030 AUTAZES";63
"130050 BARREIRINHA";85
"130060 BENJAMIN CONSTANT";110
"130063 BERURI";65
"130068 BOA VISTA DO RAMOS";59
"130070 BOCA DO ACRE";110
"130080 BORBA";81
"130083 CAAPIRANGA";82
"130090 CANUTAMA";38
"130100 CARAUARI";97
"130110 CAREIRO";42
"130120 COARI";336
"130130 CODAJAS";81
"130140 EIRUNEPE";96
"130150 ENVIRA";43
"130160 FONTE BOA";113
"130165 GUAJARA";31
"130170 HUMAITA";188
"130185 IRANDUBA";15
"130190 ITACOATIARA";410
"130200 ITAPIRANGA";40
"130210 JAPURA";35
"130230 JUTAI";51
"130240 LABREA";93
"130250 MANACAPURU";439
"130255 MANAQUIRI";38
"130260 MANAUS";8843
"130270 MANICORE";155
"130290 MAUES";262
"130300 NHAMUNDA";123
"130310 NOVA OLINDA DO NORTE";110
"130320 NOVO AIRAO";55
"130340 PARINTINS";521
"130353 PRESIDENTE FIGUEIREDO";73
"130356 RIO PRETO DA EVA";40
"130360 SANTA ISABEL DO RIO NEGRO";31
"130370 SANTO ANTONIO DO ICA";97
"130380 SAO GABRIEL DA CACHOEIRA";56
"130390 SAO PAULO DE OLIVENCA";98
"130395 SAO SEBASTIAO DO UATUMA";31
"130400 SILVES";22
"130406 TABATINGA";76
"130420 TEFE";335
"130423 TONANTINS";77
"130426 UARINI";44
"130430 URUCARA";65
"140005 ALTO ALEGRE";15
"140010 BOA VISTA";2943
"140015 BONFIM";4
"140020 CARACARAI";14
"140023 CAROEBE";22
"140030 MUCAJAI";19
"140040 NORMANDIA";26
"140045 PACARAIMA";16
"140047 RORAINOPOLIS";164
"140050 SAO JOAO DA BALIZA";13
"140060 SAO LUIZ";27
"150010 ABAETETUBA";390
"150013 ABEL FIGUEIREDO";21
"150020 ACARA";93
"150030 AFUA";146
"150034 AGUA AZUL DO NORTE";71
"150040 ALENQUER";287
"150050 ALMEIRIM";72
"150060 ALTAMIRA";978
"150070 ANAJAS";87
"150080 ANANINDEUA";2811
"150085 ANAPU";90
"150090 AUGUSTO CORREA";288
"150095 AURORA DO PARA";107
"150120 BAIAO";106
"150125 BANNACH";13
"150130 BARCARENA";622
"150140 BELEM";9629
"150145 BELTERRA";26
"150157 BOM JESUS DO TOCANTINS";98
"150170 BRAGANCA";885
"150172 BRASIL NOVO";135
"150175 BREJO GRANDE DO ARAGUAIA";57
"150178 BREU BRANCO";85
"150180 BREVES";775
"150190 BUJARU";161
"150200 CACHOEIRA DO ARARI";61
"150210 CAMETA";607
"150215 CANAA DOS CARAJAS";192
"150220 CAPANEMA";330
"150230 CAPITAO POCO";163
"150240 CASTANHAL";1798
"150250 CHAVES";39
"150270 CONCEICAO DO ARAGUAIA";344
"150275 CONCORDIA DO PARA";51
"150276 CUMARU DO NORTE";34
"150277 CURIONOPOLIS";117
"150280 CURRALINHO";121
"150290 CURUCA";58
"150293 DOM ELISEU";181
"150295 ELDORADO DOS CARAJAS";55
"150300 FARO";37
"150304 FLORESTA DO ARAGUAIA";115
"150307 GARRAFAO DO NORTE";62
"150309 GOIANESIA DO PARA";85
"150310 GURUPA";125
"150320 IGARAPE-ACU";89
"150330 IGARAPE-MIRI";587
"150340 INHANGAPI";4
"150345 IPIXUNA DO PARA";217
"150350 IRITUIA";37
"150360 ITAITUBA";390
"150370 ITUPIRANGA";124
"150375 JACAREACANGA";36
"150380 JACUNDA";241
"150390 JURUTI";150
"150400 LIMOEIRO DO AJURU";69
"150405 MAE DO RIO";111
"150420 MARABA";1967
"150430 MARACANA";59
"150440 MARAPANIM";22
"150442 MARITUBA";473
"150445 MEDICILANDIA";43
"150450 MELGACO";55
"150460 MOCAJUBA";135
"150470 MOJU";166
"150480 MONTE ALEGRE";281
"150490 MUANA";128
"150495 NOVA ESPERANCA DO PIRIA";112
"150497 NOVA IPIXUNA";8
"150503 NOVO PROGRESSO";177
"150506 NOVO REPARTIMENTO";109
"150510 OBIDOS";186
"150520 OEIRAS DO PARA";191
"150530 ORIXIMINA";282
"150540 OUREM";53
"150543 OURILANDIA DO NORTE";263
"150548 PACAJA";116
"150549 PALESTINA DO PARA";32
"150550 PARAGOMINAS";525
"150553 PARAUAPEBAS";775
"150555 PAU D'ARCO";28
"150563 PICARRA";46
"150565 PLACAS";93
"150580 PORTEL";131
"150590 PORTO DE MOZ";173
"150600 PRAINHA";101
"150613 REDENCAO";676
"150616 RIO MARIA";147
"150618 RONDON DO PARA";261
"150619 RUROPOLIS";100
"150620 SALINOPOLIS";207
"150630 SALVATERRA";75
"150640 SANTA CRUZ DO ARARI";32
"150650 SANTA IZABEL DO PARA";92
"150658 SANTA MARIA DAS BARREIRAS";60
"150660 SANTA MARIA DO PARA";64
"150670 SANTANA DO ARAGUAIA";173
"150680 SANTAREM";1678
"150700 SANTO ANTONIO DO TAUA";174
"150715 SAO DOMINGOS DO ARAGUAIA";22
"150720 SAO DOMINGOS DO CAPIM";69
"150730 SAO FELIX DO XINGU";394
"150745 SAO GERALDO DO ARAGUAIA";58
"150747 SAO JOAO DE PIRABAS";51
"150750 SAO JOAO DO ARAGUAIA";8
"150760 SAO MIGUEL DO GUAMA";51
"150770 SAO SEBASTIAO DA BOA VISTA";110
"150775 SAPUCAIA";26
"150780 SENADOR JOSE PORFIRIO";82
"150790 SOURE";138
"150795 TAILANDIA";623
"150797 TERRA SANTA";68
"150800 TOME-ACU";301
"150803 TRACUATEUA";23
"150805 TRAIRAO";90
"150808 TUCUMA";261
"150810 TUCURUI";381
"150812 ULIANOPOLIS";157
"150815 URUARA";221
"150820 VIGIA";102
"150830 VISEU";159
"150835 VITORIA DO XINGU";103
"150840 XINGUARA";184
"160005 SERRA DO NAVIO";3
"160010 AMAPA";22
"160015 PEDRA BRANCA DO AMAPARI";16
"160020 CALCOENE";40
"160027 LARANJAL DO JARI";253
"160030 MACAPA";2200
"160040 MAZAGAO";11
"160050 OIAPOQUE";144
"160053 PORTO GRANDE";17
"160060 SANTANA";345
"160070 TARTARUGALZINHO";21
"170070 ALVORADA";22
"170100 ANANAS";2
"170190 ARAGUACEMA";8
"170200 ARAGUACU";41
"170210 ARAGUAINA";1543
"170220 ARAGUATINS";14
"170230 ARAPOEMA";26
"170240 ARRAIAS";5
"170255 AUGUSTINOPOLIS";404
"170370 BREJINHO DE NAZARE";5
"170550 COLINAS DO TOCANTINS";98
"170610 CRISTALANDIA";15
"170700 DIANOPOLIS";32
"170710 DIVINOPOLIS DO TOCANTINS";4
"170820 FORMOSO DO ARAGUAIA";2
"170900 GOIATINS";21
"170930 GUARAI";152
"170950 GURUPI";516
"171050 ITACAJA";9
"171190 LAGOA DA CONFUSAO";15
"171320 MIRACEMA DO TOCANTINS";214
"171420 NATIVIDADE";6
"171575 PALMEIROPOLIS";2
"171610 PARAISO DO TOCANTINS";242
"171620 PARANA";22
"171650 PEDRO AFONSO";67
"171660 PEIXE";21
"171750 PIUM";24
"171790 PONTE ALTA DO TOCANTINS";3
"171820 PORTO NACIONAL";524
"172090 TAGUATINGA";16
"172100 PALMAS";2081
"172120 TOCANTINOPOLIS";94
"172210 XAMBIOA";63
"210005 ACAILANDIA";509
