 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Abr/2023
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";310
"110002 ARIQUEMES";649
"110003 CABIXI";26
"110004 CACOAL";1170
"110005 CEREJEIRAS";106
"110006 COLORADO DO OESTE";43
"110008 COSTA MARQUES";5
"110009 ESPIGAO D'OESTE";99
"110010 GUAJARA-MIRIM";312
"110011 JARU";295
"110012 JI-PARANA";691
"110013 MACHADINHO D'OESTE";181
"110014 NOVA BRASILANDIA D'OESTE";121
"110015 OURO PRETO DO OESTE";222
"110018 PIMENTA BUENO";355
"110020 PORTO VELHO";3757
"110025 PRESIDENTE MEDICI";78
"110026 RIO CRESPO";2
"110028 ROLIM DE MOURA";320
"110029 SANTA LUZIA D'OESTE";56
"110030 VILHENA";900
"110032 SAO MIGUEL DO GUAPORE";127
"110033 NOVA MAMORE";88
"110034 ALVORADA D'OESTE";59
"110037 ALTO ALEGRE DOS PARECIS";58
"110040 ALTO PARAISO";35
"110045 BURITIS";125
"110050 NOVO HORIZONTE DO OESTE";44
"110060 CACAULANDIA";11
"110070 CAMPO NOVO DE RONDONIA";30
"110080 CANDEIAS DO JAMARI";8
"110094 CUJUBIM";58
"110100 GOVERNADOR JORGE TEIXEIRA";18
"110120 MINISTRO ANDREAZZA";22
"110130 MIRANTE DA SERRA";34
"110140 MONTE NEGRO";55
"110143 NOVA UNIAO";23
"110145 PARECIS";47
"110146 PIMENTEIRAS DO OESTE";2
"110149 SAO FRANCISCO DO GUAPORE";62
"110150 SERINGUEIRAS";128
"110155 TEIXEIROPOLIS";5
"110160 THEOBROMA";13
"110170 URUPA";46
"110175 VALE DO ANARI";24
"110180 VALE DO PARAISO";21
"120001 ACRELANDIA";20
"120005 ASSIS BRASIL";38
"120010 BRASILEIA";250
"120020 CRUZEIRO DO SUL";967
"120030 FEIJO";45
"120033 MANCIO LIMA";50
"120034 MANOEL URBANO";36
"120035 MARECHAL THAUMATURGO";39
"120038 PLACIDO DE CASTRO";29
"120039 PORTO WALTER";13
"120040 RIO BRANCO";3031
"120043 SANTA ROSA DO PURUS";25
"120045 SENADOR GUIOMARD";75
"120050 SENA MADUREIRA";165
"120060 TARAUACA";174
"120070 XAPURI";53
"130002 ALVARAES";46
"130006 AMATURA";48
"130008 ANAMA";71
"130010 ANORI";147
"130014 APUI";109
"130020 ATALAIA DO NORTE";36
"130030 AUTAZES";139
"130040 BARCELOS";102
"130050 BARREIRINHA";96
"130060 BENJAMIN CONSTANT";95
"130063 BERURI";52
"130068 BOA VISTA DO RAMOS";44
"130070 BOCA DO ACRE";168
"130080 BORBA";189
"130083 CAAPIRANGA";30
"130090 CANUTAMA";35
"130100 CARAUARI";77
"130110 CAREIRO";119
"130115 CAREIRO DA VARZEA";2
"130120 COARI";356
"130130 CODAJAS";108
"130150 ENVIRA";90
"130160 FONTE BOA";110
"130165 GUAJARA";18
"130170 HUMAITA";112
"130180 IPIXUNA";197
"130185 IRANDUBA";104
"130190 ITACOATIARA";368
"130195 ITAMARATI";94
"130200 ITAPIRANGA";34
"130210 JAPURA";42
"130230 JUTAI";143
"130240 LABREA";210
"130250 MANACAPURU";523
"130255 MANAQUIRI";72
"130260 MANAUS";9565
"130270 MANICORE";131
"130290 MAUES";216
