 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Ago/2021
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";121
"110002 ARIQUEMES";597
"110003 CABIXI";15
"110004 CACOAL";1126
"110005 CEREJEIRAS";62
"110006 COLORADO DO OESTE";31
"110008 COSTA MARQUES";13
"110009 ESPIGAO D'OESTE";103
"110010 GUAJARA-MIRIM";247
"110011 JARU";224
"110012 JI-PARANA";610
"110013 MACHADINHO D'OESTE";61
"110014 NOVA BRASILANDIA D'OESTE";75
"110015 OURO PRETO DO OESTE";209
"110018 PIMENTA BUENO";253
"110020 PORTO VELHO";4388
"110025 PRESIDENTE MEDICI";41
"110026 RIO CRESPO";3
"110028 ROLIM DE MOURA";187
"110029 SANTA LUZIA D'OESTE";24
"110030 VILHENA";760
"110032 SAO MIGUEL DO GUAPORE";127
"110033 NOVA MAMORE";41
"110034 ALVORADA D'OESTE";40
"110037 ALTO ALEGRE DOS PARECIS";36
"110045 BURITIS";78
"110050 NOVO HORIZONTE DO OESTE";21
"110060 CACAULANDIA";6
"110070 CAMPO NOVO DE RONDONIA";6
"110094 CUJUBIM";67
"110110 ITAPUA DO OESTE";4
"110120 MINISTRO ANDREAZZA";7
"110130 MIRANTE DA SERRA";18
"110140 MONTE NEGRO";21
"110143 NOVA UNIAO";9
"110145 PARECIS";22
"110146 PIMENTEIRAS DO OESTE";2
"110149 SAO FRANCISCO DO GUAPORE";52
"110150 SERINGUEIRAS";59
"110155 TEIXEIROPOLIS";9
"110160 THEOBROMA";5
"110170 URUPA";19
"110175 VALE DO ANARI";1
"110180 VALE DO PARAISO";6
"120001 ACRELANDIA";7
"120005 ASSIS BRASIL";17
"120010 BRASILEIA";218
"120020 CRUZEIRO DO SUL";815
"120030 FEIJO";52
"120033 MANCIO LIMA";18
"120034 MANOEL URBANO";33
"120035 MARECHAL THAUMATURGO";41
"120038 PLACIDO DE CASTRO";47
"120040 RIO BRANCO";2659
"120042 RODRIGUES ALVES";12
"120045 SENADOR GUIOMARD";19
"120050 SENA MADUREIRA";179
"120060 TARAUACA";175
"120070 XAPURI";89
"130002 ALVARAES";54
"130006 AMATURA";22
"130008 ANAMA";112
"130010 ANORI";58
"130014 APUI";96
"130020 ATALAIA DO NORTE";31
"130030 AUTAZES";92
"130040 BARCELOS";71
"130050 BARREIRINHA";106
"130060 BENJAMIN CONSTANT";139
"130063 BERURI";88
"130068 BOA VISTA DO RAMOS";77
"130070 BOCA DO ACRE";147
"130080 BORBA";203
"130083 CAAPIRANGA";23
"130090 CANUTAMA";63
"130100 CARAUARI";107
"130110 CAREIRO";116
"130120 COARI";321
"130130 CODAJAS";82
"130140 EIRUNEPE";145
"130150 ENVIRA";92
"130160 FONTE BOA";26
"130165 GUAJARA";34
"130170 HUMAITA";180
"130180 IPIXUNA";127
"130185 IRANDUBA";73
"130190 ITACOATIARA";419
"130200 ITAPIRANGA";44
"130210 JAPURA";55
"130230 JUTAI";9
"130240 LABREA";195
"130250 MANACAPURU";418
"130255 MANAQUIRI";76
"130260 MANAUS";11361
"130270 MANICORE";155
"130280 MARAA";162
"130290 MAUES";280
"130300 NHAMUNDA";62
"130310 NOVA OLINDA DO NORTE";183
"130320 NOVO AIRAO";57
"130330 NOVO ARIPUANA";105
"130340 PARINTINS";602
"130350 PAUINI";162
"130353 PRESIDENTE FIGUEIREDO";94
"130356 RIO PRETO DA EVA";36
"130360 SANTA ISABEL DO RIO NEGRO";58
"130370 SANTO ANTONIO DO ICA";136
"130380 SAO GABRIEL DA CACHOEIRA";170
"130390 SAO PAULO DE OLIVENCA";145
"130395 SAO SEBASTIAO DO UATUMA";67
"130400 SILVES";44
"130406 TABATINGA";414
"130410 TAPAUA";117
"130420 TEFE";473
"130423 TONANTINS";70
"130426 UARINI";95
"130430 URUCARA";62
"130440 URUCURITUBA";55
"140005 ALTO ALEGRE";17
"140010 BOA VISTA";3593
