 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Set/2016
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";185
"110002 ARIQUEMES";555
"110003 CABIXI";26
"110004 CACOAL";915
"110005 CEREJEIRAS";109
"110006 COLORADO DO OESTE";83
"110008 COSTA MARQUES";24
"110009 ESPIGAO D'OESTE";115
"110010 GUAJARA-MIRIM";232
"110011 JARU";225
"110012 JI-PARANA";706
"110015 OURO PRETO DO OESTE";211
"110018 PIMENTA BUENO";206
"110020 PORTO VELHO";3714
"110025 PRESIDENTE MEDICI";72
"110028 ROLIM DE MOURA";266
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";631
"110032 SAO MIGUEL DO GUAPORE";117
"110033 NOVA MAMORE";28
"110034 ALVORADA D'OESTE";53
"110037 ALTO ALEGRE DOS PARECIS";36
"110040 ALTO PARAISO";33
"110045 BURITIS";52
"110050 NOVO HORIZONTE DO OESTE";38
"110060 CACAULANDIA";4
"110070 CAMPO NOVO DE RONDONIA";23
"110094 CUJUBIM";32
"110100 GOVERNADOR JORGE TEIXEIRA";28
"110120 MINISTRO ANDREAZZA";24
"110130 MIRANTE DA SERRA";25
"110143 NOVA UNIAO";4
"110145 PARECIS";36
"110146 PIMENTEIRAS DO OESTE";7
"110149 SAO FRANCISCO DO GUAPORE";125
"110150 SERINGUEIRAS";31
"110155 TEIXEIROPOLIS";7
"110170 URUPA";26
"110175 VALE DO ANARI";15
"110180 VALE DO PARAISO";7
"120005 ASSIS BRASIL";13
"120010 BRASILEIA";172
"120020 CRUZEIRO DO SUL";744
"120032 JORDAO";2
"120033 MANCIO LIMA";36
"120034 MANOEL URBANO";45
"120035 MARECHAL THAUMATURGO";15
"120038 PLACIDO DE CASTRO";59
"120039 PORTO WALTER";30
"120040 RIO BRANCO";2293
"120042 RODRIGUES ALVES";29
"120043 SANTA ROSA DO PURUS";23
"120045 SENADOR GUIOMARD";60
"120050 SENA MADUREIRA";275
"120060 TARAUACA";187
"120070 XAPURI";40
"130002 ALVARAES";37
"130008 ANAMA";26
"130014 APUI";29
"130020 ATALAIA DO NORTE";7
"130030 AUTAZES";81
"130050 BARREIRINHA";67
"130060 BENJAMIN CONSTANT";71
"130063 BERURI";56
"130068 BOA VISTA DO RAMOS";63
"130070 BOCA DO ACRE";135
"130080 BORBA";162
"130083 CAAPIRANGA";32
"130090 CANUTAMA";28
"130120 COARI";389
"130130 CODAJAS";83
"130140 EIRUNEPE";100
"130150 ENVIRA";141
"130160 FONTE BOA";108
"130165 GUAJARA";40
"130170 HUMAITA";202
"130180 IPIXUNA";105
"130185 IRANDUBA";88
"130190 ITACOATIARA";331
"130200 ITAPIRANGA";47
"130210 JAPURA";18
"130220 JURUA";36
"130250 MANACAPURU";336
"130255 MANAQUIRI";20
"130260 MANAUS";9793
"130270 MANICORE";144
"130280 MARAA";33
"130290 MAUES";206
"130300 NHAMUNDA";40
"130340 PARINTINS";442
"130353 PRESIDENTE FIGUEIREDO";134
"130356 RIO PRETO DA EVA";40
"130370 SANTO ANTONIO DO ICA";124
"130380 SAO GABRIEL DA CACHOEIRA";109
"130390 SAO PAULO DE OLIVENCA";57
"130400 SILVES";38
"130406 TABATINGA";179
"130410 TAPAUA";56
"130420 TEFE";376
"130426 UARINI";8
"130430 URUCARA";3
"130440 URUCURITUBA";15
