 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Nov/2015
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";189
"110002 ARIQUEMES";465
"110003 CABIXI";26
"110004 CACOAL";1055
"110005 CEREJEIRAS";140
"110006 COLORADO DO OESTE";48
"110009 ESPIGAO D'OESTE";111
"110010 GUAJARA-MIRIM";297
"110011 JARU";221
"110012 JI-PARANA";782
"110015 OURO PRETO DO OESTE";268
"110018 PIMENTA BUENO";169
"110020 PORTO VELHO";3283
"110025 PRESIDENTE MEDICI";55
"110026 RIO CRESPO";4
"110028 ROLIM DE MOURA";314
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";728
"110032 SAO MIGUEL DO GUAPORE";64
"110033 NOVA MAMORE";25
"110034 ALVORADA D'OESTE";41
"110037 ALTO ALEGRE DOS PARECIS";37
"110040 ALTO PARAISO";11
"110045 BURITIS";54
"110050 NOVO HORIZONTE DO OESTE";57
"110060 CACAULANDIA";7
"110070 CAMPO NOVO DE RONDONIA";25
"110094 CUJUBIM";7
"110100 GOVERNADOR JORGE TEIXEIRA";7
"110120 MINISTRO ANDREAZZA";22
"110130 MIRANTE DA SERRA";55
"110143 NOVA UNIAO";17
"110145 PARECIS";16
"110146 PIMENTEIRAS DO OESTE";5
"110149 SAO FRANCISCO DO GUAPORE";242
"110150 SERINGUEIRAS";26
"110155 TEIXEIROPOLIS";4
"110160 THEOBROMA";7
"110170 URUPA";39
"110175 VALE DO ANARI";3
"110180 VALE DO PARAISO";8
"120001 ACRELANDIA";42
"120005 ASSIS BRASIL";24
"120010 BRASILEIA";177
"120020 CRUZEIRO DO SUL";591
"120034 MANOEL URBANO";41
"120035 MARECHAL THAUMATURGO";7
"120038 PLACIDO DE CASTRO";112
"120039 PORTO WALTER";15
"120040 RIO BRANCO";2343
"120042 RODRIGUES ALVES";42
"120043 SANTA ROSA DO PURUS";18
"120045 SENADOR GUIOMARD";79
"120050 SENA MADUREIRA";249
"120060 TARAUACA";192
"120070 XAPURI";47
"130002 ALVARAES";43
"130014 APUI";90
"130020 ATALAIA DO NORTE";45
"130030 AUTAZES";168
"130040 BARCELOS";44
"130050 BARREIRINHA";101
"130060 BENJAMIN CONSTANT";75
"130063 BERURI";38
"130068 BOA VISTA DO RAMOS";13
"130070 BOCA DO ACRE";139
"130080 BORBA";109
"130090 CANUTAMA";25
"130110 CAREIRO";30
"130120 COARI";316
"130130 CODAJAS";63
"130160 FONTE BOA";121
"130170 HUMAITA";164
"130180 IPIXUNA";75
"130185 IRANDUBA";128
"130190 ITACOATIARA";334
"130195 ITAMARATI";20
"130210 JAPURA";5
"130220 JURUA";41
"130230 JUTAI";93
"130250 MANACAPURU";322
"130255 MANAQUIRI";35
"130260 MANAUS";9425
"130290 MAUES";232
"130300 NHAMUNDA";38
"130340 PARINTINS";521
"130350 PAUINI";62
"130353 PRESIDENTE FIGUEIREDO";61
"130356 RIO PRETO DA EVA";49
"130370 SANTO ANTONIO DO ICA";139
"130390 SAO PAULO DE OLIVENCA";60
"130395 SAO SEBASTIAO DO UATUMA";70
"130400 SILVES";36
"130406 TABATINGA";384
"130410 TAPAUA";5
"130420 TEFE";365
"130430 URUCARA";17
"140005 ALTO ALEGRE";10
"140010 BOA VISTA";2516
"140015 BONFIM";9
"140030 MUCAJAI";20
"140040 NORMANDIA";25
"140045 PACARAIMA";51
"140047 RORAINOPOLIS";70
"140060 SAO LUIZ";24
"150010 ABAETETUBA";637
"150013 ABEL FIGUEIREDO";30
"150020 ACARA";137
"150030 AFUA";70
"150034 AGUA AZUL DO NORTE";60
"150050 ALMEIRIM";90
