 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Mar/2013
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";190
"110002 ARIQUEMES";461
"110003 CABIXI";24
"110004 CACOAL";896
"110005 CEREJEIRAS";157
"110006 COLORADO DO OESTE";97
"110008 COSTA MARQUES";56
"110009 ESPIGAO D'OESTE";155
"110010 GUAJARA-MIRIM";275
"110011 JARU";288
"110012 JI-PARANA";914
"110013 MACHADINHO D'OESTE";155
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";323
"110018 PIMENTA BUENO";183
"110020 PORTO VELHO";3077
"110025 PRESIDENTE MEDICI";92
"110028 ROLIM DE MOURA";401
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";563
"110032 SAO MIGUEL DO GUAPORE";81
"110033 NOVA MAMORE";81
"110034 ALVORADA D'OESTE";98
"110037 ALTO ALEGRE DOS PARECIS";45
"110040 ALTO PARAISO";33
"110045 BURITIS";71
"110050 NOVO HORIZONTE DO OESTE";52
"110060 CACAULANDIA";9
"110070 CAMPO NOVO DE RONDONIA";53
"110100 GOVERNADOR JORGE TEIXEIRA";23
"110120 MINISTRO ANDREAZZA";41
"110130 MIRANTE DA SERRA";88
"110140 MONTE NEGRO";92
"110143 NOVA UNIAO";27
"110145 PARECIS";20
"110146 PIMENTEIRAS DO OESTE";12
"110149 SAO FRANCISCO DO GUAPORE";10
"110150 SERINGUEIRAS";31
"110155 TEIXEIROPOLIS";14
"110160 THEOBROMA";6
"110170 URUPA";38
"110175 VALE DO ANARI";5
"110180 VALE DO PARAISO";6
"120001 ACRELANDIA";10
"120005 ASSIS BRASIL";34
"120010 BRASILEIA";208
"120020 CRUZEIRO DO SUL";780
"120030 FEIJO";45
"120033 MANCIO LIMA";31
"120034 MANOEL URBANO";77
"120038 PLACIDO DE CASTRO";81
"120039 PORTO WALTER";21
"120040 RIO BRANCO";2590
"120042 RODRIGUES ALVES";18
"120045 SENADOR GUIOMARD";33
"120050 SENA MADUREIRA";331
"120060 TARAUACA";166
"120070 XAPURI";118
"130002 ALVARAES";60
"130014 APUI";77
"130030 AUTAZES";35
"130040 BARCELOS";69
"130050 BARREIRINHA";51
"130060 BENJAMIN CONSTANT";90
"130063 BERURI";56
"130070 BOCA DO ACRE";111
"130080 BORBA";121
"130083 CAAPIRANGA";35
"130090 CANUTAMA";12
"130110 CAREIRO";11
"130120 COARI";319
"130130 CODAJAS";66
"130140 EIRUNEPE";140
"130150 ENVIRA";32
"130160 FONTE BOA";163
"130165 GUAJARA";38
"130170 HUMAITA";190
"130180 IPIXUNA";84
"130185 IRANDUBA";287
"130190 ITACOATIARA";379
"130195 ITAMARATI";18
"130200 ITAPIRANGA";33
"130220 JURUA";47
"130230 JUTAI";78
"130250 MANACAPURU";423
"130255 MANAQUIRI";85
"130260 MANAUS";9259
"130280 MARAA";64
"130290 MAUES";188
"130340 PARINTINS";422
"130353 PRESIDENTE FIGUEIREDO";109
"130356 RIO PRETO DA EVA";12
"130380 SAO GABRIEL DA CACHOEIRA";64
"130390 SAO PAULO DE OLIVENCA";127
"130410 TAPAUA";62
"130420 TEFE";302
"130423 TONANTINS";81
"140005 ALTO ALEGRE";17
"140010 BOA VISTA";2597
"140015 BONFIM";14
"140020 CARACARAI";39
"140023 CAROEBE";26
"140030 MUCAJAI";10
"140040 NORMANDIA";31
"140045 PACARAIMA";25
"140047 RORAINOPOLIS";24
"140050 SAO JOAO DA BALIZA";34
"140060 SAO LUIZ";20
"150010 ABAETETUBA";883
"150013 ABEL FIGUEIREDO";51
"150020 ACARA";210
"150030 AFUA";55
"150034 AGUA AZUL DO NORTE";169
"150040 ALENQUER";461
"150050 ALMEIRIM";92
"150060 ALTAMIRA";1236
"150070 ANAJAS";127
"150080 ANANINDEUA";3479
"150085 ANAPU";64
"150090 AUGUSTO CORREA";277
"150095 AURORA DO PARA";84
"150120 BAIAO";74
"150125 BANNACH";35
"150130 BARCARENA";419
"150140 BELEM";8596
"150145 BELTERRA";60
"150150 BENEVIDES";187
"150157 BOM JESUS DO TOCANTINS";113
"150170 BRAGANCA";1298
"150172 BRASIL NOVO";238
