 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Mar/2015
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";190
"110002 ARIQUEMES";452
"110003 CABIXI";24
"110004 CACOAL";582
"110005 CEREJEIRAS";136
"110006 COLORADO DO OESTE";72
"110008 COSTA MARQUES";47
"110009 ESPIGAO D'OESTE";106
"110010 GUAJARA-MIRIM";262
"110011 JARU";233
"110012 JI-PARANA";813
"110013 MACHADINHO D'OESTE";121
"110015 OURO PRETO DO OESTE";171
"110018 PIMENTA BUENO";171
"110020 PORTO VELHO";3421
"110025 PRESIDENTE MEDICI";60
"110026 RIO CRESPO";11
"110028 ROLIM DE MOURA";489
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";910
"110032 SAO MIGUEL DO GUAPORE";98
"110033 NOVA MAMORE";34
"110034 ALVORADA D'OESTE";73
"110037 ALTO ALEGRE DOS PARECIS";44
"110040 ALTO PARAISO";32
"110045 BURITIS";83
"110050 NOVO HORIZONTE DO OESTE";45
"110060 CACAULANDIA";10
"110070 CAMPO NOVO DE RONDONIA";20
"110100 GOVERNADOR JORGE TEIXEIRA";22
"110120 MINISTRO ANDREAZZA";31
"110130 MIRANTE DA SERRA";29
"110140 MONTE NEGRO";3
"110143 NOVA UNIAO";9
"110145 PARECIS";15
"110146 PIMENTEIRAS DO OESTE";3
"110149 SAO FRANCISCO DO GUAPORE";121
"110150 SERINGUEIRAS";17
"110155 TEIXEIROPOLIS";13
"110160 THEOBROMA";19
"110170 URUPA";7
"110175 VALE DO ANARI";13
"110180 VALE DO PARAISO";15
"120010 BRASILEIA";206
"120020 CRUZEIRO DO SUL";1024
"120033 MANCIO LIMA";81
"120034 MANOEL URBANO";74
"120038 PLACIDO DE CASTRO";50
"120040 RIO BRANCO";2470
"120042 RODRIGUES ALVES";28
"120045 SENADOR GUIOMARD";38
"120050 SENA MADUREIRA";247
"120060 TARAUACA";176
"120070 XAPURI";86
"130002 ALVARAES";12
"130008 ANAMA";49
"130014 APUI";100
"130030 AUTAZES";78
"130040 BARCELOS";6
"130050 BARREIRINHA";57
"130060 BENJAMIN CONSTANT";58
"130063 BERURI";42
"130070 BOCA DO ACRE";117
"130080 BORBA";133
"130083 CAAPIRANGA";26
"130090 CANUTAMA";35
"130100 CARAUARI";78
"130120 COARI";331
"130150 ENVIRA";18
"130160 FONTE BOA";87
"130165 GUAJARA";36
"130170 HUMAITA";150
"130180 IPIXUNA";66
"130190 ITACOATIARA";343
"130195 ITAMARATI";50
"130210 JAPURA";21
"130220 JURUA";46
"130230 JUTAI";85
"130240 LABREA";38
"130250 MANACAPURU";403
"130255 MANAQUIRI";37
"130260 MANAUS";8882
"130270 MANICORE";192
"130290 MAUES";204
"130300 NHAMUNDA";23
"130330 NOVO ARIPUANA";91
"130340 PARINTINS";509
"130350 PAUINI";47
"130353 PRESIDENTE FIGUEIREDO";79
"130390 SAO PAULO DE OLIVENCA";85
"130395 SAO SEBASTIAO DO UATUMA";1
"130400 SILVES";45
"130406 TABATINGA";214
"130420 TEFE";311
"140005 ALTO ALEGRE";25
"140010 BOA VISTA";2458
"140015 BONFIM";1
"140023 CAROEBE";9
"140030 MUCAJAI";12
"140040 NORMANDIA";37
"140045 PACARAIMA";30
"140047 RORAINOPOLIS";61
"140050 SAO JOAO DA BALIZA";3
"150010 ABAETETUBA";645
"150013 ABEL FIGUEIREDO";60
"150020 ACARA";145
"150030 AFUA";119
"150034 AGUA AZUL DO NORTE";74
"150040 ALENQUER";240
"150050 ALMEIRIM";88
"150060 ALTAMIRA";920
"150080 ANANINDEUA";2626
"150085 ANAPU";114
"150090 AUGUSTO CORREA";280
"150095 AURORA DO PARA";102
"150120 BAIAO";95
"150125 BANNACH";25
"150130 BARCARENA";315
"150140 BELEM";8741
"150145 BELTERRA";59
"150150 BENEVIDES";42
"150157 BOM JESUS DO TOCANTINS";84
"150170 BRAGANCA";1376
"150175 BREJO GRANDE DO ARAGUAIA";71
"150178 BREU BRANCO";108
"150180 BREVES";662
"150190 BUJARU";206
"150200 CACHOEIRA DO ARARI";25
"150210 CAMETA";659
"150215 CANAA DOS CARAJAS";124
"150220 CAPANEMA";646
"150230 CAPITAO POCO";438
"150240 CASTANHAL";1226
"150250 CHAVES";15
"150270 CONCEICAO DO ARAGUAIA";415
"150275 CONCORDIA DO PARA";86
"150276 CUMARU DO NORTE";46
"150277 CURIONOPOLIS";131
"150280 CURRALINHO";120
"150290 CURUCA";84
"150293 DOM ELISEU";270
"150295 ELDORADO DOS CARAJAS";267
"150300 FARO";28
"150304 FLORESTA DO ARAGUAIA";115
"150309 GOIANESIA DO PARA";94
"150310 GURUPA";76
"150320 IGARAPE-ACU";27
"150330 IGARAPE-MIRI";610
"150340 INHANGAPI";39
"150345 IPIXUNA DO PARA";286
"150350 IRITUIA";115
"150360 ITAITUBA";588
"150370 ITUPIRANGA";120
"150375 JACAREACANGA";127
"150380 JACUNDA";323
"150390 JURUTI";130
"150400 LIMOEIRO DO AJURU";158
"150405 MAE DO RIO";205
"150420 MARABA";895
"150430 MARACANA";75
"150440 MARAPANIM";11
"150442 MARITUBA";529
"150445 MEDICILANDIA";115
"150450 MELGACO";80
"150460 MOCAJUBA";136
"150470 MOJU";325
"150480 MONTE ALEGRE";282
"150490 MUANA";116
"150503 NOVO PROGRESSO";199
"150506 NOVO REPARTIMENTO";153
"150510 OBIDOS";222
"150520 OEIRAS DO PARA";126
"150530 ORIXIMINA";344
"150540 OUREM";43
"150543 OURILANDIA DO NORTE";209
"150548 PACAJA";168
"150549 PALESTINA DO PARA";38
