 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Abr/2016
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";189
"110002 ARIQUEMES";584
"110003 CABIXI";26
"110004 CACOAL";876
"110005 CEREJEIRAS";127
"110006 COLORADO DO OESTE";63
"110009 ESPIGAO D'OESTE";117
"110010 GUAJARA-MIRIM";44
"110011 JARU";312
"110012 JI-PARANA";810
"110014 NOVA BRASILANDIA D'OESTE";129
"110015 OURO PRETO DO OESTE";292
"110018 PIMENTA BUENO";256
"110020 PORTO VELHO";4072
"110025 PRESIDENTE MEDICI";68
"110028 ROLIM DE MOURA";472
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";822
"110032 SAO MIGUEL DO GUAPORE";76
"110033 NOVA MAMORE";27
"110034 ALVORADA D'OESTE";74
"110037 ALTO ALEGRE DOS PARECIS";54
"110040 ALTO PARAISO";18
"110045 BURITIS";65
"110050 NOVO HORIZONTE DO OESTE";38
"110060 CACAULANDIA";8
"110070 CAMPO NOVO DE RONDONIA";27
"110094 CUJUBIM";11
"110100 GOVERNADOR JORGE TEIXEIRA";10
"110120 MINISTRO ANDREAZZA";18
"110130 MIRANTE DA SERRA";43
"110143 NOVA UNIAO";25
"110145 PARECIS";26
"110146 PIMENTEIRAS DO OESTE";11
"110149 SAO FRANCISCO DO GUAPORE";73
"110150 SERINGUEIRAS";51
"110155 TEIXEIROPOLIS";18
"110160 THEOBROMA";11
"110170 URUPA";20
"110175 VALE DO ANARI";2
"110180 VALE DO PARAISO";17
"120001 ACRELANDIA";35
"120005 ASSIS BRASIL";14
"120010 BRASILEIA";177
"120020 CRUZEIRO DO SUL";794
"120034 MANOEL URBANO";35
"120035 MARECHAL THAUMATURGO";8
"120038 PLACIDO DE CASTRO";119
"120040 RIO BRANCO";2293
"120042 RODRIGUES ALVES";12
"120043 SANTA ROSA DO PURUS";11
"120045 SENADOR GUIOMARD";80
"120050 SENA MADUREIRA";272
"120060 TARAUACA";97
"120070 XAPURI";36
"130002 ALVARAES";56
"130014 APUI";125
"130020 ATALAIA DO NORTE";38
"130030 AUTAZES";82
"130040 BARCELOS";81
"130050 BARREIRINHA";72
"130060 BENJAMIN CONSTANT";81
"130063 BERURI";34
"130070 BOCA DO ACRE";141
"130080 BORBA";179
"130083 CAAPIRANGA";45
"130090 CANUTAMA";38
"130100 CARAUARI";55
"130120 COARI";260
"130130 CODAJAS";83
"130160 FONTE BOA";107
"130165 GUAJARA";37
"130170 HUMAITA";173
"130180 IPIXUNA";69
"130185 IRANDUBA";72
"130190 ITACOATIARA";295
"130195 ITAMARATI";43
"130210 JAPURA";11
"130220 JURUA";28
"130230 JUTAI";83
"130250 MANACAPURU";231
"130255 MANAQUIRI";36
"130260 MANAUS";9421
"130270 MANICORE";163
"130290 MAUES";238
"130300 NHAMUNDA";47
"130340 PARINTINS";458
"130353 PRESIDENTE FIGUEIREDO";110
"130356 RIO PRETO DA EVA";61
"130390 SAO PAULO DE OLIVENCA";63
"130400 SILVES";39
"130406 TABATINGA";184
