 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Ago/2015
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";190
"110002 ARIQUEMES";419
"110003 CABIXI";26
"110004 CACOAL";855
"110005 CEREJEIRAS";112
"110006 COLORADO DO OESTE";69
"110009 ESPIGAO D'OESTE";117
"110010 GUAJARA-MIRIM";227
"110011 JARU";217
"110012 JI-PARANA";783
"110015 OURO PRETO DO OESTE";254
"110018 PIMENTA BUENO";197
"110020 PORTO VELHO";3588
"110025 PRESIDENTE MEDICI";36
"110026 RIO CRESPO";1
"110028 ROLIM DE MOURA";488
"110029 SANTA LUZIA D'OESTE";64
"110030 VILHENA";1041
"110032 SAO MIGUEL DO GUAPORE";91
"110033 NOVA MAMORE";35
"110034 ALVORADA D'OESTE";47
"110037 ALTO ALEGRE DOS PARECIS";37
"110040 ALTO PARAISO";34
"110045 BURITIS";40
"110050 NOVO HORIZONTE DO OESTE";39
"110060 CACAULANDIA";13
"110070 CAMPO NOVO DE RONDONIA";11
"110094 CUJUBIM";20
"110100 GOVERNADOR JORGE TEIXEIRA";6
"110120 MINISTRO ANDREAZZA";34
"110130 MIRANTE DA SERRA";36
"110143 NOVA UNIAO";25
"110145 PARECIS";24
"110146 PIMENTEIRAS DO OESTE";4
"110149 SAO FRANCISCO DO GUAPORE";79
"110150 SERINGUEIRAS";44
"110155 TEIXEIROPOLIS";1
"110160 THEOBROMA";20
"110170 URUPA";47
"110175 VALE DO ANARI";2
"110180 VALE DO PARAISO";7
"120005 ASSIS BRASIL";26
"120010 BRASILEIA";185
"120020 CRUZEIRO DO SUL";532
"120033 MANCIO LIMA";61
"120034 MANOEL URBANO";59
"120038 PLACIDO DE CASTRO";41
"120039 PORTO WALTER";20
"120040 RIO BRANCO";2503
"120042 RODRIGUES ALVES";14
"120043 SANTA ROSA DO PURUS";11
"120045 SENADOR GUIOMARD";176
"120050 SENA MADUREIRA";269
"120060 TARAUACA";186
"120070 XAPURI";58
"130002 ALVARAES";78
"130014 APUI";78
"130020 ATALAIA DO NORTE";7
"130030 AUTAZES";78
"130040 BARCELOS";133
"130050 BARREIRINHA";86
"130060 BENJAMIN CONSTANT";63
"130063 BERURI";59
"130070 BOCA DO ACRE";148
"130080 BORBA";130
"130083 CAAPIRANGA";25
"130090 CANUTAMA";27
"130100 CARAUARI";56
"130110 CAREIRO";35
"130120 COARI";317
"130130 CODAJAS";65
"130160 FONTE BOA";94
"130165 GUAJARA";41
"130170 HUMAITA";178
"130180 IPIXUNA";78
"130185 IRANDUBA";155
"130190 ITACOATIARA";350
"130210 JAPURA";26
"130220 JURUA";33
"130230 JUTAI";86
"130250 MANACAPURU";354
"130255 MANAQUIRI";38
"130260 MANAUS";9537
"130270 MANICORE";305
"130290 MAUES";206
"130300 NHAMUNDA";37
"130340 PARINTINS";480
"130350 PAUINI";106
"130353 PRESIDENTE FIGUEIREDO";66
"130356 RIO PRETO DA EVA";61
"130370 SANTO ANTONIO DO ICA";39
"130390 SAO PAULO DE OLIVENCA";79
"130395 SAO SEBASTIAO DO UATUMA";25
"130400 SILVES";51
"130406 TABATINGA";245
"130410 TAPAUA";81
"130420 TEFE";386
"130430 URUCARA";44
"140005 ALTO ALEGRE";11
"140010 BOA VISTA";3200
"140015 BONFIM";27
"140020 CARACARAI";25
"140030 MUCAJAI";36
"140040 NORMANDIA";40
"140047 RORAINOPOLIS";76
"140050 SAO JOAO DA BALIZA";21
"140060 SAO LUIZ";18
"150010 ABAETETUBA";665
"150013 ABEL FIGUEIREDO";45
"150020 ACARA";144
"150030 AFUA";79
"150034 AGUA AZUL DO NORTE";66
"150040 ALENQUER";375
"150050 ALMEIRIM";72
"150060 ALTAMIRA";973
"150070 ANAJAS";86
"150080 ANANINDEUA";3144
"150085 ANAPU";115
"150090 AUGUSTO CORREA";255
"150095 AURORA DO PARA";108
"150120 BAIAO";145
"150125 BANNACH";33
"150130 BARCARENA";316
"150140 BELEM";9518
"150145 BELTERRA";39
"150150 BENEVIDES";24
"150157 BOM JESUS DO TOCANTINS";89
"150170 BRAGANCA";1279
"150172 BRASIL NOVO";34
