 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Out/2018
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";171
"110002 ARIQUEMES";551
"110003 CABIXI";20
"110004 CACOAL";1196
"110005 CEREJEIRAS";100
"110006 COLORADO DO OESTE";43
"110008 COSTA MARQUES";65
"110009 ESPIGAO D'OESTE";163
"110010 GUAJARA-MIRIM";264
"110011 JARU";260
"110012 JI-PARANA";649
"110013 MACHADINHO D'OESTE";130
"110014 NOVA BRASILANDIA D'OESTE";39
"110015 OURO PRETO DO OESTE";262
"110018 PIMENTA BUENO";266
"110020 PORTO VELHO";4009
"110025 PRESIDENTE MEDICI";85
"110026 RIO CRESPO";8
"110028 ROLIM DE MOURA";288
"110029 SANTA LUZIA D'OESTE";68
"110030 VILHENA";900
"110032 SAO MIGUEL DO GUAPORE";103
"110033 NOVA MAMORE";39
"110034 ALVORADA D'OESTE";80
"110037 ALTO ALEGRE DOS PARECIS";22
"110040 ALTO PARAISO";22
"110045 BURITIS";69
"110050 NOVO HORIZONTE DO OESTE";33
"110060 CACAULANDIA";2
"110070 CAMPO NOVO DE RONDONIA";35
"110094 CUJUBIM";64
"110110 ITAPUA DO OESTE";1
"110120 MINISTRO ANDREAZZA";15
"110130 MIRANTE DA SERRA";21
"110140 MONTE NEGRO";58
"110143 NOVA UNIAO";1
"110145 PARECIS";19
"110146 PIMENTEIRAS DO OESTE";13
"110149 SAO FRANCISCO DO GUAPORE";186
"110150 SERINGUEIRAS";37
"110160 THEOBROMA";17
"110170 URUPA";29
"110175 VALE DO ANARI";11
"110180 VALE DO PARAISO";8
"120001 ACRELANDIA";7
"120010 BRASILEIA";187
"120020 CRUZEIRO DO SUL";645
"120030 FEIJO";68
"120033 MANCIO LIMA";6
"120034 MANOEL URBANO";38
"120035 MARECHAL THAUMATURGO";28
"120038 PLACIDO DE CASTRO";32
"120040 RIO BRANCO";2372
"120042 RODRIGUES ALVES";14
"120043 SANTA ROSA DO PURUS";11
"120045 SENADOR GUIOMARD";55
"120050 SENA MADUREIRA";242
"120060 TARAUACA";228
"120070 XAPURI";55
"130002 ALVARAES";42
"130006 AMATURA";22
"130010 ANORI";40
"130014 APUI";78
"130020 ATALAIA DO NORTE";32
"130030 AUTAZES";100
"130040 BARCELOS";58
"130050 BARREIRINHA";138
"130060 BENJAMIN CONSTANT";104
"130063 BERURI";67
"130068 BOA VISTA DO RAMOS";129
"130070 BOCA DO ACRE";14
"130080 BORBA";205
"130083 CAAPIRANGA";29
"130090 CANUTAMA";39
"130100 CARAUARI";89
"130110 CAREIRO";40
"130120 COARI";344
