 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Mai/2019
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";212
"110002 ARIQUEMES";599
"110003 CABIXI";26
"110004 CACOAL";1285
"110005 CEREJEIRAS";105
"110006 COLORADO DO OESTE";79
"110008 COSTA MARQUES";23
"110009 ESPIGAO D'OESTE";195
"110010 GUAJARA-MIRIM";242
"110011 JARU";338
"110012 JI-PARANA";677
"110013 MACHADINHO D'OESTE";181
"110014 NOVA BRASILANDIA D'OESTE";39
"110015 OURO PRETO DO OESTE";272
"110018 PIMENTA BUENO";235
"110020 PORTO VELHO";4376
"110025 PRESIDENTE MEDICI";69
"110026 RIO CRESPO";15
"110028 ROLIM DE MOURA";392
"110029 SANTA LUZIA D'OESTE";66
"110030 VILHENA";900
"110032 SAO MIGUEL DO GUAPORE";95
"110033 NOVA MAMORE";57
"110034 ALVORADA D'OESTE";59
"110037 ALTO ALEGRE DOS PARECIS";29
"110040 ALTO PARAISO";58
"110045 BURITIS";80
"110050 NOVO HORIZONTE DO OESTE";53
"110060 CACAULANDIA";5
"110070 CAMPO NOVO DE RONDONIA";18
"110094 CUJUBIM";65
"110120 MINISTRO ANDREAZZA";18
"110130 MIRANTE DA SERRA";27
"110140 MONTE NEGRO";77
"110143 NOVA UNIAO";4
"110145 PARECIS";17
"110146 PIMENTEIRAS DO OESTE";10
"110149 SAO FRANCISCO DO GUAPORE";127
"110150 SERINGUEIRAS";41
"110155 TEIXEIROPOLIS";11
"110160 THEOBROMA";11
"110170 URUPA";31
"110175 VALE DO ANARI";22
"110180 VALE DO PARAISO";11
"120001 ACRELANDIA";11
"120005 ASSIS BRASIL";42
"120010 BRASILEIA";218
"120020 CRUZEIRO DO SUL";644
"120033 MANCIO LIMA";3
"120034 MANOEL URBANO";30
"120038 PLACIDO DE CASTRO";40
"120040 RIO BRANCO";2163
"120042 RODRIGUES ALVES";23
"120050 SENA MADUREIRA";217
"120060 TARAUACA";216
"120070 XAPURI";51
"130002 ALVARAES";71
"130006 AMATURA";37
"130008 ANAMA";90
"130010 ANORI";55
"130014 APUI";26
"130020 ATALAIA DO NORTE";36
"130030 AUTAZES";77
"130040 BARCELOS";66
"130050 BARREIRINHA";81
"130060 BENJAMIN CONSTANT";171
"130063 BERURI";18
"130068 BOA VISTA DO RAMOS";66
"130070 BOCA DO ACRE";160
"130080 BORBA";210
"130083 CAAPIRANGA";41
"130090 CANUTAMA";36
"130100 CARAUARI";96
"130110 CAREIRO";89
"130120 COARI";438
"130140 EIRUNEPE";128
"130150 ENVIRA";95
"130160 FONTE BOA";109
"130165 GUAJARA";39
"130170 HUMAITA";169
"130180 IPIXUNA";103
"130185 IRANDUBA";14
"130190 ITACOATIARA";381
"130210 JAPURA";29
"130230 JUTAI";7
"130240 LABREA";72
"130250 MANACAPURU";464
"130255 MANAQUIRI";33
"130260 MANAUS";10867
"130270 MANICORE";141
"130280 MARAA";114
"130290 MAUES";222
"130300 NHAMUNDA";49
"130310 NOVA OLINDA DO NORTE";130
"130320 NOVO AIRAO";37
"130330 NOVO ARIPUANA";42
"130340 PARINTINS";529
"130350 PAUINI";94
"130353 PRESIDENTE FIGUEIREDO";119
"130356 RIO PRETO DA EVA";42
"130360 SANTA ISABEL DO RIO NEGRO";45
"130370 SANTO ANTONIO DO ICA";121
"130380 SAO GABRIEL DA CACHOEIRA";56
"130390 SAO PAULO DE OLIVENCA";122
"130400 SILVES";36
"130406 TABATINGA";248
"130420 TEFE";378
"130423 TONANTINS";42
"130426 UARINI";75
"130440 URUCURITUBA";35
"140005 ALTO ALEGRE";16
"140010 BOA VISTA";2962
"140020 CARACARAI";24
"140050 SAO JOAO DA BALIZA";31
"150010 ABAETETUBA";643
"150013 ABEL FIGUEIREDO";48
"150020 ACARA";159
"150030 AFUA";78
"150034 AGUA AZUL DO NORTE";143
"150040 ALENQUER";369
"150050 ALMEIRIM";112
"150060 ALTAMIRA";1025
"150070 ANAJAS";95
"150080 ANANINDEUA";3244
"150085 ANAPU";213
"150090 AUGUSTO CORREA";308
"150095 AURORA DO PARA";128
"150120 BAIAO";200
"150125 BANNACH";18
"150130 BARCARENA";325
"150140 BELEM";9479
"150145 BELTERRA";37
"150157 BOM JESUS DO TOCANTINS";94
"150170 BRAGANCA";1068
"150172 BRASIL NOVO";202
"150175 BREJO GRANDE DO ARAGUAIA";60
"150178 BREU BRANCO";81
"150180 BREVES";891
"150190 BUJARU";163
"150200 CACHOEIRA DO ARARI";97
"150210 CAMETA";634
"150215 CANAA DOS CARAJAS";144
"150220 CAPANEMA";453
"150230 CAPITAO POCO";292
"150240 CASTANHAL";1345
"150250 CHAVES";11
