 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município
Período:Ago/2017
"Município";"AIH_aprovadas"
"110001 ALTA FLORESTA D'OESTE";172
"110002 ARIQUEMES";571
"110003 CABIXI";26
"110004 CACOAL";932
"110005 CEREJEIRAS";97
"110006 COLORADO DO OESTE";58
"110008 COSTA MARQUES";20
"110009 ESPIGAO D'OESTE";116
"110010 GUAJARA-MIRIM";295
"110011 JARU";169
"110012 JI-PARANA";631
"110013 MACHADINHO D'OESTE";112
"110014 NOVA BRASILANDIA D'OESTE";72
"110015 OURO PRETO DO OESTE";258
"110018 PIMENTA BUENO";266
"110020 PORTO VELHO";3384
"110025 PRESIDENTE MEDICI";90
"110026 RIO CRESPO";13
"110028 ROLIM DE MOURA";388
"110029 SANTA LUZIA D'OESTE";57
"110030 VILHENA";740
"110032 SAO MIGUEL DO GUAPORE";119
"110033 NOVA MAMORE";30
"110034 ALVORADA D'OESTE";73
"110037 ALTO ALEGRE DOS PARECIS";55
"110040 ALTO PARAISO";38
"110045 BURITIS";23
"110050 NOVO HORIZONTE DO OESTE";34
"110060 CACAULANDIA";3
"110070 CAMPO NOVO DE RONDONIA";11
"110094 CUJUBIM";66
"110110 ITAPUA DO OESTE";7
"110120 MINISTRO ANDREAZZA";27
"110130 MIRANTE DA SERRA";35
"110140 MONTE NEGRO";16
"110143 NOVA UNIAO";17
"110145 PARECIS";21
"110146 PIMENTEIRAS DO OESTE";8
"110149 SAO FRANCISCO DO GUAPORE";202
"110150 SERINGUEIRAS";61
"110155 TEIXEIROPOLIS";4
"110160 THEOBROMA";8
"110170 URUPA";37
"110175 VALE DO ANARI";11
"110180 VALE DO PARAISO";15
"120001 ACRELANDIA";6
"120010 BRASILEIA";198
"120020 CRUZEIRO DO SUL";689
"120030 FEIJO";10
"120038 PLACIDO DE CASTRO";60
"120039 PORTO WALTER";76
"120040 RIO BRANCO";2186
"120042 RODRIGUES ALVES";7
"120045 SENADOR GUIOMARD";42
"120050 SENA MADUREIRA";265
"120060 TARAUACA";242
"120070 XAPURI";96
"130002 ALVARAES";76
"130006 AMATURA";42
"130008 ANAMA";41
"130010 ANORI";12
"130014 APUI";80
"130020 ATALAIA DO NORTE";59
"130030 AUTAZES";73
"130040 BARCELOS";62
"130050 BARREIRINHA";116
"130060 BENJAMIN CONSTANT";57
"130068 BOA VISTA DO RAMOS";12
"130070 BOCA DO ACRE";39
"130080 BORBA";213
"130090 CANUTAMA";52
"130100 CARAUARI";167
"130120 COARI";196
"130130 CODAJAS";108
"130150 ENVIRA";86
"130160 FONTE BOA";121
"130170 HUMAITA";176
"130180 IPIXUNA";73
"130185 IRANDUBA";184
"130190 ITACOATIARA";378
"130210 JAPURA";13
"130220 JURUA";23
"130230 JUTAI";130
"130240 LABREA";1
"130250 MANACAPURU";425
"130260 MANAUS";9902
"130290 MAUES";281
"130300 NHAMUNDA";21
"130310 NOVA OLINDA DO NORTE";57
"130320 NOVO AIRAO";18
"130330 NOVO ARIPUANA";29
"130340 PARINTINS";536
"130353 PRESIDENTE FIGUEIREDO";73
"130356 RIO PRETO DA EVA";59
"130360 SANTA ISABEL DO RIO NEGRO";34
"130370 SANTO ANTONIO DO ICA";137
"130380 SAO GABRIEL DA CACHOEIRA";101
"130390 SAO PAULO DE OLIVENCA";99
"130400 SILVES";28
"130406 TABATINGA";123
"130410 TAPAUA";32
"130420 TEFE";379
"130426 UARINI";51
"130430 URUCARA";9
"140005 ALTO ALEGRE";10
"140010 BOA VISTA";3591
"140015 BONFIM";11
"140020 CARACARAI";20
"140023 CAROEBE";26
"140030 MUCAJAI";25
"140040 NORMANDIA";23
"140045 PACARAIMA";33
"140047 RORAINOPOLIS";192
"140050 SAO JOAO DA BALIZA";30
"140060 SAO LUIZ";8
"150010 ABAETETUBA";667
"150013 ABEL FIGUEIREDO";42
"150020 ACARA";218
"150030 AFUA";124
"150034 AGUA AZUL DO NORTE";129
"150050 ALMEIRIM";148
"150060 ALTAMIRA";721
"150070 ANAJAS";9
"150080 ANANINDEUA";2805
"150085 ANAPU";113
"150090 AUGUSTO CORREA";178
"150095 AURORA DO PARA";112
"150120 BAIAO";180
"150125 BANNACH";23
"150130 BARCARENA";391
"150140 BELEM";9472
"150145 BELTERRA";37
"150157 BOM JESUS DO TOCANTINS";87
"150170 BRAGANCA";1293
"150172 BRASIL NOVO";199
"150175 BREJO GRANDE DO ARAGUAIA";31
"150178 BREU BRANCO";75
"150180 BREVES";781
"150190 BUJARU";144
"150200 CACHOEIRA DO ARARI";90
"150210 CAMETA";685
"150215 CANAA DOS CARAJAS";130
"150220 CAPANEMA";419
"150230 CAPITAO POCO";268
"150240 CASTANHAL";1120
"150250 CHAVES";23
"150270 CONCEICAO DO ARAGUAIA";217
"150275 CONCORDIA DO PARA";65
"150276 CUMARU DO NORTE";44
"150277 CURIONOPOLIS";47
"150280 CURRALINHO";155
"150290 CURUCA";103
"150293 DOM ELISEU";162
"150295 ELDORADO DOS CARAJAS";157
"150300 FARO";33
"150304 FLORESTA DO ARAGUAIA";110
"150309 GOIANESIA DO PARA";123
"150310 GURUPA";123
"150320 IGARAPE-ACU";105
"150330 IGARAPE-MIRI";616
"150340 INHANGAPI";6
"150345 IPIXUNA DO PARA";225
"150350 IRITUIA";114
"150360 ITAITUBA";455
"150370 ITUPIRANGA";126
"150380 JACUNDA";136
"150390 JURUTI";184
"150400 LIMOEIRO DO AJURU";147
"150405 MAE DO RIO";175
"150420 MARABA";1683
"150430 MARACANA";75
"150440 MARAPANIM";2
"150442 MARITUBA";560
"150445 MEDICILANDIA";176
"150450 MELGACO";84
"150460 MOCAJUBA";119
"150470 MOJU";202
"150480 MONTE ALEGRE";281
"150490 MUANA";224
"150495 NOVA ESPERANCA DO PIRIA";70
"150503 NOVO PROGRESSO";206
"150506 NOVO REPARTIMENTO";168
"150510 OBIDOS";260
"150520 OEIRAS DO PARA";123
"150530 ORIXIMINA";378
"150540 OUREM";120
"150543 OURILANDIA DO NORTE";289
"150548 PACAJA";121
"150549 PALESTINA DO PARA";42
"150550 PARAGOMINAS";758
"150553 PARAUAPEBAS";731
"150555 PAU D'ARCO";31
"150563 PICARRA";63
"150565 PLACAS";132
"150570 PONTA DE PEDRAS";98
"150580 PORTEL";168
"150590 PORTO DE MOZ";287
"150600 PRAINHA";89
"150613 REDENCAO";675
"150616 RIO MARIA";119
"150618 RONDON DO PARA";347
"150619 RUROPOLIS";115
"150620 SALINOPOLIS";143
"150630 SALVATERRA";77
"150640 SANTA CRUZ DO ARARI";38
"150650 SANTA IZABEL DO PARA";49
"150658 SANTA MARIA DAS BARREIRAS";36
"150660 SANTA MARIA DO PARA";96
"150670 SANTANA DO ARAGUAIA";206
"150680 SANTAREM";1857
"150700 SANTO ANTONIO DO TAUA";289
"150715 SAO DOMINGOS DO ARAGUAIA";37
"150720 SAO DOMINGOS DO CAPIM";36
"150730 SAO FELIX DO XINGU";518
"150745 SAO GERALDO DO ARAGUAIA";204
"150747 SAO JOAO DE PIRABAS";20
"150750 SAO JOAO DO ARAGUAIA";16
"150760 SAO MIGUEL DO GUAMA";103
"150770 SAO SEBASTIAO DA BOA VISTA";52
"150775 SAPUCAIA";26
"150780 SENADOR JOSE PORFIRIO";73
"150790 SOURE";167
"150795 TAILANDIA";303
"150797 TERRA SANTA";77
"150800 TOME-ACU";271
"150803 TRACUATEUA";97
"150805 TRAIRAO";140
"150808 TUCUMA";389
"150810 TUCURUI";440
"150812 ULIANOPOLIS";302
"150815 URUARA";199
"150820 VIGIA";70
"150830 VISEU";240
"150835 VITORIA DO XINGU";79
"150840 XINGUARA";196
"160010 AMAPA";14
"160015 PEDRA BRANCA DO AMAPARI";8
"160020 CALCOENE";21
"160027 LARANJAL DO JARI";308
"160030 MACAPA";2036
"160050 OIAPOQUE";15
"160053 PORTO GRANDE";17
"160060 SANTANA";444
"170070 ALVORADA";89
"170100 ANANAS";15
"170190 ARAGUACEMA";16
