DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Período:2018
"Município de residência";"Casos_Prováveis"
"150555 PAU D'ARCO";55
"150560 PEIXE-BOI";2
"150563 PICARRA";1
"150570 PONTA DE PEDRAS";6
"150580 PORTEL";2
"150600 PRAINHA";1
"150610 PRIMAVERA";3
"150611 QUATIPURU";23
"150613 REDENCAO";69
"150616 RIO MARIA";6
"150618 RONDON DO PARA";60
"150620 SALINOPOLIS";7
"150635 SANTA BARBARA DO PARA";7
"150650 SANTA IZABEL DO PARA";8
"150655 SANTA LUZIA DO PARA";12
"150658 SANTA MARIA DAS BARREIRAS";35
"150660 SANTA MARIA DO PARA";33
"150670 SANTANA DO ARAGUAIA";3
"150680 SANTAREM";32
"150690 SANTAREM NOVO";15
"150700 SANTO ANTONIO DO TAUA";24
"150710 SAO CAETANO DE ODIVELAS";9
"150720 SAO DOMINGOS DO CAPIM";3
"150730 SAO FELIX DO XINGU";67
"150740 SAO FRANCISCO DO PARA";23
"150745 SAO GERALDO DO ARAGUAIA";5
"150746 SAO JOAO DA PONTA";5
"150747 SAO JOAO DE PIRABAS";7
"150750 SAO JOAO DO ARAGUAIA";83
"150760 SAO MIGUEL DO GUAMA";10
"150770 SAO SEBASTIAO DA BOA VISTA";1
"150780 SENADOR JOSE PORFIRIO";4
"150790 SOURE";4
"150795 TAILANDIA";3
"150796 TERRA ALTA";22
"150800 TOME-ACU";2
"150803 TRACUATEUA";14
"150808 TUCUMA";1
"150810 TUCURUI";81
"150812 ULIANOPOLIS";2
"150820 VIGIA";23
"150830 VISEU";71
"150835 VITORIA DO XINGU";19
"150840 XINGUARA";12
"160005 SERRA DO NAVIO";12
"160010 AMAPA";3
"160015 PEDRA BRANCA DO AMAPARI";84
"160020 CALCOENE";1
"160023 FERREIRA GOMES";65
"160025 ITAUBAL";2
"160027 LARANJAL DO JARI";159
"160030 MACAPA";338
"160040 MAZAGAO";20
"160050 OIAPOQUE";2
"160053 PORTO GRANDE";5
"160055 PRACUUBA";1
"160060 SANTANA";44
"160070 TARTARUGALZINHO";24
"160080 VITORIA DO JARI";4
"170025 ABREULANDIA";5
"170030 AGUIARNOPOLIS";2
"170040 ALMAS";4
"170070 ALVORADA";9
"170100 ANANAS";23
"170110 APARECIDA DO RIO NEGRO";12
"170200 ARAGUACU";15
"170210 ARAGUAINA";412
"170215 ARAGUANA";10
"170220 ARAGUATINS";36
"170230 ARAPOEMA";5
"170240 ARRAIAS";19
"170255 AUGUSTINOPOLIS";1
"170290 AXIXA DO TOCANTINS";5
"170300 BABACULANDIA";1
"170305 BANDEIRANTES DO TOCANTINS";1
"170307 BARRA DO OURO";2
"170310 BARROLANDIA";6
"170320 BERNARDO SAYAO";6
"170330 BOM JESUS DO TOCANTINS";2
"170370 BREJINHO DE NAZARE";3
"170380 BURITI DO TOCANTINS";1
"170384 CAMPOS LINDOS";18
"170386 CARIRI DO TOCANTINS";44
"170388 CARMOLANDIA";1
"170389 CARRASCO BONITO";1
"170390 CASEARA";3
"170510 CHAPADA DA NATIVIDADE";15
"170550 COLINAS DO TOCANTINS";10
"170555 COMBINADO";26
"170560 CONCEICAO DO TOCANTINS";2
"170600 COUTO MAGALHAES";3
"170610 CRISTALANDIA";1
"170650 DARCINOPOLIS";1
"170700 DIANOPOLIS";39
"170710 DIVINOPOLIS DO TOCANTINS";14
"170720 DOIS IRMAOS DO TOCANTINS";4
"170740 ESPERANTINA";11
"170755 FATIMA";1
"170765 FIGUEIROPOLIS";6
"170770 FILADELFIA";3
"170820 FORMOSO DO ARAGUAIA";32
"170825 FORTALEZA DO TABOCAO";4
"170830 GOIANORTE";1
"170900 GOIATINS";1
"170930 GUARAI";14
"170950 GURUPI";47
"170980 IPUEIRAS";5
"171050 ITACAJA";58
"171070 ITAGUATINS";3
"171090 ITAPIRATINS";3
"171110 ITAPORA DO TOCANTINS";2
"171150 JAU DO TOCANTINS";2
"171190 LAGOA DA CONFUSAO";3
"171195 LAGOA DO TOCANTINS";1
"171200 LAJEADO";13
"171215 LAVANDEIRA";3
"171245 LUZINOPOLIS";4
"171250 MARIANOPOLIS DO TOCANTINS";10
"171270 MATEIROS";2
"171280 MAURILANDIA DO TOCANTINS";1
"171320 MIRACEMA DO TOCANTINS";9
"171330 MIRANORTE";9
"171360 MONTE DO CARMO";14
"171370 MONTE SANTO DO TOCANTINS";2
"171380 PALMEIRAS DO TOCANTINS";1
"171395 MURICILANDIA";4
"171420 NATIVIDADE";155
"171430 NAZARE";7
"171488 NOVA OLINDA";11
"171510 NOVO ACORDO";6
"171550 OLIVEIRA DE FATIMA";6
"171570 PALMEIRANTE";3
"171575 PALMEIROPOLIS";14
"171610 PARAISO DO TOCANTINS";62
"171620 PARANA";5
"171650 PEDRO AFONSO";10
"171660 PEIXE";1
"171665 PEQUIZEIRO";4
"171670 COLMEIA";9
"171700 PINDORAMA DO TOCANTINS";48
"171750 PIUM";6
"171780 PONTE ALTA DO BOM JESUS";5
"171790 PONTE ALTA DO TOCANTINS";2
"171800 PORTO ALEGRE DO TOCANTINS";8
"171820 PORTO NACIONAL";107
"171830 PRAIA NORTE";9
"171845 PUGMIL";4
"171850 RECURSOLANDIA";2
"171870 RIO DOS BOIS";15
"171875 RIO SONO";1
"171880 SAMPAIO";2
"171884 SANDOLANDIA";4
"171886 SANTA FE DO ARAGUAIA";2
"171888 SANTA MARIA DO TOCANTINS";5
"171890 SANTA ROSA DO TOCANTINS";5
"171900 SANTA TEREZA DO TOCANTINS";4
"172000 SANTA TEREZINHA DO TOCANTINS";10
"172015 SAO FELIX DO TOCANTINS";1
"172025 SAO SALVADOR DO TOCANTINS";2
"172030 SAO SEBASTIAO DO TOCANTINS";2
"172049 SAO VALERIO";1
"172065 SILVANOPOLIS";3
"172080 SITIO NOVO DO TOCANTINS";2
"172090 TAGUATINGA";13
"172093 TAIPAS DO TOCANTINS";1
"172097 TALISMA";36
"172100 PALMAS";1154
"172110 TOCANTINIA";10
"172120 TOCANTINOPOLIS";26
"172208 WANDERLANDIA";2
"172210 XAMBIOA";1
"210020 ALCANTARA";3
"210030 ALDEIAS ALTAS";11
"210047 ALTO ALEGRE DO PINDARE";35
"210050 ALTO PARNAIBA";27
"210060 AMARANTE DO MARANHAO";1
"210070 ANAJATUBA";5
"210080 ANAPURUS";44
"210083 APICUM-ACU";2
"210095 ARAME";14
"210100 ARARI";2
"210120 BACABAL";1
"210125 BACABEIRA";4
"210130 BACURI";2
"210140 BALSAS";14
"210160 BARRA DO CORDA";400
"210170 BARREIRINHAS";1
"210180 BENEDITO LEITE";1
"210190 BEQUIMAO";1
"210197 BOA VISTA DO GURUPI";1
"210200 BOM JARDIM";6
"210210 BREJO";10
"210220 BURITI";4
"210230 BURITI BRAVO";2
"210232 BURITICUPU";4
"210235 BURITIRANA";3
"210255 CAMPESTRE DO MARANHAO";8
"210270 CANTANHEDE";1
"210275 CAPINZAL DO NORTE";2
"210280 CAROLINA";16
"210290 CARUTAPERA";1
"210300 CAXIAS";183
"210315 CENTRO DO GUILHERME";1
"210320 CHAPADINHA";27
"210325 CIDELANDIA";2
"210330 CODO";1
"210360 COROATA";9
"210370 CURURUPU";2
"210390 DUQUE BACELAR";1
"210400 ESPERANTINOPOLIS";3
"210405 ESTREITO";11
"210407 FEIRA NOVA DO MARANHAO";3
"210409 FORMOSA DA SERRA NEGRA";5
"210410 FORTALEZA DOS NOGUEIRAS";8
"210420 FORTUNA";1
"210440 GONCALVES DIAS";1
"210450 GOVERNADOR ARCHER";2
"210455 GOVERNADOR EDISON LOBAO";35
"210462 GOVERNADOR LUIZ ROCHA";5
"210465 GOVERNADOR NEWTON BELLO";4
"210467 GOVERNADOR NUNES FREIRE";3
"210480 GRAJAU";3
"210500 HUMBERTO DE CAMPOS";5
"210515 IGARAPE DO MEIO";2
"210520 IGARAPE GRANDE";3
"210530 IMPERATRIZ";43
"210540 ITAPECURU MIRIM";32
"210542 ITINGA DO MARANHAO";5
"210547 JENIPAPO DOS VIEIRAS";1
"210550 JOAO LISBOA";2
"210570 LAGO DA PEDRA";3
"210592 LAGOA DO MATO";1
"210596 LAGOA GRANDE DO MARANHAO";16
"210598 LAJEADO NOVO";1
"210632 MARACACUME";91
"210640 MATA ROMA";3
"210660 MATOES";1
"210663 MATOES DO NORTE";4
"210667 MILAGRES DO MARANHAO";1
"210675 MIRANDA DO NORTE";17
"210700 MONTES ALTOS";5
"210720 NINA RODRIGUES";11
"210725 NOVA COLINAS";1
"210730 NOVA IORQUE";6
"210750 PACO DO LUMIAR";26
"210770 PARAIBANO";3
"210780 PARNARAMA";1
"210810 PAULO RAMOS";1
"210820 PEDREIRAS";4
"210850 PINDARE-MIRIM";1
"210860 PINHEIRO";4
"210870 PIO XII";2
"210880 PIRAPEMAS";1
"210890 POCAO DE PEDRAS";1
"210900 PORTO FRANCO";3
"210910 PRESIDENTE DUTRA";2
"210920 PRESIDENTE JUSCELINO";1
"210927 PRESIDENTE SARNEY";79
"210930 PRESIDENTE VARGAS";3
"210940 PRIMEIRA CRUZ";2
"210945 RAPOSA";6
"210950 RIACHAO";9
"210960 ROSARIO";3
"210970 SAMBAIBA";1
"210980 SANTA HELENA";11
"210990 SANTA INES";15
"211000 SANTA LUZIA";6
"211003 SANTA LUZIA DO PARUA";1
"211020 SANTA RITA";7
"211040 SAO BENEDITO DO RIO PRETO";2
"211080 SAO FELIX DE BALSAS";1
"211085 SAO FRANCISCO DO BREJAO";4
"211090 SAO FRANCISCO DO MARANHAO";3
"211105 SAO JOAO DO PARAISO";5
"211107 SAO JOAO DO SOTER";3
"211120 SAO JOSE DE RIBAMAR";117
"211130 SAO LUIS";572
"211140 SAO LUIS GONZAGA DO MARANHAO";9
"211153 SAO PEDRO DA AGUA BRANCA";2
"211157 SAO PEDRO DOS CRENTES";2
"211160 SAO RAIMUNDO DAS MANGABEIRAS";2
"211167 SAO ROBERTO";1
"211174 SENADOR ALEXANDRE COSTA";2
"211176 SENADOR LA ROCQUE";4
"211180 SITIO NOVO";10
"211200 TASSO FRAGOSO";4
"211220 TIMON";10
"211223 TRIZIDELA DO VALE";6
"211230 TUNTUM";2
"211240 TURIACU";3
"211245 TURILANDIA";10
"211250 TUTOIA";5
"211260 URBANO SANTOS";2
"211270 VARGEM GRANDE";4
"211280 VIANA";5
"211285 VILA NOVA DOS MARTIRIOS";3
"211290 VITORIA DO MEARIM";2
"211300 VITORINO FREIRE";2
"211400 ZE DOCA";5
"220010 AGRICOLANDIA";1
"220025 ALAGOINHA DO PIAUI";5
"220030 ALTO LONGA";29
"220040 ALTOS";7
"220050 AMARANTE";23
"220060 ANGICAL DO PIAUI";3
"220070 ANISIO DE ABREU";11
"220080 ANTONIO ALMEIDA";1
"220110 AVELINO LOPES";2
"220115 BAIXA GRANDE DO RIBEIRO";5
"220117 BARRA D'ALCANTARA";1
"220155 BELA VISTA DO PIAUI";14
"220160 BENEDITINOS";19
"220177 BOA HORA";9
"220180 BOCAINA";1
"220190 BOM JESUS";10
"220192 BONFIM DO PIAUI";3
"220194 BOQUEIRAO DO PIAUI";1
"220200 BURITI DOS LOPES";1
"220208 CAJUEIRO DA PRAIA";3
"220210 CAMPINAS DO PIAUI";82
"220217 CAMPO LARGO DO PIAUI";3
"220230 CANTO DO BURITI";4
"220240 CAPITAO DE CAMPOS";2
"220250 CARACOL";5
"220260 CASTELO DO PIAUI";4
"220273 COIVARAS";2
"220275 COLONIA DO GURGUEIA";1
"220277 COLONIA DO PIAUI";2
"220285 CORONEL JOSE DIAS";1
"220310 CRISTINO CASTRO";1
"220320 CURIMATA";38
"220335 DIRCEU ARCOVERDE";24
"220342 DOMINGOS MOURAO";2
"220345 DOM INOCENCIO";10
"220350 ELESBAO VELOSO";6
"220370 ESPERANTINA";3
"220375 FARTURA DO PIAUI";1
"220390 FLORIANO";3
"220440 GILBUES";1
"220455 GUARIBAS";1
"220480 IPIRANGA DO PIAUI";1
"220490 ISAIAS COELHO";1
"220500 ITAINOPOLIS";12
"220520 JAICOS";9
"220540 JOAQUIM PIRES";1
"220551 JUAZEIRO DO PIAUI";2
"220552 JULIO BORGES";14
"220553 JUREMA";75
"220554 LAGOINHA DO PIAUI";1
"220555 LAGOA ALEGRE";1
"220557 LAGOA DE SAO FRANCISCO";2
"220610 MATIAS OLIMPIO";2
"220620 MIGUEL ALVES";1
"220635 MILTON BRANDAO";1
"220660 MONTE ALEGRE DO PIAUI";1
"220675 NOSSA SENHORA DE NAZARE";1
"220690 NOVO ORIENTE DO PIAUI";1
"220700 OEIRAS";23
"220730 PAES LANDIM";1
"220740 PALMEIRA DO PIAUI";1
"220755 PAQUETA";10
"220760 PARNAGUA";16
"220770 PARNAIBA";5
"220777 PATOS DO PIAUI";1
"220779 PAU D'ARCO DO PIAUI";1
"220780 PAULISTANA";15
"220790 PEDRO II";4
"220800 PICOS";27
"220830 PIRACURUCA";4
"220840 PIRIPIRI";2
"220870 REDENCAO DO GURGUEIA";1
"220900 RIO GRANDE DO PIAUI";2
"220910 SANTA CRUZ DO PIAUI";2
"220920 SANTA FILOMENA";2
"220937 SANTA ROSA DO PIAUI";3
"220950 SANTO INACIO DO PIAUI";4
"220955 SAO BRAZ DO PIAUI";7
"220975 SAO GONCALO DO GURGUEIA";1
"220985 SAO JOAO DA CANABRAVA";1
"220987 SAO JOAO DA FRONTEIRA";2
"220995 SAO JOAO DA VARJOTA";2
"220997 SAO JOAO DO ARRAIAL";2
"221000 SAO JOAO DO PIAUI";1
"221005 SAO JOSE DO DIVINO";1
"221035 SAO LOURENCO DO PIAUI";5
"221037 SAO LUIS DO PIAUI";16
"221040 SAO MIGUEL DO TAPUIO";1
"221060 SAO RAIMUNDO NONATO";51
"221063 SEBASTIAO LEAL";1
"221080 SIMPLICIO MENDES";51
"221093 SUSSUAPARA";1
"221095 TAMBORIL DO PIAUI";1
"221097 TANQUE DO PIAUI";1
"221100 TERESINA";1179
"221120 URUCUI";1
"221130 VALENCA DO PIAUI";7
"221135 VARZEA BRANCA";7
"221140 VARZEA GRANDE";1
"230010 ABAIARA";1
"230015 ACARAPE";1
"230020 ACARAU";2
"230040 AIUABA";1
"230070 ALTO SANTO";1
"230090 APUIARES";1
"230100 AQUIRAZ";1
"230110 ARACATI";28
"230120 ARACOIABA";1
"230125 ARARENDA";1
"230140 ARATUBA";10
"230150 ARNEIROZ";2
"230180 BAIXIO";5
"230190 BARBALHA";6
"230200 BARRO";2
"230220 BEBERIBE";1
"230240 BOA VIAGEM";3
"230250 BREJO SANTO";98
"230260 CAMOCIM";2
"230280 CANINDE";3
"230300 CARIDADE";2
"230320 CARIRIACU";2
"230330 CARIUS";2
"230340 CARNAUBAL";1
"230350 CASCAVEL";5
"230360 CATARINA";1
"230365 CATUNDA";1
"230370 CAUCAIA";303
"230380 CEDRO";7
"230393 CHORO";4
"230395 CHOROZINHO";1
"230410 CRATEUS";49
"230420 CRATO";17
"230426 DEPUTADO IRAPUAN PINHEIRO";1
"230427 ERERE";2
"230428 EUSEBIO";1
"230430 FARIAS BRITO";2
"230435 FORQUILHA";1
"230440 FORTALEZA";1440
"230460 GENERAL SAMPAIO";1
"230465 GRACA";3
"230470 GRANJA";2
"230480 GRANJEIRO";1
"230490 GROAIRAS";5
"230500 GUARACIABA DO NORTE";2
"230520 HIDROLANDIA";1
"230523 HORIZONTE";10
"230526 IBARETAMA";3
"230533 IBICUITINGA";6
"230535 ICAPUI";11
"230540 ICO";161
"230550 IGUATU";162
"230565 IPAPORANGA";1
"230570 IPAUMIRIM";68
"230580 IPU";2
"230600 IRACEMA";1
"230610 IRAUCUBA";13
"230620 ITAICABA";1
"230625 ITAITINGA";1
"230630 ITAPAGE";2
"230640 ITAPIPOCA";2
"230660 ITATIRA";4
"230670 JAGUARETAMA";1
"230680 JAGUARIBARA";7
"230690 JAGUARIBE";7
"230700 JAGUARUANA";158
"230710 JARDIM";1
"230720 JATI";1
"230730 JUAZEIRO DO NORTE";6
"230750 LAVRAS DA MANGABEIRA";40
"230760 LIMOEIRO DO NORTE";11
"230763 MADALENA";3
"230765 MARACANAU";27
"230770 MARANGUAPE";10
"230790 MARTINOPOLE";1
"230800 MASSAPE";2
"230810 MAURITI";69
"230820 MERUOCA";1
"230830 MILAGRES";7
"230835 MILHA";250
"230840 MISSAO VELHA";18
"230860 MONSENHOR TABOSA";1
"230870 MORADA NOVA";38
"230880 MORAUJO";2
"230910 MULUNGU";3
"230920 NOVA OLINDA";1
"230930 NOVA RUSSAS";2
"230940 NOVO ORIENTE";14
"230945 OCARA";12
"230950 OROS";8
"230960 PACAJUS";2
"230970 PACATUBA";2
"230980 PACOTI";2
"231000 PALHANO";1
"231010 PALMACIA";2
"231020 PARACURU";7
"231025 PARAIPABA";1
"231050 PEDRA BRANCA";50
"231070 PENTECOSTE";3
"231085 PINDORETAMA";4
"231090 PIQUET CARNEIRO";1
"231100 PORANGA";1
"231110 PORTEIRAS";7
"231130 QUIXADA";296
"231135 QUIXELO";80
"231140 QUIXERAMOBIM";67
"231150 QUIXERE";17
"231160 REDENCAO";1
"231170 RERIUTABA";2
"231180 RUSSAS";127
"231210 SANTANA DO CARIRI";10
"231220 SANTA QUITERIA";2
"231230 SAO BENEDITO";1
"231240 SAO GONCALO DO AMARANTE";2
"231250 SAO JOAO DO JAGUARIBE";4
"231270 SENADOR POMPEU";10
"231280 SENADOR SA";4
"231290 SOBRAL";5
"231300 SOLONOPOLE";214
"231310 TABULEIRO DO NORTE";4
"231320 TAMBORIL";8
"231330 TAUA";4
"231340 TIANGUA";1
"231350 TRAIRI";2
"231370 UMARI";5
"231395 VARJOTA";11
"231400 VARZEA ALEGRE";32
"231410 VICOSA DO CEARA";1
"240010 ACARI";24
"240020 ACU";194
"240030 AFONSO BEZERRA";30
"240040 AGUA NOVA";28
"240050 ALEXANDRIA";16
"240070 ALTO DO RODRIGUES";11
"240080 ANGICOS";36
"240090 ANTONIO MARTINS";1
"240100 APODI";14
"240110 AREIA BRANCA";42
"240120 ARES";28
"240130 AUGUSTO SEVERO";1
"240140 BAIA FORMOSA";64
"240145 BARAUNA";124
"240150 BARCELONA";24
"240160 BENTO FERNANDES";59
"240165 BODO";46
"240170 BOM JESUS";47
"240180 BREJINHO";42
"240185 CAICARA DO NORTE";29
"240190 CAICARA DO RIO DO VENTO";41
"240200 CAICO";252
"240210 CAMPO REDONDO";192
"240220 CANGUARETAMA";29
"240230 CARAUBAS";20
"240240 CARNAUBA DOS DANTAS";26
"240260 CEARA-MIRIM";433
"240270 CERRO CORA";59
"240290 CORONEL JOAO PESSOA";1
"240300 CRUZETA";8
"240310 CURRAIS NOVOS";877
"240320 DOUTOR SEVERIANO";6
"240325 PARNAMIRIM";550
"240330 ENCANTO";1
"240340 EQUADOR";3
"240350 ESPIRITO SANTO";10
"240360 EXTREMOZ";324
"240375 FERNANDO PEDROZA";57
"240380 FLORANIA";31
"240400 FRUTUOSO GOMES";1
"240410 GALINHOS";33
"240420 GOIANINHA";102
"240430 GOVERNADOR DIX-SEPT ROSADO";9
"240440 GROSSOS";2
"240450 GUAMARE";66
"240460 IELMO MARINHO";11
"240470 IPANGUACU";27
"240480 IPUEIRA";3
"240485 ITAJA";6
"240490 ITAU";1
"240500 JACANA";14
"240510 JANDAIRA";95
"240530 JANUARIO CICCO";6
"240540 JAPI";4
"240550 JARDIM DE ANGICOS";67
"240560 JARDIM DE PIRANHAS";70
"240570 JARDIM DO SERIDO";70
"240580 JOAO CAMARA";346
"240600 JOSE DA PENHA";24
"240610 JUCURUTU";122
"240615 JUNDIA";7
"240620 LAGOA D'ANTA";4
"240630 LAGOA DE PEDRAS";31
"240640 LAGOA DE VELHOS";96
"240650 LAGOA NOVA";97
"240660 LAGOA SALGADA";7
"240670 LAJES";77
"240680 LAJES PINTADAS";25
"240700 LUIS GOMES";2
"240710 MACAIBA";241
"240720 MACAU";57
"240725 MAJOR SALES";7
"240730 MARCELINO VIEIRA";14
"240750 MAXARANGUAPE";52
"240760 MESSIAS TARGINO";1
"240770 MONTANHAS";10
"240780 MONTE ALEGRE";8
"240790 MONTE DAS GAMELEIRAS";1
"240800 MOSSORO";1343
"240810 NATAL";13625
"240820 NISIA FLORESTA";82
"240830 NOVA CRUZ";65
"240840 OLHO-D'AGUA DO BORGES";2
"240850 OURO BRANCO";59
"240860 PARANA";1
"240870 PARAU";1
"240880 PARAZINHO";147
"240890 PARELHAS";43
"240895 RIO DO FOGO";46
"240910 PASSA E FICA";53
"240920 PASSAGEM";6
"240930 PATU";3
"240933 SANTA MARIA";27
"240940 PAU DOS FERROS";18
"240950 PEDRA GRANDE";86
"240960 PEDRA PRETA";26
"240970 PEDRO AVELINO";25
"240980 PEDRO VELHO";7
"240990 PENDENCIAS";5
"241000 PILOES";20
"241010 POCO BRANCO";30
"241020 PORTALEGRE";2
"241025 PORTO DO MANGUE";7
"241030 SERRA CAIADA";21
"241040 PUREZA";166
"241050 RAFAEL FERNANDES";9
"241070 RIACHO DA CRUZ";31
"241080 RIACHO DE SANTANA";12
"241090 RIACHUELO";78
"241100 RODOLFO FERNANDES";1
"241105 TIBAU";34
"241110 RUY BARBOSA";25
"241120 SANTA CRUZ";178
"241140 SANTANA DO MATOS";70
"241142 SANTANA DO SERIDO";5
"241150 SANTO ANTONIO";44
"241160 SAO BENTO DO NORTE";59
